sub_n,disp_cond,block_n,trial_n,computer_n,set,distance,diag,d_identity,t_identity,c_identity,d,c,t,rt
431,horizontal,4,30,3,a-b-da,9,3,1,2,3,9.779706112922021,9.75286007225774,9.75286007225774,14.6794
431,horizontal,4,31,3,a-b-db,14,1,2,3,1,9.493504425640674,9.299804773660838,9.524039369902251,7.39357
431,horizontal,4,32,3,a-b-db,14,3,2,1,3,9.554115124631332,9.779706112922021,9.908783155197163,19.8474
431,horizontal,4,36,3,a-b-da,2,1,1,2,3,9.008381151298051,9.008381151298051,8.887131907665182,8.51125
431,horizontal,4,37,3,a-b-db,9,3,2,3,1,9.958168380377906,9.725648768146183,9.641720369948118,9.32827
431,horizontal,4,38,3,a-b-da,2,2,1,3,2,9.779706112922021,9.641720369948118,9.698062123881511,5.7099
431,horizontal,4,39,3,a-b-db,2,1,2,1,3,9.299804773660838,9.430999338632466,9.265615906942239,11.9288
432,triangle,1,2,4,a-b-db,9,1,2,1,3,9.698062123881511,9.698062123881511,9.75286007225774,16.9917
432,triangle,1,3,4,a-b-da,14,3,2,1,3,10.231319450389408,10.294151842856166,10.314664843190544,34.2917
432,triangle,1,6,4,a-b-db,14,2,1,3,2,9.779706112922021,9.933628195194277,9.806196566422063,23.6918
432,triangle,1,9,4,a-b-db,14,1,1,2,3,9.779706112922021,9.641720369948118,9.698062123881511,23.2251
432,triangle,1,10,4,a-b-da,5,3,1,3,2,10.252483669050482,10.053424478356416,10.12200262531368,11.8918
432,triangle,1,12,4,a-b-da,9,2,3,2,1,9.75286007225774,9.832340729556767,9.806196566422063,10.8252
432,triangle,1,14,4,a-b-db,2,1,2,1,3,8.75805486539004,9.159396256314341,9.008381151298051,16.7585
432,triangle,1,15,4,a-b-da,2,3,1,2,3,10.209928872155912,10.12200262531368,10.076546123158568,25.9583
432,triangle,1,16,4,a-b-da,2,1,1,2,3,9.122697978977948,9.047217323012255,9.085313712953644,9.72502
432,triangle,1,18,4,a-b-da,5,2,1,3,2,9.725648768146183,9.832340729556767,9.583745296201613,16.9918
432,triangle,1,22,4,a-b-da,9,3,1,3,2,10.252483669050482,10.12200262531368,10.030032398830032,12.8585
432,triangle,1,23,4,a-b-db,9,2,1,2,3,9.75286007225774,9.779706112922021,9.832340729556767,13.2585
432,triangle,1,24,4,a-b-db,5,3,1,2,3,9.832340729556767,9.725648768146183,9.641720369948118,23.7918
432,triangle,1,25,4,a-b-db,9,3,3,2,1,9.982411101442596,10.12200262531368,10.14434922650993,13.6252
432,triangle,1,26,4,a-b-da,14,2,2,3,1,9.725648768146183,9.958168380377906,10.006363483536028,12.8918
432,triangle,1,27,4,a-b-da,9,1,1,3,2,9.524039369902251,9.265615906942239,9.524039369902251,14.1586
432,triangle,1,28,4,a-b-db,2,3,3,1,2,10.14434922650993,10.030032398830032,10.099403514805813,17.0585
432,triangle,1,29,4,a-b-db,14,3,2,1,3,10.099403514805813,9.908783155197163,10.076546123158568,18.0251
432,triangle,1,30,4,a-b-db,2,2,3,1,2,9.958168380377906,9.982411101442596,9.883625590783444,11.6924
432,triangle,1,31,4,a-b-da,5,1,3,2,1,9.265615906942239,9.554115124631332,9.299804773660838,11.2252
432,triangle,1,32,4,a-b-da,14,1,2,1,3,9.085313712953644,9.2308324215185,9.493504425640674,24.8917
432,triangle,1,34,4,a-b-db,5,1,3,1,2,9.195433267319698,9.122697978977948,9.085313712953644,12.6919
432,triangle,1,35,4,a-b-da,2,2,3,1,2,9.493504425640674,9.430999338632466,9.583745296201613,10.1586
432,triangle,1,38,4,a-b-db,5,2,1,2,3,9.698062123881511,9.858147539228584,9.779706112922021,12.1253
432,triangle,2,1,4,a-b-da,5,2,2,3,1,9.806196566422063,9.806196566422063,9.75286007225774,9.7252
432,triangle,2,2,4,a-b-db,5,1,3,1,2,9.333419010293602,9.2308324215185,9.462496052568744,8.62512
432,triangle,2,4,4,a-b-db,14,2,3,2,1,9.333419010293602,9.299804773660838,9.493504425640674,8.55853
432,triangle,2,8,4,a-b-da,14,2,2,3,1,9.933628195194277,9.832340729556767,10.053424478356416,8.39182
432,triangle,2,10,4,a-b-db,14,1,2,1,3,9.122697978977948,9.299804773660838,9.366477614196022,6.89186
432,triangle,2,11,4,a-b-db,2,3,2,3,1,10.030032398830032,10.076546123158568,10.252483669050482,12.0584
432,triangle,2,12,4,a-b-da,5,3,1,2,3,10.273426268785073,10.006363483536028,10.209928872155912,16.6252
432,triangle,2,14,4,a-b-db,5,3,3,2,1,10.076546123158568,10.273426268785073,10.273426268785073,8.02522
432,triangle,2,16,4,a-b-da,2,1,1,2,3,9.265615906942239,9.195433267319698,9.195433267319698,11.8255
432,triangle,2,17,4,a-b-da,2,3,2,3,1,10.030032398830032,10.209928872155912,9.982411101442596,19.3919
432,triangle,2,19,4,a-b-da,2,2,2,3,1,9.75286007225774,9.982411101442596,9.858147539228584,7.49191
432,triangle,2,20,4,a-b-db,9,1,2,3,1,9.462496052568744,9.493504425640674,9.366477614196022,32.8251
432,triangle,2,22,4,a-b-da,14,3,2,3,1,10.030032398830032,10.076546123158568,10.12200262531368,10.5919
432,triangle,2,23,4,a-b-db,9,3,2,1,3,9.75286007225774,10.099403514805813,9.75286007225774,40.1583
432,triangle,2,24,4,a-b-da,5,1,2,1,3,9.462496052568744,9.583745296201613,9.554115124631332,7.09194
432,triangle,2,28,4,a-b-da,14,1,1,2,3,9.398998655939582,9.462496052568744,9.725648768146183,37.8582
432,triangle,2,29,4,a-b-db,2,1,1,2,3,9.554115124631332,9.554115124631332,9.462496052568744,26.7585
432,triangle,2,30,4,a-b-db,2,2,1,2,3,9.806196566422063,9.933628195194277,9.958168380377906,11.4585
432,triangle,2,33,4,a-b-da,9,3,2,3,1,10.273426268785073,10.099403514805813,10.294151842856166,12.5918
432,triangle,2,34,4,a-b-db,9,2,2,3,1,10.053424478356416,10.006363483536028,9.908783155197163,11.9252
432,triangle,2,35,4,a-b-da,9,2,1,2,3,10.006363483536028,9.982411101442596,9.933628195194277,10.892
432,triangle,2,37,4,a-b-db,14,3,1,2,3,9.958168380377906,10.053424478356416,10.18830703994748,22.7918
432,triangle,2,38,4,a-b-db,5,2,3,1,2,9.366477614196022,9.806196566422063,9.612942895043918,16.5252
432,triangle,2,39,4,a-b-da,9,1,3,2,1,9.122697978977948,8.802012678827591,8.887131907665182,8.95857
432,triangle,3,1,4,a-b-da,5,1,2,3,1,9.195433267319698,9.430999338632466,9.265615906942239,9.19185
432,triangle,3,2,4,a-b-da,14,1,1,3,2,9.265615906942239,9.398998655939582,9.430999338632466,7.42509
432,triangle,3,3,4,a-b-db,5,2,1,3,2,9.462496052568744,9.554115124631332,9.462496052568744,9.35853
432,triangle,3,4,4,a-b-db,14,1,2,1,3,8.968775896705692,9.047217323012255,9.195433267319698,14.0924
432,triangle,3,5,4,a-b-db,5,1,1,3,2,8.802012678827591,8.620069122416137,8.802012678827591,6.79188
432,triangle,3,7,4,a-b-db,14,3,1,3,2,9.725648768146183,9.698062123881511,9.524039369902251,12.8252
432,triangle,3,11,4,a-b-da,5,2,2,3,1,9.366477614196022,9.493504425640674,9.554115124631332,20.2917
432,triangle,3,12,4,a-b-db,9,2,3,1,2,9.493504425640674,9.670089639932032,9.554115124631332,8.82521
432,triangle,3,13,4,a-b-da,9,2,3,2,1,9.554115124631332,9.612942895043918,9.583745296201613,10.0585
432,triangle,3,14,4,a-b-da,14,3,1,3,2,9.75286007225774,10.006363483536028,9.883625590783444,26.5917
432,triangle,3,16,4,a-b-db,14,2,2,1,3,9.698062123881511,9.725648768146183,9.725648768146183,7.99182
432,triangle,3,17,4,a-b-db,2,2,1,3,2,9.462496052568744,9.554115124631332,9.430999338632466,29.4586
432,triangle,3,18,4,a-b-db,9,3,3,1,2,9.698062123881511,9.725648768146183,9.612942895043918,10.8585
432,triangle,3,19,4,a-b-da,14,2,2,1,3,9.612942895043918,9.75286007225774,9.725648768146183,6.55858
432,triangle,3,20,4,a-b-db,2,1,3,1,2,9.462496052568744,9.159396256314341,9.333419010293602,7.99184
432,triangle,3,21,4,a-b-da,2,1,3,2,1,9.524039369902251,9.265615906942239,9.085313712953644,7.22535
432,triangle,3,23,4,a-b-da,2,3,2,3,1,9.883625590783444,9.779706112922021,9.958168380377906,18.5585
432,triangle,3,25,4,a-b-da,9,3,3,1,2,10.030032398830032,9.832340729556767,9.883625590783444,8.65853
432,triangle,3,26,4,a-b-da,2,2,2,1,3,9.779706112922021,9.75286007225774,9.698062123881511,11.125
432,triangle,3,27,4,a-b-db,2,3,3,2,1,9.832340729556767,9.75286007225774,9.612942895043918,9.69183
432,triangle,3,28,4,a-b-da,9,1,1,3,2,9.462496052568744,8.928370482070653,9.122697978977948,4.25862
432,triangle,3,37,4,a-b-db,9,1,2,3,1,9.299804773660838,9.524039369902251,9.366477614196022,20.9917
432,triangle,3,39,4,a-b-da,5,3,1,3,2,9.982411101442596,9.832340729556767,9.908783155197163,15.5252
432,triangle,3,40,4,a-b-db,5,3,1,2,3,9.75286007225774,9.832340729556767,9.698062123881511,12.0252
432,triangle,4,4,4,a-b-db,5,3,2,3,1,10.053424478356416,9.958168380377906,10.12200262531368,12.3252
432,triangle,4,5,4,a-b-da,14,1,3,2,1,9.008381151298051,9.122697978977948,9.047217323012255,9.35847
432,triangle,4,8,4,a-b-db,5,1,3,2,1,9.398998655939582,9.299804773660838,9.493504425640674,12.8253
432,triangle,4,10,4,a-b-da,9,3,1,3,2,9.583745296201613,10.053424478356416,10.030032398830032,16.7918
432,triangle,4,12,4,a-b-db,9,2,1,3,2,9.612942895043918,9.612942895043918,9.612942895043918,7.0585
432,triangle,4,13,4,a-b-da,5,3,3,1,2,10.252483669050482,10.076546123158568,10.14434922650993,7.95863
432,triangle,4,15,4,a-b-da,5,2,3,2,1,9.806196566422063,9.612942895043918,9.462496052568744,8.89184
432,triangle,4,16,4,a-b-db,5,2,3,1,2,9.333419010293602,9.265615906942239,9.462496052568744,20.5584
432,triangle,4,17,4,a-b-db,2,2,1,3,2,9.122697978977948,9.333419010293602,9.398998655939582,6.42527
432,triangle,4,19,4,a-b-db,2,3,3,2,1,9.982411101442596,9.908783155197163,9.958168380377906,5.69226
432,triangle,4,20,4,a-b-da,9,1,1,2,3,8.802012678827591,9.008381151298051,8.667130117236525,6.12522
432,triangle,4,21,4,a-b-db,14,2,3,1,2,9.398998655939582,9.583745296201613,9.398998655939582,7.15857
432,triangle,4,22,4,a-b-da,2,2,3,2,1,9.612942895043918,9.398998655939582,9.398998655939582,8.35854
432,triangle,4,26,4,a-b-db,14,1,3,2,1,9.2308324215185,9.122697978977948,9.299804773660838,7.69188
432,triangle,4,27,4,a-b-da,2,3,2,1,3,10.006363483536028,10.053424478356416,10.18830703994748,48.2917
432,triangle,4,28,4,a-b-db,2,1,1,2,3,9.299804773660838,9.2308324215185,9.299804773660838,5.59184
432,triangle,4,29,4,a-b-db,9,1,1,3,2,8.887131907665182,8.845025089269518,8.802012678827591,4.6586
432,triangle,4,30,4,a-b-da,9,2,3,2,1,9.725648768146183,9.612942895043918,9.75286007225774,5.45855
432,triangle,4,31,4,a-b-da,14,3,2,1,3,9.698062123881511,9.933628195194277,9.554115124631332,5.92519
432,triangle,4,34,4,a-b-db,9,3,1,3,2,9.641720369948118,9.75286007225774,9.982411101442596,6.79193
432,triangle,4,35,4,a-b-da,5,1,2,3,1,9.195433267319698,9.398998655939582,9.554115124631332,6.35864
432,triangle,4,36,4,a-b-da,14,2,1,2,3,9.462496052568744,9.75286007225774,9.462496052568744,7.22525
432,triangle,4,37,4,a-b-db,14,3,3,2,1,10.006363483536028,9.933628195194277,10.006363483536028,10.0586
432,triangle,4,40,4,a-b-da,2,1,1,2,3,9.641720369948118,9.554115124631332,9.299804773660838,5.6918
434,triangle,1,2,5,a-b-da,5,2,3,2,1,9.806196566422063,9.806196566422063,9.806196566422063,20.8917
434,triangle,1,4,5,a-b-db,9,2,2,1,3,9.554115124631332,9.641720369948118,9.493504425640674,14.7918
434,triangle,1,6,5,a-b-db,2,2,1,2,3,9.299804773660838,9.299804773660838,9.366477614196022,15.2251
434,triangle,1,9,5,a-b-da,5,1,2,3,1,8.802012678827591,8.75805486539004,8.713109153685922,19.3918
434,triangle,1,11,5,a-b-da,2,1,2,1,3,9.085313712953644,9.047217323012255,8.887131907665182,14.4918
434,triangle,1,12,5,a-b-da,2,3,2,1,3,10.414187862308673,10.527425650307688,10.252483669050482,15.5918
434,triangle,1,13,5,a-b-da,9,1,3,1,2,8.802012678827591,9.008381151298051,9.085313712953644,23.9251
434,triangle,1,15,5,a-b-db,14,3,2,1,3,9.612942895043918,9.858147539228584,9.698062123881511,24.4251
434,triangle,1,17,5,a-b-da,5,3,3,1,2,10.14434922650993,10.12200262531368,9.933628195194277,18.4584
434,triangle,1,21,5,a-b-da,14,1,3,2,1,8.802012678827591,8.713109153685922,8.845025089269518,13.3917
434,triangle,1,22,5,a-b-da,2,2,2,1,3,9.670089639932032,9.612942895043918,9.75286007225774,26.6584
434,triangle,1,24,5,a-b-db,14,1,3,2,1,9.085313712953644,9.398998655939582,9.122697978977948,23.2584
434,triangle,1,26,5,a-b-db,2,1,2,3,1,9.047217323012255,8.802012678827591,8.968775896705692,13.8585
434,triangle,1,27,5,a-b-db,2,3,1,3,2,9.982411101442596,10.076546123158568,9.858147539228584,14.2585
434,triangle,1,28,5,a-b-db,5,2,1,2,3,9.641720369948118,9.698062123881511,9.583745296201613,16.2252
434,triangle,1,29,5,a-b-db,5,1,2,1,3,9.195433267319698,9.122697978977948,8.968775896705692,14.2584
434,triangle,1,30,5,a-b-da,9,2,3,1,2,9.75286007225774,9.670089639932032,9.583745296201613,14.5918
434,triangle,1,31,5,a-b-db,5,3,2,1,3,10.1664488988831,10.053424478356416,10.099403514805813,9.95853
434,triangle,1,32,5,a-b-da,9,3,1,2,3,10.030032398830032,10.294151842856166,10.18830703994748,15.4919
434,triangle,1,33,5,a-b-db,9,1,3,1,2,9.008381151298051,9.333419010293602,9.195433267319698,14.0251
434,triangle,1,34,5,a-b-db,9,3,1,3,2,9.958168380377906,9.908783155197163,10.12200262531368,12.5919
434,triangle,1,36,5,a-b-db,14,2,1,3,2,9.430999338632466,9.612942895043918,9.75286007225774,13.3252
434,triangle,1,37,5,a-b-da,14,3,3,2,1,10.209928872155912,10.14434922650993,10.14434922650993,8.65851
434,triangle,1,40,5,a-b-da,14,2,3,2,1,9.908783155197163,9.698062123881511,9.832340729556767,11.0584
434,triangle,2,1,5,a-b-da,14,3,2,1,3,10.209928872155912,10.374970919531918,10.18830703994748,22.8251
434,triangle,2,2,5,a-b-da,2,2,1,2,3,9.462496052568744,9.493504425640674,9.583745296201613,19.0251
434,triangle,2,3,5,a-b-da,5,2,3,1,2,9.524039369902251,9.612942895043918,9.430999338632466,11.6585
434,triangle,2,4,5,a-b-db,5,3,2,3,1,10.18830703994748,10.414187862308673,10.314664843190544,13.9921
434,triangle,2,6,5,a-b-da,9,2,3,1,2,9.641720369948118,9.698062123881511,9.612942895043918,9.02539
434,triangle,2,7,5,a-b-da,5,3,1,3,2,10.252483669050482,10.33496958611858,10.414187862308673,11.4917
434,triangle,2,9,5,a-b-db,2,2,2,1,3,9.779706112922021,9.779706112922021,9.806196566422063,23.2918
434,triangle,2,10,5,a-b-da,14,1,2,3,1,9.122697978977948,9.047217323012255,9.159396256314341,8.65851
434,triangle,2,14,5,a-b-da,9,3,1,3,2,10.030032398830032,10.099403514805813,10.099403514805813,16.5252
434,triangle,2,15,5,a-b-db,9,1,1,3,2,8.968775896705692,9.122697978977948,9.159396256314341,13.4585
434,triangle,2,18,5,a-b-db,2,3,3,1,2,10.18830703994748,10.006363483536028,9.933628195194277,16.1252
434,triangle,2,21,5,a-b-db,14,2,1,3,2,9.430999338632466,9.779706112922021,9.858147539228584,14.8917
434,triangle,2,22,5,a-b-da,2,1,1,2,3,8.928370482070653,8.928370482070653,8.968775896705692,11.4585
434,triangle,2,23,5,a-b-da,9,1,2,3,1,8.887131907665182,8.845025089269518,8.802012678827591,10.9586
434,triangle,2,24,5,a-b-db,9,3,3,2,1,9.908783155197163,9.883625590783444,10.099403514805813,22.2584
434,triangle,2,28,5,a-b-da,14,2,3,1,2,9.670089639932032,9.641720369948118,9.725648768146183,14.8587
434,triangle,2,29,5,a-b-db,14,3,3,1,2,9.75286007225774,10.076546123158568,10.18830703994748,12.4585
434,triangle,2,30,5,a-b-da,2,3,3,1,2,10.18830703994748,10.076546123158568,10.030032398830032,10.5252
434,triangle,2,33,5,a-b-da,5,1,3,1,2,9.085313712953644,9.2308324215185,9.493504425640674,19.4916
434,triangle,2,34,5,a-b-db,14,1,1,2,3,9.008381151298051,9.299804773660838,9.299804773660838,14.4918
434,triangle,2,35,5,a-b-db,2,1,3,2,1,9.366477614196022,9.122697978977948,9.333419010293602,16.9584
434,triangle,2,36,5,a-b-db,5,1,1,3,2,9.195433267319698,9.398998655939582,9.265615906942239,11.9252
434,triangle,2,39,5,a-b-db,9,2,3,1,2,9.858147539228584,9.832340729556767,9.858147539228584,17.2253
434,triangle,2,40,5,a-b-db,5,2,2,3,1,9.908783155197163,9.958168380377906,9.883625590783444,15.0918
434,triangle,3,2,5,a-b-da,5,3,2,3,1,10.563790288474069,10.394675512417942,10.490387554773212,11.1918
434,triangle,3,3,5,a-b-db,9,2,1,3,2,9.832340729556767,9.982411101442596,9.698062123881511,15.2584
434,triangle,3,7,5,a-b-db,14,1,1,2,3,8.968775896705692,9.159396256314341,9.2308324215185,23.2251
434,triangle,3,10,5,a-b-db,5,3,1,2,3,10.099403514805813,10.099403514805813,10.053424478356416,10.6585
434,triangle,3,11,5,a-b-db,2,3,2,3,1,10.294151842856166,10.252483669050482,10.14434922650993,9.25846
434,triangle,3,12,5,a-b-db,9,1,3,1,2,8.928370482070653,8.802012678827591,8.802012678827591,9.85853
434,triangle,3,13,5,a-b-db,14,3,2,3,1,9.908783155197163,9.958168380377906,9.75286007225774,7.45858
434,triangle,3,14,5,a-b-db,2,2,3,2,1,9.75286007225774,9.832340729556767,9.670089639932032,11.1586
434,triangle,3,16,5,a-b-db,14,2,2,3,1,9.698062123881511,9.933628195194277,9.698062123881511,15.4584
434,triangle,3,18,5,a-b-da,9,3,2,1,3,9.933628195194277,10.076546123158568,9.806196566422063,25.3584
434,triangle,3,19,5,a-b-da,14,1,2,1,3,9.085313712953644,9.008381151298051,9.122697978977948,18.6585
434,triangle,3,20,5,a-b-da,14,3,2,3,1,10.14434922650993,10.006363483536028,9.958168380377906,10.3919
434,triangle,3,24,5,a-b-db,9,3,3,1,2,9.806196566422063,10.12200262531368,9.933628195194277,13.1251
434,triangle,3,25,5,a-b-da,9,1,3,2,1,8.802012678827591,8.845025089269518,8.845025089269518,10.0919
434,triangle,3,28,5,a-b-db,2,1,1,3,2,9.159396256314341,9.2308324215185,9.398998655939582,10.8919
434,triangle,3,29,5,a-b-da,5,2,3,1,2,9.725648768146183,9.698062123881511,9.670089639932032,10.1252
434,triangle,3,30,5,a-b-db,5,1,3,2,1,8.968775896705692,8.968775896705692,9.085313712953644,8.32517
434,triangle,3,31,5,a-b-da,2,1,3,1,2,8.887131907665182,8.887131907665182,8.75805486539004,18.0919
434,triangle,3,32,5,a-b-da,14,2,2,1,3,9.398998655939582,9.554115124631332,9.430999338632466,11.8252
434,triangle,3,35,5,a-b-db,5,2,1,3,2,9.612942895043918,9.554115124631332,9.670089639932032,13.2588
434,triangle,3,37,5,a-b-da,5,1,3,2,1,9.195433267319698,9.299804773660838,9.085313712953644,16.1251
434,triangle,3,38,5,a-b-da,2,3,3,1,2,10.099403514805813,10.252483669050482,10.209928872155912,13.7252
434,triangle,3,39,5,a-b-da,2,2,3,1,2,9.524039369902251,9.554115124631332,9.583745296201613,10.4585
434,triangle,3,40,5,a-b-da,9,2,3,2,1,9.908783155197163,9.75286007225774,9.958168380377906,13.8919
434,triangle,4,1,5,a-b-db,9,1,1,2,3,8.887131907665182,8.887131907665182,8.75805486539004,11.6584
434,triangle,4,2,5,a-b-da,9,1,3,2,1,9.008381151298051,8.802012678827591,9.159396256314341,9.89189
434,triangle,4,3,5,a-b-db,14,1,1,2,3,9.008381151298051,9.085313712953644,8.845025089269518,10.8252
434,triangle,4,6,5,a-b-da,2,3,2,3,1,10.12200262531368,10.006363483536028,10.030032398830032,9.59187
434,triangle,4,9,5,a-b-db,2,3,1,2,3,9.908783155197163,10.14434922650993,10.006363483536028,13.3919
434,triangle,4,10,5,a-b-da,14,3,3,1,2,10.471608074073535,10.545690617434232,10.433511684132146,11.8585
434,triangle,4,13,5,a-b-db,14,2,3,2,1,9.612942895043918,9.832340729556767,9.612942895043918,13.3252
434,triangle,4,14,5,a-b-da,14,1,3,2,1,9.008381151298051,9.159396256314341,9.047217323012255,8.65856
434,triangle,4,16,5,a-b-da,5,3,3,1,2,9.982411101442596,10.12200262531368,10.030032398830032,6.72513
434,triangle,4,18,5,a-b-da,2,2,3,1,2,9.462496052568744,9.670089639932032,9.698062123881511,14.8918
434,triangle,4,19,5,a-b-db,9,2,3,1,2,9.670089639932032,9.493504425640674,9.493504425640674,10.4252
434,triangle,4,20,5,a-b-db,5,3,1,2,3,10.18830703994748,10.076546123158568,9.908783155197163,5.59185
434,triangle,4,21,5,a-b-db,2,2,2,3,1,9.430999338632466,9.265615906942239,9.462496052568744,12.2257
434,triangle,4,24,5,a-b-db,14,3,3,2,1,9.670089639932032,9.832340729556767,10.076546123158568,19.492
434,triangle,4,25,5,a-b-db,5,1,3,1,2,8.802012678827591,8.571874019258015,8.845025089269518,30.1251
434,triangle,4,26,5,a-b-da,9,3,2,3,1,9.883625590783444,10.006363483536028,9.75286007225774,10.7252
434,triangle,4,27,5,a-b-db,2,1,2,1,3,8.845025089269518,9.047217323012255,8.928370482070653,8.79186
434,triangle,4,30,5,a-b-da,5,2,2,3,1,9.299804773660838,9.641720369948118,9.583745296201613,8.79182
434,triangle,4,31,5,a-b-db,5,2,3,1,2,9.583745296201613,9.670089639932032,9.524039369902251,13.5919
434,triangle,4,32,5,a-b-da,5,1,1,2,3,8.887131907665182,8.667130117236525,8.620069122416137,8.0586
434,triangle,4,33,5,a-b-da,2,1,3,2,1,8.845025089269518,8.845025089269518,8.968775896705692,10.8586
434,triangle,4,35,5,a-b-db,9,3,2,3,1,9.908783155197163,10.030032398830032,9.982411101442596,12.6252
434,triangle,4,36,5,a-b-da,14,2,3,2,1,9.122697978977948,9.462496052568744,9.612942895043918,6.19193
434,triangle,4,39,5,a-b-da,9,2,1,2,3,9.462496052568744,9.366477614196022,9.398998655939582,9.19184
435,horizontal,1,1,6,a-b-db,14,2,2,1,3,9.524039369902251,9.612942895043918,9.698062123881511,34.5364
435,horizontal,1,2,6,a-b-db,5,1,3,1,2,9.299804773660838,9.299804773660838,9.122697978977948,16.0632
435,horizontal,1,3,6,a-b-da,14,1,2,1,3,9.333419010293602,9.398998655939582,9.333419010293602,29.2508
435,horizontal,1,4,6,a-b-da,14,2,2,1,3,9.430999338632466,9.612942895043918,9.462496052568744,438.412
435,horizontal,1,5,6,a-b-db,9,1,1,2,3,8.802012678827591,8.968775896705692,8.845025089269518,222.895
435,horizontal,1,7,6,a-b-db,2,1,2,3,1,9.265615906942239,9.122697978977948,9.333419010293602,15.7635
435,horizontal,1,10,6,a-b-da,5,1,2,1,3,9.085313712953644,8.968775896705692,9.047217323012255,18.0644
435,horizontal,1,11,6,a-b-da,5,2,1,2,3,9.2308324215185,9.265615906942239,9.398998655939582,158.075
435,horizontal,1,14,6,a-b-da,5,3,1,3,2,9.698062123881511,9.583745296201613,9.583745296201613,14.8467
435,horizontal,1,15,6,a-b-db,14,1,3,1,2,9.265615906942239,9.333419010293602,9.122697978977948,107.259
435,horizontal,1,16,6,a-b-da,9,2,3,1,2,9.398998655939582,9.299804773660838,9.333419010293602,16.597
435,horizontal,1,18,6,a-b-db,5,3,3,2,1,10.099403514805813,9.933628195194277,10.053424478356416,139.252
435,horizontal,1,21,6,a-b-db,9,3,3,2,1,9.493504425640674,9.670089639932032,9.583745296201613,134.917
435,horizontal,1,22,6,a-b-da,9,1,1,2,3,8.845025089269518,9.047217323012255,8.928370482070653,20.6149
435,horizontal,1,23,6,a-b-da,2,2,1,3,2,9.2308324215185,9.2308324215185,9.265615906942239,24.9332
435,horizontal,1,31,6,a-b-da,2,3,3,2,1,9.832340729556767,9.883625590783444,9.958168380377906,17.4804
435,horizontal,1,32,6,a-b-db,9,2,1,3,2,9.333419010293602,9.493504425640674,9.430999338632466,25.0164
435,horizontal,1,33,6,a-b-da,2,1,2,1,3,9.122697978977948,8.887131907665182,9.047217323012255,24.6825
435,horizontal,1,35,6,a-b-db,2,2,2,1,3,9.265615906942239,9.524039369902251,9.2308324215185,28.3509
435,horizontal,1,38,6,a-b-db,2,3,3,2,1,9.779706112922021,9.779706112922021,9.641720369948118,12.9625
435,horizontal,1,39,6,a-b-da,14,3,3,2,1,9.554115124631332,10.252483669050482,9.779706112922021,16.3634
435,horizontal,2,1,6,a-b-da,5,2,2,1,3,9.583745296201613,9.806196566422063,9.670089639932032,82.2175
435,horizontal,2,2,6,a-b-da,5,3,1,2,3,9.806196566422063,9.806196566422063,9.832340729556767,17.4307
435,horizontal,2,4,6,a-b-db,9,3,1,2,3,9.908783155197163,10.209928872155912,9.832340729556767,11.8792
435,horizontal,2,5,6,a-b-db,2,3,1,2,3,10.006363483536028,10.14434922650993,10.053424478356416,17.2806
435,horizontal,2,6,6,a-b-da,2,1,3,1,2,9.430999338632466,9.670089639932032,9.641720369948118,8.27768
435,horizontal,2,7,6,a-b-db,9,2,2,3,1,9.958168380377906,9.883625590783444,10.006363483536028,93.7044
435,horizontal,2,12,6,a-b-da,9,3,2,1,3,10.18830703994748,10.18830703994748,10.33496958611858,15.013
435,horizontal,2,17,6,a-b-da,9,2,1,3,2,9.462496052568744,10.14434922650993,10.12200262531368,19.8645
435,horizontal,2,19,6,a-b-da,9,1,1,3,2,9.698062123881511,9.698062123881511,9.779706112922021,11.8464
435,horizontal,2,20,6,a-b-db,14,2,3,2,1,9.641720369948118,9.832340729556767,10.006363483536028,9.09515
435,horizontal,2,21,6,a-b-db,14,1,1,2,3,9.524039369902251,9.832340729556767,9.366477614196022,10.8453
435,horizontal,2,22,6,a-b-db,2,1,3,2,1,9.612942895043918,9.462496052568744,9.462496052568744,12.4956
435,horizontal,2,23,6,a-b-da,14,1,2,3,1,9.462496052568744,9.299804773660838,9.554115124631332,10.7284
435,horizontal,2,25,6,a-b-db,5,3,1,2,3,10.006363483536028,10.12200262531368,10.433511684132146,10.4118
435,horizontal,2,27,6,a-b-db,2,2,1,3,2,9.612942895043918,9.806196566422063,9.806196566422063,9.81135
435,horizontal,2,29,6,a-b-da,5,1,2,1,3,9.462496052568744,9.883625590783444,9.858147539228584,13.6129
435,horizontal,2,30,6,a-b-da,2,2,3,1,2,9.908783155197163,9.832340729556767,9.430999338632466,10.4452
435,horizontal,2,31,6,a-b-db,5,2,1,3,2,9.583745296201613,10.076546123158568,9.75286007225774,17.1641
435,horizontal,2,35,6,a-b-da,2,3,1,2,3,11.0843564850014,11.070419146369215,11.0843564850014,18.7308
435,horizontal,2,36,6,a-b-da,14,3,2,1,3,10.076546123158568,10.490387554773212,10.209928872155912,6.89418
435,horizontal,2,40,6,a-b-db,9,1,1,2,3,9.493504425640674,9.612942895043918,9.430999338632466,11.8287
435,horizontal,3,1,6,a-b-da,2,1,1,2,3,9.2308324215185,9.462496052568744,9.524039369902251,13.1458
435,horizontal,3,2,6,a-b-db,2,1,2,3,1,9.265615906942239,9.299804773660838,9.159396256314341,13.0628
