sub_n,disp_cond,block_n,trial_n,computer_n,set,distance,diag,d_identity,t_identity,c_identity,d,c,t,rt
198,triangle,1,21,2,a-b-da,2,2,3,2,1,9.159396256314341,9.333419010293602,9.047217323012255,9.76162
198,triangle,1,22,2,a-b-db,14,2,2,1,3,9.366477614196022,9.462496052568744,9.670089639932032,13.2792
198,triangle,1,23,2,a-b-da,14,3,3,2,1,9.858147539228584,10.006363483536028,9.908783155197163,9.76125
198,triangle,1,26,2,a-b-db,14,3,1,2,3,9.554115124631332,9.524039369902251,9.806196566422063,11.6452
198,triangle,1,29,2,a-b-db,5,3,1,3,2,9.75286007225774,9.883625590783444,9.670089639932032,11.662
198,triangle,1,33,2,a-b-db,9,1,1,3,2,9.085313712953644,9.008381151298051,8.928370482070653,11.3621
198,triangle,1,34,2,a-b-db,9,3,3,2,1,9.366477614196022,9.583745296201613,9.698062123881511,10.7283
198,triangle,1,35,2,a-b-da,9,2,1,3,2,9.462496052568744,9.195433267319698,9.085313712953644,8.09442
198,triangle,1,36,2,a-b-da,2,3,1,3,2,9.858147539228584,9.554115124631332,9.806196566422063,7.44392
198,triangle,1,37,2,a-b-db,2,1,3,1,2,9.265615906942239,9.398998655939582,9.493504425640674,6.47703
198,triangle,1,38,2,a-b-db,5,1,2,1,3,8.75805486539004,8.887131907665182,8.845025089269518,8.41149
198,triangle,1,39,2,a-b-db,14,1,3,2,1,8.471853178108693,8.968775896705692,8.968775896705692,8.46116
198,triangle,2,1,2,a-b-db,5,1,1,3,2,9.122697978977948,8.928370482070653,9.008381151298051,11.1288
198,triangle,2,2,2,a-b-da,2,2,2,1,3,9.725648768146183,9.612942895043918,9.698062123881511,8.59418
198,triangle,2,3,2,a-b-db,14,2,1,2,3,9.195433267319698,8.968775896705692,9.333419010293602,8.0112
198,triangle,2,4,2,a-b-da,14,1,1,2,3,8.713109153685922,8.802012678827591,8.802012678827591,7.97746
198,triangle,2,5,2,a-b-da,9,1,3,2,1,9.159396256314341,9.265615906942239,9.159396256314341,11.4119
198,triangle,2,8,2,a-b-da,5,1,1,3,2,9.366477614196022,9.524039369902251,9.641720369948118,7.24405
198,triangle,2,10,2,a-b-da,14,2,2,3,1,9.366477614196022,9.779706112922021,9.195433267319698,5.61008
198,triangle,2,11,2,a-b-db,5,2,3,1,2,9.698062123881511,9.583745296201613,9.641720369948118,6.61068
198,triangle,2,12,2,a-b-da,2,1,1,2,3,9.366477614196022,8.887131907665182,9.195433267319698,10.245
198,triangle,2,14,2,a-b-db,2,1,2,1,3,9.554115124631332,9.008381151298051,9.398998655939582,9.76136
198,triangle,2,17,2,a-b-da,5,2,3,1,2,9.265615906942239,9.779706112922021,9.670089639932032,6.44341
198,triangle,2,19,2,a-b-db,14,1,1,3,2,9.299804773660838,9.159396256314341,9.047217323012255,8.31097
198,triangle,2,24,2,a-b-da,14,3,3,2,1,9.583745296201613,9.698062123881511,9.698062123881511,6.79379
198,triangle,2,25,2,a-b-db,14,3,3,1,2,10.209928872155912,10.030032398830032,10.1664488988831,6.61069
198,triangle,2,28,2,a-b-da,2,3,1,3,2,10.355070257825583,10.61712678263839,10.231319450389408,6.77728
198,triangle,2,29,2,a-b-da,5,3,3,1,2,10.006363483536028,10.099403514805813,10.1664488988831,4.6765
198,triangle,2,31,2,a-b-da,9,3,3,1,2,10.414187862308673,10.490387554773212,10.563790288474069,6.02691
198,triangle,2,32,2,a-b-db,9,2,1,2,3,10.030032398830032,10.076546123158568,10.006363483536028,7.7776
198,triangle,2,34,2,a-b-db,5,3,3,1,2,9.883625590783444,10.14434922650993,9.958168380377906,5.8267
198,triangle,2,35,2,a-b-db,2,3,2,1,3,9.883625590783444,10.209928872155912,10.12200262531368,9.06152
198,triangle,2,36,2,a-b-db,9,3,3,2,1,10.006363483536028,10.006363483536028,9.832340729556767,8.36091
198,triangle,2,37,2,a-b-db,2,2,3,1,2,9.670089639932032,9.725648768146183,9.806196566422063,6.21029
198,triangle,2,39,2,a-b-db,9,1,2,3,1,9.265615906942239,9.195433267319698,9.333419010293602,12.1122
198,triangle,2,40,2,a-b-da,9,2,2,3,1,9.612942895043918,9.858147539228584,9.554115124631332,7.52746
198,triangle,3,2,2,a-b-db,5,3,2,1,3,10.294151842856166,9.779706112922021,9.958168380377906,4.91007
198,triangle,3,4,2,a-b-da,2,3,2,3,1,10.374970919531918,10.374970919531918,10.394675512417942,4.81017
198,triangle,3,6,2,a-b-db,14,3,3,1,2,10.252483669050482,10.33496958611858,10.433511684132146,6.36009
198,triangle,3,9,2,a-b-db,5,2,1,2,3,9.858147539228584,9.779706112922021,9.908783155197163,4.40972
198,triangle,3,10,2,a-b-db,5,1,3,1,2,8.887131907665182,9.2308324215185,9.462496052568744,5.31039
198,triangle,3,11,2,a-b-da,14,2,2,1,3,9.265615906942239,9.493504425640674,9.524039369902251,4.84308
198,triangle,3,12,2,a-b-db,14,2,3,2,1,9.265615906942239,9.524039369902251,9.493504425640674,5.4433
198,triangle,3,14,2,a-b-da,5,3,3,1,2,9.554115124631332,10.006363483536028,9.806196566422063,10.4782
198,triangle,3,16,2,a-b-da,2,2,3,2,1,9.366477614196022,9.670089639932032,9.832340729556767,6.24381
198,triangle,3,17,2,a-b-da,14,1,2,1,3,9.085313712953644,9.122697978977948,9.265615906942239,8.59448
198,triangle,3,20,2,a-b-db,2,2,3,1,2,9.333419010293602,9.195433267319698,9.159396256314341,6.62733
198,triangle,3,21,2,a-b-db,9,1,3,1,2,9.122697978977948,9.122697978977948,8.928370482070653,6.56031
198,triangle,3,23,2,a-b-db,2,1,1,3,2,9.641720369948118,9.858147539228584,9.982411101442596,4.87625
198,triangle,3,24,2,a-b-da,5,1,2,1,3,9.462496052568744,9.265615906942239,9.698062123881511,6.8108
198,triangle,3,25,2,a-b-da,5,2,3,1,2,9.75286007225774,9.333419010293602,9.670089639932032,4.49328
198,triangle,3,26,2,a-b-db,9,3,1,2,3,9.958168380377906,9.554115124631332,9.958168380377906,4.2765
198,triangle,3,27,2,a-b-da,9,3,3,1,2,9.883625590783444,10.076546123158568,9.982411101442596,5.34329
198,triangle,3,29,2,a-b-da,14,3,3,1,2,10.12200262531368,10.414187862308673,10.14434922650993,5.09357
198,triangle,3,31,2,a-b-db,9,2,1,3,2,9.858147539228584,10.030032398830032,9.524039369902251,7.87755
198,triangle,3,33,2,a-b-db,2,3,1,3,2,10.053424478356416,10.006363483536028,10.273426268785073,4.67652
198,triangle,3,34,2,a-b-da,9,1,3,1,2,9.195433267319698,9.583745296201613,9.366477614196022,8.12757
198,triangle,3,36,2,a-b-da,9,2,2,1,3,9.333419010293602,9.493504425640674,9.493504425640674,5.51012
198,triangle,3,39,2,a-b-db,14,1,2,3,1,9.008381151298051,9.085313712953644,8.928370482070653,6.56094
198,triangle,3,40,2,a-b-da,2,1,3,2,1,9.462496052568744,9.047217323012255,9.725648768146183,5.14385
198,triangle,4,1,2,a-b-da,2,1,3,1,2,9.2308324215185,9.085313712953644,8.845025089269518,7.92752
198,triangle,4,5,2,a-b-db,5,2,1,3,2,9.524039369902251,9.554115124631332,9.333419010293602,4.35969
198,triangle,4,6,2,a-b-db,14,2,1,3,2,9.670089639932032,9.725648768146183,9.698062123881511,8.24458
198,triangle,4,7,2,a-b-db,2,3,1,2,3,9.958168380377906,10.209928872155912,10.14434922650993,4.65989
198,triangle,4,8,2,a-b-db,5,1,3,2,1,9.366477614196022,9.122697978977948,9.299804773660838,5.32699
198,triangle,4,10,2,a-b-db,14,1,1,3,2,9.047217323012255,9.366477614196022,9.047217323012255,7.94427
198,triangle,4,12,2,a-b-db,5,3,2,1,3,10.355070257825583,10.006363483536028,10.231319450389408,6.7438
198,triangle,4,13,2,a-b-da,2,2,2,3,1,9.583745296201613,9.612942895043918,9.583745296201613,6.79372
198,triangle,4,15,2,a-b-da,9,1,2,3,1,9.299804773660838,9.493504425640674,9.398998655939582,6.41055
198,triangle,4,16,2,a-b-da,14,1,1,3,2,9.299804773660838,9.265615906942239,9.612942895043918,6.09366
198,triangle,4,17,2,a-b-da,5,3,2,1,3,9.75286007225774,9.883625590783444,9.832340729556767,6.21046
198,triangle,4,18,2,a-b-db,2,2,2,3,1,10.209928872155912,9.75286007225774,10.053424478356416,5.7267
198,triangle,4,22,2,a-b-da,2,3,2,3,1,10.209928872155912,10.209928872155912,10.12200262531368,4.80957
198,triangle,4,23,2,a-b-da,9,2,2,3,1,9.641720369948118,9.398998655939582,9.430999338632466,5.19368
198,triangle,4,25,2,a-b-da,9,3,1,3,2,10.433511684132146,10.508992340097839,10.68609913478073,6.29362
198,triangle,4,26,2,a-b-da,14,2,3,1,2,10.099403514805813,10.076546123158568,10.12200262531368,6.04394
198,triangle,4,27,2,a-b-db,9,2,1,2,3,9.958168380377906,10.14434922650993,10.294151842856166,8.99426
198,triangle,4,30,2,a-b-db,9,1,3,1,2,9.725648768146183,9.725648768146183,9.806196566422063,5.34333
198,triangle,4,31,2,a-b-db,2,1,1,3,2,9.858147539228584,9.858147539228584,9.806196566422063,5.26008
198,triangle,4,32,2,a-b-da,5,2,3,1,2,9.806196566422063,9.908783155197163,10.006363483536028,4.74309
198,triangle,4,33,2,a-b-da,14,3,3,1,2,10.374970919531918,10.231319450389408,10.452650586164447,7.34392
198,triangle,4,38,2,a-b-db,14,3,2,1,3,10.833104058766583,10.33496958611858,10.394675512417942,6.67695
198,triangle,4,39,2,a-b-db,9,3,1,3,2,10.252483669050482,10.817293699752357,10.752771975315913,5.25994
198,triangle,4,40,2,a-b-da,5,1,1,3,2,9.333419010293602,9.462496052568744,8.887131907665182,9.91179
199,horizontal,1,2,5,a-b-db,9,1,3,1,2,9.698062123881511,9.612942895043918,9.583745296201613,16.2251
199,horizontal,1,5,5,a-b-db,5,3,3,2,1,10.414187862308673,10.58172762843959,10.490387554773212,10.9919
199,horizontal,1,8,5,a-b-db,5,1,2,3,1,9.366477614196022,9.493504425640674,9.366477614196022,12.4252
199,horizontal,1,9,5,a-b-da,9,1,1,3,2,9.2308324215185,9.122697978977948,9.047217323012255,10.9585
199,horizontal,1,10,5,a-b-da,5,2,2,1,3,9.554115124631332,9.670089639932032,9.493504425640674,10.0252
199,horizontal,1,12,5,a-b-da,14,1,1,3,2,8.713109153685922,8.667130117236525,8.928370482070653,6.75856
199,horizontal,1,15,5,a-b-db,5,2,1,3,2,9.858147539228584,9.75286007225774,9.806196566422063,9.65846
199,horizontal,1,16,5,a-b-db,2,1,3,1,2,9.670089639932032,9.493504425640674,9.612942895043918,8.09188
199,horizontal,1,18,5,a-b-db,2,2,1,2,3,9.806196566422063,9.779706112922021,9.698062123881511,8.09197
199,horizontal,1,19,5,a-b-da,14,2,3,1,2,9.806196566422063,9.725648768146183,9.75286007225774,24.7917
199,horizontal,1,20,5,a-b-db,2,3,2,1,3,9.832340729556767,9.908783155197163,9.832340729556767,10.1251
199,horizontal,1,21,5,a-b-da,5,1,2,1,3,9.122697978977948,9.159396256314341,9.2308324215185,9.32525
199,horizontal,1,22,5,a-b-db,14,3,3,1,2,9.612942895043918,9.670089639932032,9.858147539228584,10.5919
199,horizontal,1,24,5,a-b-da,9,3,1,2,3,10.12200262531368,10.12200262531368,10.006363483536028,9.6252
199,horizontal,1,26,5,a-b-da,14,3,3,2,1,10.030032398830032,10.59950552327408,10.61712678263839,8.69188
199,horizontal,1,27,5,a-b-da,2,2,3,1,2,10.231319450389408,9.832340729556767,10.252483669050482,7.89187
199,horizontal,1,29,5,a-b-da,2,3,1,3,2,10.68609913478073,10.433511684132146,10.394675512417942,9.52514
199,horizontal,1,31,5,a-b-db,9,2,1,2,3,9.366477614196022,9.832340729556767,9.524039369902251,14.0585
199,horizontal,1,32,5,a-b-da,2,1,2,3,1,9.366477614196022,8.968775896705692,9.366477614196022,9.39183
199,horizontal,1,33,5,a-b-db,9,3,3,1,2,10.394675512417942,10.1664488988831,10.231319450389408,9.55861
199,horizontal,1,34,5,a-b-db,14,1,3,2,1,9.159396256314341,9.047217323012255,9.008381151298051,7.7588
199,horizontal,1,35,5,a-b-da,5,3,3,2,1,10.490387554773212,10.527425650307688,10.545690617434232,7.49194
199,horizontal,1,38,5,a-b-da,9,2,3,2,1,9.670089639932032,9.883625590783444,9.698062123881511,13.2252
199,horizontal,1,39,5,a-b-db,14,2,1,3,2,10.006363483536028,10.12200262531368,9.908783155197163,9.52526
199,horizontal,2,1,5,a-b-db,14,3,3,2,1,9.982411101442596,10.209928872155912,9.933628195194277,21.3584
199,horizontal,2,4,5,a-b-db,2,2,1,2,3,9.670089639932032,9.583745296201613,9.430999338632466,7.95857
199,horizontal,2,5,5,a-b-da,9,1,3,2,1,9.195433267319698,9.085313712953644,9.122697978977948,10.9252
199,horizontal,2,6,5,a-b-da,9,3,2,3,1,10.231319450389408,10.231319450389408,10.076546123158568,9.19179
199,horizontal,2,10,5,a-b-db,9,3,2,1,3,9.806196566422063,9.806196566422063,9.958168380377906,5.15861
199,horizontal,2,12,5,a-b-db,9,1,1,2,3,9.122697978977948,9.195433267319698,9.047217323012255,8.09189
199,horizontal,2,14,5,a-b-da,9,2,3,2,1,9.159396256314341,9.366477614196022,9.462496052568744,5.99191
199,horizontal,2,15,5,a-b-da,2,3,2,3,1,9.698062123881511,9.858147539228584,9.858147539228584,8.02518
199,horizontal,2,16,5,a-b-da,14,1,2,1,3,8.887131907665182,8.845025089269518,8.802012678827591,5.8586
199,horizontal,2,18,5,a-b-da,14,2,2,3,1,9.583745296201613,8.667130117236525,9.670089639932032,6.92524
199,horizontal,2,19,5,a-b-db,2,3,3,1,2,9.554115124631332,9.698062123881511,9.698062123881511,8.65836
199,horizontal,2,22,5,a-b-db,14,1,2,1,3,9.122697978977948,9.462496052568744,9.612942895043918,9.15848
199,horizontal,2,23,5,a-b-db,9,2,2,1,3,9.159396256314341,9.698062123881511,9.612942895043918,5.52525
199,horizontal,2,26,5,a-b-da,5,3,2,1,3,9.698062123881511,9.524039369902251,9.75286007225774,8.19188
199,horizontal,2,27,5,a-b-db,5,2,2,3,1,9.398998655939582,9.2308324215185,9.366477614196022,27.425
199,horizontal,2,28,5,a-b-db,5,3,1,3,2,9.779706112922021,9.524039369902251,10.030032398830032,6.05856
199,horizontal,2,29,5,a-b-da,14,3,3,1,2,9.883625590783444,9.858147539228584,10.053424478356416,6.05858
199,horizontal,2,30,5,a-b-db,14,2,1,3,2,8.802012678827591,9.122697978977948,9.430999338632466,5.79195
199,horizontal,2,31,5,a-b-da,2,1,1,3,2,8.571874019258015,8.471853178108693,8.845025089269518,6.15862
199,horizontal,2,32,5,a-b-da,5,1,3,1,2,9.195433267319698,9.085313712953644,8.968775896705692,6.15864
199,horizontal,2,35,5,a-b-db,2,1,1,3,2,8.75805486539004,8.667130117236525,8.928370482070653,6.05838
199,horizontal,2,36,5,a-b-db,5,1,3,1,2,9.008381151298051,8.802012678827591,8.845025089269518,5.59185
199,horizontal,2,39,5,a-b-da,5,2,1,2,3,8.887131907665182,9.159396256314341,8.928370482070653,5.62526
199,horizontal,2,40,5,a-b-da,2,2,2,1,3,9.265615906942239,9.398998655939582,9.122697978977948,7.99186
199,horizontal,3,1,5,a-b-da,2,2,3,2,1,9.008381151298051,9.008381151298051,9.524039369902251,6.72529
199,horizontal,3,2,5,a-b-da,9,2,3,2,1,9.085313712953644,9.524039369902251,9.462496052568744,5.69237
199,horizontal,3,4,5,a-b-da,5,2,3,1,2,9.299804773660838,9.008381151298051,9.2308324215185,5.69189
199,horizontal,3,8,5,a-b-da,14,3,2,3,1,9.493504425640674,10.252483669050482,8.845025089269518,5.22525
199,horizontal,3,9,5,a-b-db,14,2,3,2,1,9.430999338632466,9.583745296201613,9.265615906942239,6.42516
199,horizontal,3,10,5,a-b-da,2,3,3,2,1,9.398998655939582,9.333419010293602,9.641720369948118,4.65846
199,horizontal,3,11,5,a-b-db,9,2,2,3,1,9.333419010293602,9.085313712953644,9.398998655939582,8.22515
199,horizontal,3,12,5,a-b-da,14,2,2,1,3,9.299804773660838,9.047217323012255,9.085313712953644,5.82529
199,horizontal,3,14,5,a-b-da,9,3,3,1,2,10.099403514805813,9.958168380377906,9.806196566422063,5.72527
199,horizontal,3,15,5,a-b-db,5,2,1,3,2,9.333419010293602,9.493504425640674,9.2308324215185,5.95853
199,horizontal,3,16,5,a-b-db,9,3,2,1,3,10.33496958611858,10.433511684132146,10.294151842856166,6.15865
199,horizontal,3,17,5,a-b-db,9,1,2,3,1,8.012704294819693,8.366565711137849,8.197450935081722,5.99167
199,horizontal,3,23,5,a-b-db,14,1,2,1,3,9.085313712953644,9.2308324215185,8.887131907665182,4.79257
199,horizontal,3,24,5,a-b-da,9,1,1,2,3,9.047217323012255,9.047217323012255,9.670089639932032,5.02523
199,horizontal,3,26,5,a-b-db,2,3,2,1,3,10.231319450389408,10.294151842856166,10.231319450389408,5.09209
199,horizontal,3,27,5,a-b-da,5,1,2,1,3,8.845025089269518,8.845025089269518,8.802012678827591,5.59206
199,horizontal,3,30,5,a-b-da,14,1,2,1,3,9.159396256314341,8.802012678827591,8.366565711137849,4.65852
199,horizontal,3,31,5,a-b-db,5,1,3,1,2,8.366565711137849,8.471853178108693,8.571874019258015,5.22523
199,horizontal,3,34,5,a-b-da,5,3,3,2,1,10.527425650307688,10.508992340097839,10.563790288474069,7.99193
199,horizontal,3,36,5,a-b-da,2,1,2,3,1,8.75805486539004,8.713109153685922,8.667130117236525,32.5585
199,horizontal,3,37,5,a-b-db,2,2,2,3,1,9.883625590783444,9.883625590783444,9.933628195194277,6.02545
199,horizontal,3,38,5,a-b-db,2,1,3,1,2,8.667130117236525,9.265615906942239,8.845025089269518,6.72516
199,horizontal,3,39,5,a-b-db,5,3,1,2,3,10.65191026806213,10.355070257825583,10.545690617434232,3.95858
199,horizontal,3,40,5,a-b-db,14,3,1,2,3,10.374970919531918,10.209928872155912,10.231319450389408,4.29177
199,horizontal,4,1,5,a-b-db,9,3,1,2,3,10.006363483536028,9.958168380377906,10.053424478356416,7.62524
199,horizontal,4,5,5,a-b-da,5,2,3,1,2,8.802012678827591,8.968775896705692,8.928370482070653,4.69195
199,horizontal,4,6,5,a-b-da,5,1,3,1,2,9.366477614196022,8.845025089269518,8.255426008828227,14.3252
199,horizontal,4,7,5,a-b-db,5,2,1,3,2,9.641720369948118,9.612942895043918,9.398998655939582,5.22514
199,horizontal,4,8,5,a-b-da,14,2,2,1,3,9.398998655939582,9.75286007225774,9.583745296201613,5.62515
199,horizontal,4,9,5,a-b-db,2,3,1,3,2,9.779706112922021,9.858147539228584,9.806196566422063,4.95853
199,horizontal,4,10,5,a-b-db,2,1,1,3,2,8.522488794077272,8.31176776276162,8.31176776276162,5.79196
199,horizontal,4,12,5,a-b-da,2,3,2,1,3,9.75286007225774,9.430999338632466,10.030032398830032,5.49187
199,horizontal,4,16,5,a-b-da,2,1,1,3,2,8.75805486539004,8.471853178108693,9.398998655939582,5.89189
199,horizontal,4,18,5,a-b-db,14,1,2,3,1,8.255426008828227,8.419902205302172,9.299804773660838,5.45846
199,horizontal,4,19,5,a-b-db,9,1,1,2,3,9.008381151298051,9.641720369948118,8.968775896705692,5.6251
199,horizontal,4,21,5,a-b-db,2,2,1,3,2,9.333419010293602,9.462496052568744,9.159396256314341,6.82513
199,horizontal,4,22,5,a-b-da,9,1,1,3,2,8.713109153685922,8.13774500878236,8.713109153685922,5.12515
199,horizontal,4,24,5,a-b-da,14,3,3,1,2,9.806196566422063,9.958168380377906,10.33496958611858,4.62582
199,horizontal,4,25,5,a-b-da,14,1,3,2,1,8.928370482070653,8.802012678827591,8.713109153685922,5.25862
199,horizontal,4,29,5,a-b-db,14,3,2,1,3,10.1664488988831,10.18830703994748,10.099403514805813,6.95864
199,horizontal,4,31,5,a-b-da,9,2,1,3,2,9.265615906942239,9.554115124631332,9.493504425640674,5.45859
199,horizontal,4,32,5,a-b-da,5,3,1,3,2,10.099403514805813,9.858147539228584,10.076546123158568,5.05845
199,horizontal,4,33,5,a-b-db,5,3,2,3,1,9.583745296201613,9.698062123881511,9.554115124631332,5.59198
199,horizontal,4,34,5,a-b-db,9,2,3,1,2,9.265615906942239,8.845025089269518,9.265615906942239,6.25856
199,horizontal,4,36,5,a-b-da,9,3,1,3,2,10.314664843190544,10.231319450389408,10.099403514805813,6.82512
199,horizontal,4,38,5,a-b-db,5,1,3,1,2,8.845025089269518,8.887131907665182,8.522488794077272,8.45858
199,horizontal,4,39,5,a-b-db,14,2,3,1,2,9.583745296201613,9.554115124631332,9.430999338632466,5.59187
199,horizontal,4,40,5,a-b-da,2,2,3,1,2,9.122697978977948,9.725648768146183,9.265615906942239,6.12532
2,triangle,1,2,2,a-b-db,9,2,3,1,2,9.524039369902251,9.430999338632466,9.670089639932032,25.6667
2,triangle,1,3,2,a-b-db,5,2,1,2,3,9.670089639932032,9.493504425640674,9.583745296201613,11.2788
2,triangle,1,5,2,a-b-db,14,1,1,2,3,9.159396256314341,9.333419010293602,8.968775896705692,11.5787
2,triangle,1,6,2,a-b-da,2,2,1,3,2,9.462496052568744,9.430999338632466,9.641720369948118,8.74464
2,triangle,1,7,2,a-b-da,5,2,1,3,2,9.698062123881511,9.883625590783444,9.583745296201613,9.19445
2,triangle,1,8,2,a-b-db,2,1,3,2,1,9.612942895043918,9.612942895043918,9.462496052568744,11.7287
2,triangle,1,9,2,a-b-db,9,1,2,1,3,9.583745296201613,9.612942895043918,9.698062123881511,10.695
2,triangle,1,11,2,a-b-da,9,1,2,1,3,9.333419010293602,9.159396256314341,9.462496052568744,12.7959
2,triangle,1,14,2,a-b-da,9,2,1,3,2,9.832340729556767,9.670089639932032,9.612942895043918,11.5456
2,triangle,1,15,2,a-b-db,2,3,3,2,1,10.053424478356416,9.982411101442596,9.858147539228584,14.096
2,triangle,1,16,2,a-b-db,14,3,3,2,1,9.958168380377906,9.858147539228584,9.832340729556767,9.99488
2,triangle,1,18,2,a-b-db,9,3,2,1,3,9.333419010293602,9.670089639932032,9.299804773660838,16.2634
2,triangle,1,20,2,a-b-da,14,1,3,1,2,8.802012678827591,9.265615906942239,8.928370482070653,5.87666
2,triangle,1,21,2,a-b-da,2,1,3,2,1,9.366477614196022,9.554115124631332,9.2308324215185,8.49453
2,triangle,1,22,2,a-b-db,14,2,2,3,1,9.493504425640674,9.554115124631332,9.583745296201613,13.5292
2,triangle,1,25,2,a-b-db,5,1,3,1,2,9.612942895043918,9.398998655939582,9.366477614196022,9.92794
2,triangle,1,26,2,a-b-da,5,1,2,3,1,9.159396256314341,8.928370482070653,8.802012678827591,8.77797
2,triangle,1,29,2,a-b-da,14,2,1,3,2,9.75286007225774,9.670089639932032,9.524039369902251,7.16084
2,triangle,1,32,2,a-b-db,2,2,1,2,3,9.982411101442596,9.858147539228584,10.030032398830032,7.42767
2,triangle,1,33,2,a-b-da,14,3,2,3,1,9.583745296201613,10.231319450389408,10.294151842856166,10.6615
2,triangle,1,34,2,a-b-da,9,3,1,2,3,9.908783155197163,9.858147539228584,9.858147539228584,7.7945
2,triangle,1,35,2,a-b-da,5,3,3,1,2,10.053424478356416,9.725648768146183,9.958168380377906,9.11118
2,triangle,1,37,2,a-b-da,2,3,3,1,2,10.006363483536028,10.414187862308673,10.273426268785073,9.01179
2,triangle,1,39,2,a-b-db,5,3,2,3,1,10.076546123158568,10.053424478356416,10.099403514805813,11.6621
2,triangle,2,2,2,a-b-da,5,2,1,3,2,9.462496052568744,9.462496052568744,9.641720369948118,9.54511
2,triangle,2,3,2,a-b-db,2,2,2,1,3,9.430999338632466,9.398998655939582,9.299804773660838,10.6785
2,triangle,2,5,2,a-b-db,5,1,2,3,1,8.845025089269518,8.802012678827591,8.75805486539004,9.66179
2,triangle,2,6,2,a-b-da,9,1,3,2,1,9.085313712953644,9.159396256314341,9.008381151298051,8.61141
2,triangle,2,8,2,a-b-db,2,1,1,2,3,9.085313712953644,9.398998655939582,9.333419010293602,8.79426
2,triangle,2,9,2,a-b-da,9,2,2,3,1,9.670089639932032,9.554115124631332,9.725648768146183,11.8791
2,triangle,2,11,2,a-b-da,5,3,3,1,2,9.933628195194277,10.33496958611858,10.099403514805813,19.1146
2,triangle,2,12,2,a-b-da,2,2,1,2,3,9.858147539228584,9.982411101442596,9.958168380377906,11.5118
2,triangle,2,13,2,a-b-db,5,2,2,3,1,9.933628195194277,9.806196566422063,9.832340729556767,7.96113
2,triangle,2,16,2,a-b-db,14,1,2,3,1,9.122697978977948,8.887131907665182,9.195433267319698,10.0283
2,triangle,2,17,2,a-b-db,14,2,1,2,3,8.845025089269518,9.462496052568744,9.195433267319698,14.7794
2,triangle,2,18,2,a-b-da,5,1,2,1,3,9.2308324215185,9.265615906942239,9.554115124631332,11.5785
2,triangle,2,19,2,a-b-db,9,3,1,3,2,9.982411101442596,10.030032398830032,9.883625590783444,12.1956
2,triangle,2,20,2,a-b-da,14,2,1,3,2,9.641720369948118,9.908783155197163,9.554115124631332,10.3617
2,triangle,2,25,2,a-b-da,14,1,2,1,3,9.2308324215185,9.265615906942239,9.047217323012255,6.92782
2,triangle,2,28,2,a-b-db,9,2,3,2,1,9.299804773660838,9.524039369902251,9.430999338632466,13.1789
2,triangle,2,29,2,a-b-da,2,1,2,3,1,9.333419010293602,9.333419010293602,9.085313712953644,9.44522
2,triangle,2,31,2,a-b-db,5,3,2,3,1,9.832340729556767,9.933628195194277,9.75286007225774,15.7299
2,triangle,2,32,2,a-b-da,14,3,3,1,2,9.908783155197163,9.554115124631332,9.725648768146183,12.562
2,triangle,2,36,2,a-b-da,2,3,2,3,1,9.832340729556767,9.75286007225774,9.832340729556767,14.7795
2,triangle,2,37,2,a-b-db,14,3,3,2,1,9.982411101442596,9.366477614196022,10.12200262531368,13.6794
2,triangle,2,38,2,a-b-db,2,3,2,3,1,9.725648768146183,9.462496052568744,9.75286007225774,8.59491
2,triangle,2,39,2,a-b-da,9,3,2,3,1,9.806196566422063,9.698062123881511,9.806196566422063,10.1619
2,triangle,2,40,2,a-b-db,9,1,1,3,2,9.159396256314341,8.845025089269518,8.887131907665182,11.4953
2,triangle,3,1,2,a-b-da,2,3,1,3,2,9.858147539228584,9.832340729556767,9.858147539228584,9.91162
2,triangle,3,2,2,a-b-db,2,1,1,2,3,9.2308324215185,9.2308324215185,9.159396256314341,8.96164
2,triangle,3,4,2,a-b-da,14,3,2,3,1,9.883625590783444,9.779706112922021,9.908783155197163,18.0472
2,triangle,3,5,2,a-b-db,9,2,2,3,1,9.779706112922021,9.641720369948118,9.832340729556767,11.9953
2,triangle,3,6,2,a-b-da,9,2,1,3,2,9.554115124631332,9.333419010293602,9.493504425640674,16.8974
2,triangle,3,8,2,a-b-da,5,1,2,1,3,9.299804773660838,9.430999338632466,9.2308324215185,11.5285
2,triangle,3,9,2,a-b-da,14,1,3,1,2,9.047217323012255,8.845025089269518,8.968775896705692,9.04429
2,triangle,3,10,2,a-b-db,5,3,3,1,2,10.076546123158568,10.053424478356416,9.908783155197163,13.4791
2,triangle,3,11,2,a-b-db,2,2,2,3,1,10.1664488988831,10.006363483536028,10.006363483536028,11.3623
2,triangle,3,12,2,a-b-da,14,2,1,2,3,9.583745296201613,9.75286007225774,9.698062123881511,15.7968
2,triangle,3,13,2,a-b-db,2,3,2,1,3,9.908783155197163,10.099403514805813,9.554115124631332,11.1955
2,triangle,3,14,2,a-b-db,9,3,3,1,2,10.355070257825583,10.231319450389408,10.14434922650993,12.8291
2,triangle,3,17,2,a-b-da,2,1,1,2,3,8.75805486539004,9.047217323012255,9.122697978977948,11.1286
2,triangle,3,19,2,a-b-db,5,1,1,3,2,8.75805486539004,8.255426008828227,8.667130117236525,11.8619
2,triangle,3,20,2,a-b-db,5,2,3,1,2,9.462496052568744,9.641720369948118,9.612942895043918,8.84499
