sub_n,disp_cond,block_n,trial_n,set,distance,diag,rsq,d,c,t
152,triangle,4,16,w,14,1,0.6048850914866736,7853.981633974479,10207.034531513229,12468.981242097894
152,triangle,4,18,w,9,1,0.6048850914866736,14957.122623740997,23235.21926595011,19113.449704440314
152,triangle,4,20,w,14,2,0.6048850914866736,16286.0163162095,18626.502843133872,14102.609421964582
152,triangle,4,21,h,2,1,0.6048850914866736,12867.963509103793,15393.80400258998,10207.034531513229
152,triangle,4,22,w,5,3,0.6048850914866736,35968.094290949535,31415.926535897925,28352.873698647898
152,triangle,4,23,h,5,2,0.6048850914866736,25446.90049407734,20611.989400202627,24328.49350939935
152,triangle,4,25,w,2,3,0.6048850914866736,27759.11268711943,24328.49350939935,31415.926535897925
152,triangle,4,26,h,9,1,0.6048850914866736,12076.282160399154,13684.77759903714,9503.31777710912
152,triangle,4,29,h,9,2,0.6048850914866736,13273.228961416877,18626.502843133872,21124.069002737757
152,triangle,4,31,h,14,1,0.6048850914866736,18145.839167134658,15836.76856674616,14102.609421964582
152,triangle,4,33,w,9,3,0.6048850914866736,17203.361371057705,30790.749597833576,18145.839167134658
152,triangle,4,35,h,2,2,0.6048850914866736,13684.77759903714,24328.49350939935,27171.63486089811
152,triangle,4,36,w,2,1,0.6048850914866736,14957.122623740997,9852.034561657589,13273.228961416877
152,triangle,4,37,h,2,3,0.6048850914866736,26015.52876437708,31415.926535897925,26015.52876437708
152,triangle,4,38,w,2,2,0.6048850914866736,20611.989400202627,20106.192982974673,17203.361371057705
152,triangle,4,39,h,14,3,0.6048850914866736,20611.989400202627,19606.67975105391,22167.077763729583
153,horizontal,1,1,w,9,1,0.5724673962119192,9160.884177867829,16741.547250980013,10568.317686676066
153,horizontal,1,3,h,14,2,0.5724673962119192,8494.866535306803,13273.228961416877,17671.458676442588
153,horizontal,1,4,w,5,1,0.5724673962119192,7238.229473870885,13273.228961416877,8494.866535306803
153,horizontal,1,5,w,5,3,0.5724673962119192,18626.502843133872,41547.562843724976,26590.44021998399
153,horizontal,1,7,h,2,3,0.5724673962119192,30790.749597833576,27171.63486089811,32685.129967948204
153,horizontal,1,8,h,5,3,0.5724673962119192,13273.228961416877,18145.839167134658,17671.458676442588
153,horizontal,1,9,h,2,1,0.5724673962119192,13684.77759903714,12867.963509103793,14526.724430199196
153,horizontal,1,10,h,2,2,0.5724673962119192,19113.449704440314,18626.502843133872,19606.67975105391
153,horizontal,1,12,h,14,1,0.5724673962119192,18145.839167134658,25446.90049407734,20106.192982974673
153,horizontal,1,13,h,9,3,0.5724673962119192,27171.63486089811,57255.526111673935,50670.7479097498
153,horizontal,1,14,w,5,2,0.5724673962119192,10568.317686676066,22698.00692218624,14526.724430199196
153,horizontal,1,15,w,9,2,0.5724673962119192,24328.49350939935,33329.156461934144,30171.855845076363
153,horizontal,1,16,h,5,1,0.5724673962119192,12468.981242097894,18145.839167134658,20106.192982974673
153,horizontal,1,20,w,14,1,0.5724673962119192,14957.122623740997,18145.839167134658,15836.76856674616
153,horizontal,1,23,h,9,1,0.5724673962119192,14957.122623740997,18626.502843133872,15393.80400258998
153,horizontal,1,26,w,14,2,0.5724673962119192,50670.7479097498,58964.55251522678,45238.934211693035
153,horizontal,1,28,h,5,2,0.5724673962119192,24328.49350939935,24328.49350939935,46759.46505603045
153,horizontal,1,29,w,14,3,0.5724673962119192,30171.855845076363,40114.99659368805,36643.53671147132
153,horizontal,1,30,w,2,1,0.5724673962119192,23778.71479502116,12468.981242097894,14526.724430199196
153,horizontal,1,31,w,2,3,0.5724673962119192,43005.26183499065,26015.52876437708,39408.13824663036
153,horizontal,1,34,h,14,3,0.5724673962119192,24884.555409084758,24884.555409084758,27171.63486089811
153,horizontal,1,37,w,2,2,0.5724673962119192,9503.31777710912,30171.855845076363,24884.555409084758
153,horizontal,1,39,w,9,3,0.5724673962119192,27171.63486089811,33979.46614122721,24884.555409084758
153,horizontal,1,40,h,9,2,0.5724673962119192,14957.122623740997,39408.13824663036,20611.989400202627
153,horizontal,2,1,h,5,2,0.5724673962119192,9852.034561657589,16741.547250980013,12076.282160399154
153,horizontal,2,3,w,5,1,0.5724673962119192,9160.884177867829,5808.804816487526,9503.31777710912
153,horizontal,2,4,w,5,2,0.5724673962119192,11689.86626400761,28952.917895483544,11689.86626400761
153,horizontal,2,5,h,14,1,0.5724673962119192,9852.034561657589,9503.31777710912,12076.282160399154
153,horizontal,2,6,h,9,1,0.5724673962119192,8824.73376393373,9160.884177867829,5808.804816487526
153,horizontal,2,7,h,9,2,0.5724673962119192,9852.034561657589,22167.077763729583,21642.431790580074
153,horizontal,2,8,w,9,2,0.5724673962119192,21124.069002737757,24884.555409084758,23235.21926595011
153,horizontal,2,10,h,2,1,0.5724673962119192,13684.77759903714,11309.733552923257,10935.884027146063
153,horizontal,2,12,w,2,1,0.5724673962119192,16741.547250980013,12076.282160399154,18145.839167134658
153,horizontal,2,16,w,14,2,0.5724673962119192,20611.989400202627,25446.90049407734,22167.077763729583
153,horizontal,2,17,w,2,2,0.5724673962119192,17671.458676442588,21642.431790580074,13273.228961416877
153,horizontal,2,18,h,14,2,0.5724673962119192,14957.122623740997,18626.502843133872,24328.49350939935
153,horizontal,2,19,h,2,2,0.5724673962119192,16741.547250980013,14957.122623740997,21124.069002737757
153,horizontal,2,20,h,14,3,0.5724673962119192,20106.192982974673,29559.245277626385,39408.13824663036
153,horizontal,2,22,w,14,1,0.5724673962119192,6361.7251235193335,13273.228961416877,14526.724430199196
153,horizontal,2,25,w,14,3,0.5724673962119192,19113.449704440314,16286.0163162095,27759.11268711943
153,horizontal,2,29,w,2,3,0.5724673962119192,30790.749597833576,22698.00692218624,18626.502843133872
153,horizontal,2,31,w,5,3,0.5724673962119192,21642.431790580074,15836.76856674616,13273.228961416877
153,horizontal,2,32,w,9,1,0.5724673962119192,12076.282160399154,16286.0163162095,10568.317686676066
153,horizontal,2,33,w,9,3,0.5724673962119192,22698.00692218624,19606.67975105391,20611.989400202627
153,horizontal,2,34,h,2,3,0.5724673962119192,28352.873698647898,26590.44021998399,28952.917895483544
153,horizontal,2,37,h,5,1,0.5724673962119192,10935.884027146063,9160.884177867829,7542.96396126909
153,horizontal,2,38,h,9,3,0.5724673962119192,26015.52876437708,24328.49350939935,23778.71479502116
153,horizontal,2,39,h,5,3,0.5724673962119192,19113.449704440314,18145.839167134658,12867.963509103793
153,horizontal,3,2,h,5,3,0.5724673962119192,22167.077763729583,16741.547250980013,23235.21926595011
153,horizontal,3,4,h,5,2,0.5724673962119192,18626.502843133872,12468.981242097894,23778.71479502116
153,horizontal,3,8,w,9,3,0.5724673962119192,16286.0163162095,24884.555409084758,21642.431790580074
153,horizontal,3,9,h,14,2,0.5724673962119192,17671.458676442588,26015.52876437708,23235.21926595011
153,horizontal,3,11,w,2,2,0.5724673962119192,18626.502843133872,16286.0163162095,19606.67975105391
153,horizontal,3,12,h,9,2,0.5724673962119192,10935.884027146063,14102.609421964582,12076.282160399154
153,horizontal,3,13,h,2,2,0.5724673962119192,20611.989400202627,18626.502843133872,29559.245277626385
153,horizontal,3,14,h,5,1,0.5724673962119192,10935.884027146063,8824.73376393373,8171.28249198705
153,horizontal,3,18,h,2,1,0.5724673962119192,12076.282160399154,20106.192982974673,14526.724430199196
153,horizontal,3,19,w,9,2,0.5724673962119192,9503.31777710912,26015.52876437708,10935.884027146063
153,horizontal,3,20,h,14,1,0.5724673962119192,5541.769440932395,8171.28249198705,6647.610054996007
153,horizontal,3,22,w,14,3,0.5724673962119192,11689.86626400761,32685.129967948204,16741.547250980013
153,horizontal,3,23,w,5,1,0.5724673962119192,5026.548245743667,9852.034561657589,7542.96396126909
153,horizontal,3,24,w,14,1,0.5724673962119192,14102.609421964582,12076.282160399154,12468.981242097894
153,horizontal,3,25,h,14,3,0.5724673962119192,25446.90049407734,26015.52876437708,25446.90049407734
153,horizontal,3,29,h,2,3,0.5724673962119192,17203.361371057705,19606.67975105391,14102.609421964582
153,horizontal,3,30,w,5,3,0.5724673962119192,20611.989400202627,27759.11268711943,27171.63486089811
153,horizontal,3,31,w,2,3,0.5724673962119192,20611.989400202627,25446.90049407734,24328.49350939935
153,horizontal,3,32,w,9,1,0.5724673962119192,6361.7251235193335,6361.7251235193335,4300.840342764425
153,horizontal,3,33,w,14,2,0.5724673962119192,15836.76856674616,18626.502843133872,25446.90049407734
153,horizontal,3,36,h,9,3,0.5724673962119192,27759.11268711943,23235.21926595011,23235.21926595011
153,horizontal,3,37,h,9,1,0.5724673962119192,7853.981633974479,8824.73376393373,5541.769440932395
153,horizontal,3,38,w,5,2,0.5724673962119192,14526.724430199196,12468.981242097894,12867.963509103793
153,horizontal,3,40,w,2,1,0.5724673962119192,5541.769440932395,6082.123377349836,10568.317686676066
153,horizontal,4,1,h,2,3,0.5724673962119192,26590.44021998399,33979.46614122721,29559.245277626385
153,horizontal,4,2,w,5,3,0.5724673962119192,21124.069002737757,25446.90049407734,25446.90049407734
153,horizontal,4,6,h,5,2,0.5724673962119192,8171.28249198705,13684.77759903714,12867.963509103793
153,horizontal,4,7,w,14,3,0.5724673962119192,12867.963509103793,23235.21926595011,21124.069002737757
153,horizontal,4,9,w,9,2,0.5724673962119192,14526.724430199196,15393.80400258998,14102.609421964582
153,horizontal,4,10,h,5,3,0.5724673962119192,33979.46614122721,14957.122623740997,39408.13824663036
153,horizontal,4,11,w,9,1,0.5724673962119192,3421.194399759284,14526.724430199196,9160.884177867829
153,horizontal,4,14,h,2,2,0.5724673962119192,17203.361371057705,20106.192982974673,17203.361371057705
153,horizontal,4,15,w,5,1,0.5724673962119192,12076.282160399154,13684.77759903714,12076.282160399154
153,horizontal,4,16,w,9,3,0.5724673962119192,36643.53671147132,45996.05804120813,36643.53671147132
153,horizontal,4,17,h,9,1,0.5724673962119192,10207.034531513229,12076.282160399154,9852.034561657589
153,horizontal,4,18,h,2,1,0.5724673962119192,6939.778171779855,13273.228961416877,12867.963509103793
153,horizontal,4,19,h,14,1,0.5724673962119192,9503.31777710912,14957.122623740997,20106.192982974673
153,horizontal,4,21,h,9,3,0.5724673962119192,23235.21926595011,37325.26231730034,10568.317686676066
153,horizontal,4,22,w,14,2,0.5724673962119192,14102.609421964582,28952.917895483544,20106.192982974673
153,horizontal,4,23,w,2,1,0.5724673962119192,10207.034531513229,17203.361371057705,5026.548245743667
153,horizontal,4,24,h,5,1,0.5724673962119192,5541.769440932395,5808.804816487526,10207.034531513229
153,horizontal,4,25,w,2,3,0.5724673962119192,17671.458676442588,24884.555409084758,42273.27074670427
153,horizontal,4,26,w,14,1,0.5724673962119192,17671.458676442588,11689.86626400761,17203.361371057705
153,horizontal,4,27,w,5,2,0.5724673962119192,12867.963509103793,38707.563084879854,13684.77759903714
153,horizontal,4,28,h,14,3,0.5724673962119192,35968.094290949535,21124.069002737757,24884.555409084758
153,horizontal,4,30,h,9,2,0.5724673962119192,5281.017250684438,12076.282160399154,10207.034531513229
153,horizontal,4,33,h,14,2,0.5724673962119192,18626.502843133872,27759.11268711943,15836.76856674616
153,horizontal,4,39,w,2,2,0.5724673962119192,6361.7251235193335,8824.73376393373,13273.228961416877
154,triangle,1,4,w,9,1,0.7651809177934482,10568.317686676066,9503.31777710912,8494.866535306803
154,triangle,1,5,h,9,1,0.7651809177934482,7542.96396126909,4778.362426110078,10207.034531513229
154,triangle,1,7,w,14,2,0.7651809177934482,7853.981633974479,19606.67975105391,12867.963509103793
154,triangle,1,9,h,5,1,0.7651809177934482,15393.80400258998,8824.73376393373,10207.034531513229
154,triangle,1,10,w,9,2,0.7651809177934482,12468.981242097894,13273.228961416877,20106.192982974673
154,triangle,1,11,h,14,3,0.7651809177934482,33979.46614122721,30790.749597833576,28952.917895483544
154,triangle,1,12,h,5,3,0.7651809177934482,24328.49350939935,31415.926535897925,19606.67975105391
154,triangle,1,13,w,5,1,0.7651809177934482,10935.884027146063,12076.282160399154,12468.981242097894
154,triangle,1,14,w,2,3,0.7651809177934482,24328.49350939935,30171.855845076363,23778.71479502116
154,triangle,1,15,h,9,3,0.7651809177934482,26015.52876437708,26590.44021998399,36643.53671147132
154,triangle,1,16,h,2,3,0.7651809177934482,22698.00692218624,24884.555409084758,28352.873698647898
154,triangle,1,18,w,5,2,0.7651809177934482,14102.609421964582,15836.76856674616,11309.733552923257
154,triangle,1,21,w,14,1,0.7651809177934482,9160.884177867829,9852.034561657589,9160.884177867829
154,triangle,1,22,w,14,3,0.7651809177934482,27759.11268711943,27171.63486089811,31415.926535897925
154,triangle,1,24,h,2,1,0.7651809177934482,8824.73376393373,9503.31777710912,6939.778171779855
154,triangle,1,25,w,9,3,0.7651809177934482,28952.917895483544,22698.00692218624,21124.069002737757
154,triangle,1,26,h,2,2,0.7651809177934482,14526.724430199196,17203.361371057705,19606.67975105391
154,triangle,1,27,h,14,2,0.7651809177934482,20106.192982974673,13684.77759903714,17671.458676442588
154,triangle,1,30,h,9,2,0.7651809177934482,10935.884027146063,16286.0163162095,19113.449704440314
154,triangle,1,31,h,14,1,0.7651809177934482,12076.282160399154,13684.77759903714,11309.733552923257
154,triangle,1,32,w,2,1,0.7651809177934482,8824.73376393373,11689.86626400761,14526.724430199196
154,triangle,1,33,w,5,3,0.7651809177934482,33329.156461934144,32685.129967948204,30790.749597833576
154,triangle,1,35,w,2,2,0.7651809177934482,18626.502843133872,18626.502843133872,19113.449704440314
154,triangle,1,38,h,5,2,0.7651809177934482,15393.80400258998,16741.547250980013,19113.449704440314
154,triangle,2,5,w,5,2,0.7651809177934482,14102.609421964582,14526.724430199196,10207.034531513229
154,triangle,2,6,h,5,1,0.7651809177934482,5281.017250684438,5808.804816487526,5541.769440932395
154,triangle,2,7,w,2,3,0.7651809177934482,28952.917895483544,24328.49350939935,22698.00692218624
154,triangle,2,8,h,9,1,0.7651809177934482,6647.610054996007,5808.804816487526,6361.7251235193335
154,triangle,2,12,w,2,1,0.7651809177934482,9160.884177867829,10568.317686676066,8171.28249198705
154,triangle,2,14,h,2,1,0.7651809177934482,4071.504079052374,6361.7251235193335,5541.769440932395
154,triangle,2,17,h,5,2,0.7651809177934482,16741.547250980013,11689.86626400761,10935.884027146063
154,triangle,2,18,h,14,1,0.7651809177934482,7853.981633974479,6939.778171779855,8494.866535306803
154,triangle,2,20,w,9,1,0.7651809177934482,6361.7251235193335,7853.981633974479,8171.28249198705
154,triangle,2,21,w,5,1,0.7651809177934482,10568.317686676066,6361.7251235193335,7853.981633974479
154,triangle,2,22,w,5,3,0.7651809177934482,20106.192982974673,16286.0163162095,22698.00692218624
154,triangle,2,23,w,9,3,0.7651809177934482,17203.361371057705,22167.077763729583,20106.192982974673
154,triangle,2,24,h,5,3,0.7651809177934482,24884.555409084758,30171.855845076363,19113.449704440314
154,triangle,2,25,w,14,3,0.7651809177934482,28952.917895483544,28952.917895483544,22698.00692218624
154,triangle,2,26,w,14,2,0.7651809177934482,15393.80400258998,19606.67975105391,15393.80400258998
154,triangle,2,27,w,2,2,0.7651809177934482,20611.989400202627,15393.80400258998,21642.431790580074
154,triangle,2,28,h,9,2,0.7651809177934482,9503.31777710912,19113.449704440314,14102.609421964582
154,triangle,2,29,h,14,3,0.7651809177934482,19606.67975105391,17203.361371057705,14526.724430199196
154,triangle,2,30,h,2,3,0.7651809177934482,17671.458676442588,23235.21926595011,25446.90049407734
154,triangle,2,31,w,14,1,0.7651809177934482,8171.28249198705,10935.884027146063,9160.884177867829
154,triangle,2,33,h,14,2,0.7651809177934482,12867.963509103793,23235.21926595011,18626.502843133872
154,triangle,2,35,h,9,3,0.7651809177934482,26015.52876437708,16286.0163162095,18145.839167134658
154,triangle,2,36,w,9,2,0.7651809177934482,16741.547250980013,15393.80400258998,18145.839167134658
154,triangle,2,37,h,2,2,0.7651809177934482,12076.282160399154,15836.76856674616,15393.80400258998
154,triangle,3,2,h,9,3,0.7651809177934482,27759.11268711943,24328.49350939935,18626.502843133872
154,triangle,3,3,w,5,2,0.7651809177934482,12867.963509103793,11689.86626400761,16286.0163162095
154,triangle,3,5,h,2,3,0.7651809177934482,40114.99659368805,28352.873698647898,30790.749597833576
154,triangle,3,6,w,9,1,0.7651809177934482,8494.866535306803,7853.981633974479,12867.963509103793
154,triangle,3,7,h,14,3,0.7651809177934482,17671.458676442588,27759.11268711943,20106.192982974673
154,triangle,3,8,w,5,3,0.7651809177934482,21124.069002737757,21642.431790580074,19113.449704440314
154,triangle,3,10,h,9,2,0.7651809177934482,12867.963509103793,11309.733552923257,11689.86626400761
154,triangle,3,11,h,14,2,0.7651809177934482,16286.0163162095,15836.76856674616,10568.317686676066
154,triangle,3,12,h,5,1,0.7651809177934482,4300.840342764425,8824.73376393373,8494.866535306803
154,triangle,3,14,w,2,3,0.7651809177934482,19606.67975105391,28952.917895483544,20106.192982974673
154,triangle,3,15,h,2,1,0.7651809177934482,6647.610054996007,5808.804816487526,7238.229473870885
154,triangle,3,16,w,14,3,0.7651809177934482,21642.431790580074,28952.917895483544,32047.38665926946
154,triangle,3,17,w,9,2,0.7651809177934482,36643.53671147132,37325.26231730034,26015.52876437708
154,triangle,3,18,h,5,3,0.7651809177934482,31415.926535897925,29559.245277626385,31415.926535897925
154,triangle,3,20,w,14,1,0.7651809177934482,5808.804816487526,6361.7251235193335,8494.866535306803
154,triangle,3,24,w,14,2,0.7651809177934482,10207.034531513229,11309.733552923257,10935.884027146063
154,triangle,3,25,w,2,1,0.7651809177934482,4778.362426110078,6361.7251235193335,4536.459791783664
154,triangle,3,28,w,2,2,0.7651809177934482,12468.981242097894,26590.44021998399,15836.76856674616
154,triangle,3,29,w,5,1,0.7651809177934482,14102.609421964582,10568.317686676066,12076.282160399154
154,triangle,3,31,h,2,2,0.7651809177934482,9503.31777710912,12867.963509103793,12867.963509103793
154,triangle,3,32,h,5,2,0.7651809177934482,15393.80400258998,16286.0163162095,21124.069002737757
154,triangle,3,37,h,14,1,0.7651809177934482,7542.96396126909,8171.28249198705,11309.733552923257
154,triangle,3,38,h,9,1,0.7651809177934482,7238.229473870885,6939.778171779855,6939.778171779855
154,triangle,3,39,w,9,3,0.7651809177934482,14526.724430199196,23778.71479502116,14526.724430199196
154,triangle,4,1,w,5,1,0.7651809177934482,7542.96396126909,12867.963509103793,10935.884027146063
154,triangle,4,3,h,2,2,0.7651809177934482,8824.73376393373,14957.122623740997,11309.733552923257
154,triangle,4,4,h,14,3,0.7651809177934482,21642.431790580074,18626.502843133872,14102.609421964582
154,triangle,4,5,w,2,3,0.7651809177934482,24884.555409084758,19113.449704440314,20106.192982974673
154,triangle,4,7,h,5,2,0.7651809177934482,12076.282160399154,11689.86626400761,15393.80400258998
154,triangle,4,8,h,9,2,0.7651809177934482,14102.609421964582,8824.73376393373,12867.963509103793
154,triangle,4,9,w,14,2,0.7651809177934482,16286.0163162095,14102.609421964582,16741.547250980013
154,triangle,4,10,w,9,3,0.7651809177934482,20106.192982974673,20611.989400202627,17671.458676442588
154,triangle,4,11,w,14,3,0.7651809177934482,21642.431790580074,21642.431790580074,13273.228961416877
154,triangle,4,12,h,5,3,0.7651809177934482,17203.361371057705,12468.981242097894,10568.317686676066
154,triangle,4,13,w,2,2,0.7651809177934482,10207.034531513229,18145.839167134658,17671.458676442588
154,triangle,4,14,h,5,1,0.7651809177934482,6361.7251235193335,5808.804816487526,5541.769440932395
154,triangle,4,16,w,5,3,0.7651809177934482,21124.069002737757,28352.873698647898,16741.547250980013
154,triangle,4,17,h,2,1,0.7651809177934482,5808.804816487526,6082.123377349836,8171.28249198705
154,triangle,4,18,h,9,3,0.7651809177934482,19113.449704440314,21124.069002737757,22698.00692218624
154,triangle,4,20,w,14,1,0.7651809177934482,6082.123377349836,5281.017250684438,6939.778171779855
154,triangle,4,21,w,9,1,0.7651809177934482,6082.123377349836,8171.28249198705,4071.504079052374
154,triangle,4,24,w,9,2,0.7651809177934482,20611.989400202627,19606.67975105391,14102.609421964582
154,triangle,4,26,h,14,2,0.7651809177934482,18145.839167134658,16286.0163162095,17671.458676442588
154,triangle,4,28,h,9,1,0.7651809177934482,6361.7251235193335,9852.034561657589,8824.73376393373
154,triangle,4,31,w,2,1,0.7651809177934482,7238.229473870885,7542.96396126909,8171.28249198705
154,triangle,4,32,h,14,1,0.7651809177934482,4071.504079052374,6939.778171779855,5808.804816487526
154,triangle,4,35,h,2,3,0.7651809177934482,23235.21926595011,21124.069002737757,14102.609421964582
154,triangle,4,37,w,5,2,0.7651809177934482,10568.317686676066,14102.609421964582,15393.80400258998
155,horizontal,1,3,w,2,1,0.5836192489288191,16741.547250980013,13273.228961416877,17671.458676442588
155,horizontal,1,4,h,2,2,0.5836192489288191,22167.077763729583,21642.431790580074,21124.069002737757
155,horizontal,1,5,w,5,1,0.5836192489288191,15836.76856674616,16286.0163162095,16741.547250980013
155,horizontal,1,6,w,9,1,0.5836192489288191,14102.609421964582,11309.733552923257,15836.76856674616
155,horizontal,1,9,w,2,2,0.5836192489288191,27171.63486089811,25446.90049407734,27759.11268711943
155,horizontal,1,10,h,2,3,0.5836192489288191,35968.094290949535,33979.46614122721,38707.563084879854
155,horizontal,1,14,h,14,3,0.5836192489288191,19606.67975105391,27171.63486089811,28952.917895483544
155,horizontal,1,16,h,5,3,0.5836192489288191,15836.76856674616,22167.077763729583,17671.458676442588
155,horizontal,1,19,h,5,2,0.5836192489288191,14526.724430199196,10935.884027146063,25446.90049407734
155,horizontal,1,20,h,9,1,0.5836192489288191,6082.123377349836,7542.96396126909,5026.548245743667
155,horizontal,1,22,w,14,2,0.5836192489288191,26015.52876437708,15393.80400258998,15836.76856674616
155,horizontal,1,23,h,9,3,0.5836192489288191,15393.80400258998,16741.547250980013,12076.282160399154
155,horizontal,1,24,h,2,1,0.5836192489288191,7853.981633974479,6939.778171779855,10207.034531513229
155,horizontal,1,25,w,5,3,0.5836192489288191,22167.077763729583,21124.069002737757,15393.80400258998
155,horizontal,1,26,h,14,2,0.5836192489288191,13684.77759903714,10935.884027146063,13684.77759903714
155,horizontal,1,27,w,14,1,0.5836192489288191,5541.769440932395,7853.981633974479,8824.73376393373
155,horizontal,1,28,h,14,1,0.5836192489288191,4778.362426110078,3216.9908772759477,6361.7251235193335
155,horizontal,1,29,w,9,3,0.5836192489288191,19113.449704440314,16741.547250980013,21642.431790580074
155,horizontal,1,30,h,9,2,0.5836192489288191,16741.547250980013,7853.981633974479,9160.884177867829
155,horizontal,1,32,w,5,2,0.5836192489288191,7853.981633974479,6647.610054996007,6361.7251235193335
155,horizontal,1,36,w,14,3,0.5836192489288191,17203.361371057705,13273.228961416877,17671.458676442588
155,horizontal,1,38,w,9,2,0.5836192489288191,16286.0163162095,23778.71479502116,17203.361371057705
155,horizontal,1,40,w,2,3,0.5836192489288191,38707.563084879854,12076.282160399154,12867.963509103793
155,horizontal,2,4,h,5,3,0.5836192489288191,35298.935055734924,24884.555409084758,31415.926535897925
155,horizontal,2,5,h,14,1,0.5836192489288191,19113.449704440314,17203.361371057705,20611.989400202627
155,horizontal,2,6,h,5,1,0.5836192489288191,18145.839167134658,14957.122623740997,11689.86626400761
155,horizontal,2,8,h,14,2,0.5836192489288191,19606.67975105391,18145.839167134658,18626.502843133872
155,horizontal,2,9,h,9,1,0.5836192489288191,13273.228961416877,12867.963509103793,10935.884027146063
155,horizontal,2,12,w,2,3,0.5836192489288191,26590.44021998399,25446.90049407734,30171.855845076363
155,horizontal,2,13,w,14,1,0.5836192489288191,14102.609421964582,21642.431790580074,15393.80400258998
155,horizontal,2,14,w,2,2,0.5836192489288191,22167.077763729583,22698.00692218624,26590.44021998399
155,horizontal,2,15,h,2,3,0.5836192489288191,18145.839167134658,32047.38665926946,17203.361371057705
155,horizontal,2,18,w,9,3,0.5836192489288191,35968.094290949535,34636.059005827476,38013.27110843648
155,horizontal,2,20,w,2,1,0.5836192489288191,8824.73376393373,10207.034531513229,12468.981242097894
155,horizontal,2,24,w,9,1,0.5836192489288191,6361.7251235193335,12468.981242097894,9160.884177867829
155,horizontal,2,25,h,14,3,0.5836192489288191,24884.555409084758,21642.431790580074,18145.839167134658
155,horizontal,2,26,w,9,2,0.5836192489288191,21642.431790580074,18626.502843133872,15393.80400258998
155,horizontal,2,27,w,14,2,0.5836192489288191,18626.502843133872,14526.724430199196,12076.282160399154
155,horizontal,2,28,w,5,2,0.5836192489288191,16741.547250980013,25446.90049407734,19113.449704440314
155,horizontal,2,30,h,2,1,0.5836192489288191,11309.733552923257,12468.981242097894,15393.80400258998
155,horizontal,2,32,w,14,3,0.5836192489288191,25446.90049407734,27759.11268711943,21642.431790580074
155,horizontal,2,34,w,5,1,0.5836192489288191,16286.0163162095,13273.228961416877,9503.31777710912
155,horizontal,2,35,h,9,2,0.5836192489288191,17203.361371057705,20611.989400202627,21124.069002737757
155,horizontal,2,36,h,2,2,0.5836192489288191,20611.989400202627,17671.458676442588,19113.449704440314
155,horizontal,2,37,w,5,3,0.5836192489288191,14957.122623740997,24328.49350939935,32685.129967948204
155,horizontal,2,38,h,5,2,0.5836192489288191,20106.192982974673,13684.77759903714,13684.77759903714
155,horizontal,2,40,h,9,3,0.5836192489288191,23778.71479502116,28352.873698647898,32047.38665926946
155,horizontal,3,2,w,9,3,0.5836192489288191,23235.21926595011,27171.63486089811,27759.11268711943
155,horizontal,3,3,w,9,1,0.5836192489288191,10568.317686676066,7542.96396126909,12468.981242097894
155,horizontal,3,7,h,14,1,0.5836192489288191,5281.017250684438,10207.034531513229,9160.884177867829
155,horizontal,3,9,w,14,1,0.5836192489288191,5281.017250684438,5281.017250684438,3848.4510006474948
155,horizontal,3,10,h,5,2,0.5836192489288191,8494.866535306803,12468.981242097894,8171.28249198705
155,horizontal,3,11,h,9,3,0.5836192489288191,14957.122623740997,18626.502843133872,17671.458676442588
155,horizontal,3,12,w,9,2,0.5836192489288191,16286.0163162095,17671.458676442588,16741.547250980013
155,horizontal,3,13,h,5,1,0.5836192489288191,10568.317686676066,3848.4510006474948,4071.504079052374
155,horizontal,3,14,h,9,2,0.5836192489288191,14957.122623740997,24328.49350939935,15393.80400258998
155,horizontal,3,15,h,14,3,0.5836192489288191,25446.90049407734,23235.21926595011,29559.245277626385
155,horizontal,3,17,h,2,3,0.5836192489288191,23778.71479502116,18626.502843133872,25446.90049407734
155,horizontal,3,21,h,2,1,0.5836192489288191,9160.884177867829,6647.610054996007,10207.034531513229
155,horizontal,3,22,w,14,2,0.5836192489288191,7542.96396126909,12076.282160399154,12076.282160399154
155,horizontal,3,23,h,9,1,0.5836192489288191,14526.724430199196,13684.77759903714,14526.724430199196
155,horizontal,3,24,h,5,3,0.5836192489288191,26015.52876437708,18626.502843133872,22698.00692218624
155,horizontal,3,26,h,2,2,0.5836192489288191,17203.361371057705,22698.00692218624,14526.724430199196
155,horizontal,3,27,w,2,2,0.5836192489288191,12468.981242097894,16286.0163162095,17671.458676442588
155,horizontal,3,29,w,2,3,0.5836192489288191,21642.431790580074,27171.63486089811,35298.935055734924
155,horizontal,3,30,h,14,2,0.5836192489288191,12468.981242097894,24328.49350939935,21124.069002737757
155,horizontal,3,31,w,5,3,0.5836192489288191,18626.502843133872,17203.361371057705,21642.431790580074
155,horizontal,3,32,w,2,1,0.5836192489288191,9852.034561657589,15393.80400258998,14102.609421964582
155,horizontal,3,35,w,5,1,0.5836192489288191,10568.317686676066,6361.7251235193335,10568.317686676066
155,horizontal,3,37,w,5,2,0.5836192489288191,13273.228961416877,18145.839167134658,15393.80400258998
155,horizontal,3,40,w,14,3,0.5836192489288191,18145.839167134658,25446.90049407734,18145.839167134658
155,horizontal,4,2,h,2,2,0.5836192489288191,15393.80400258998,12867.963509103793,20106.192982974673
155,horizontal,4,3,h,9,2,0.5836192489288191,25446.90049407734,19606.67975105391,20611.989400202627
