sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
325, 2, horizontal, practice, NA, 999, 999, 0, 1, 58, 92, 143, 183, 140, 67, 4536.46, 38, 23778.7, 87, 9160.88, 54, 22.6487
325, 2, horizontal, practice, NA, 999, 999, 0, 2, 160, 118, 70, 189, 62, 99, 16741.5, 73, 10207, 57, 4536.46, 38, 19.1813
325, 2, horizontal, practice, NA, 999, 999, 0, 3, 127, 112, 157, 179, 83, 76, 11689.9, 61, 21124.1, 82, 5541.77, 42, 12.0288
325, 2, horizontal, calibration, NA, 999, 999, 1, 1, 135, 119, 125, 150, 135, 91, 12469, 63, 17671.5, 75, 9852.03, 56, 18.164
325, 2, horizontal, calibration, NA, 999, 999, 1, 2, 65, 175, 119, 187, 113, 97, 13684.8, 66, 17203.4, 74, 9503.32, 55, 22.0156
325, 2, horizontal, calibration, NA, 999, 999, 1, 3, 89, 189, 195, 63, 174, 147, 11309.7, 60, 9852.03, 56, 24884.6, 89, 15.2299
325, 2, horizontal, attraction, a-b-db, 9, 1, 1, 1, 135, 60, 57, 129, 60, 135, 6361.73, 45, 5808.8, 43, 6082.12, 44, 19.9647
325, 2, horizontal, attraction, a-b-da, 2, 2, 1, 2, 163, 89, 165, 90, 90, 165, 11689.9, 61, 12469, 63, 12868, 64, 13.2462
325, 2, horizontal, attraction, a-b-db, 2, 2, 1, 3, 90, 165, 165, 90, 89, 163, 16286, 72, 15393.8, 70, 13684.8, 66, 18.0476
325, 2, horizontal, filler, NA, 999, 999, 1, 4, 137, 189, 132, 154, 161, 176, 25446.9, 90, 19606.7, 79, 32685.1, 102, 16.23
325, 2, horizontal, attraction, a-b-da, 5, 1, 1, 5, 135, 60, 132, 58, 60, 135, 6361.73, 45, 5281.02, 41, 5281.02, 41, 9.39499
325, 2, horizontal, filler, NA, 999, 999, 1, 6, 124, 145, 111, 188, 61, 71, 18145.8, 76, 18145.8, 76, 3848.45, 35, 24.2163
325, 2, horizontal, filler, NA, 999, 999, 1, 7, 183, 193, 189, 180, 106, 56, 28952.9, 96, 31415.9, 100, 4778.36, 39, 8.99448
325, 2, horizontal, attraction, a-b-db, 9, 3, 1, 8, 195, 120, 114, 186, 120, 195, 22698, 85, 19606.7, 79, 19113.4, 78, 11.4119
325, 2, horizontal, attraction, a-b-db, 2, 3, 1, 9, 119, 193, 120, 195, 195, 120, 21124.1, 82, 22167.1, 84, 21642.4, 83, 7.79404
325, 2, horizontal, filler, NA, 999, 999, 1, 10, 82, 107, 107, 123, 135, 124, 10207, 57, 12076.3, 62, 16741.5, 73, 18.4312
325, 2, horizontal, catch, NA, 999, 999, 1, 11, 130, 65, 76, 119, 157, 158, 6647.61, 46, 6361.73, 45, 22698, 85, 11.2954
