sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
051091, 3, horizontal, practice, NA, 999, 999, 0, 1, 182, 138, 177, 157, 158, 109, 21124.1, 82, 32685.1, 102, 20612, 81, 24.9496
051091, 3, horizontal, practice, NA, 999, 999, 0, 2, 127, 101, 157, 175, 108, 110, 16286, 72, 28352.9, 95, 14102.6, 67, 19.6315
051091, 3, horizontal, practice, NA, 999, 999, 0, 3, 61, 149, 180, 70, 135, 148, 12868, 64, 16286, 72, 22698, 85, 14.8134
051091, 3, horizontal, calibration, NA, 999, 999, 1, 1, 81, 133, 104, 193, 143, 166, 15393.8, 70, 25446.9, 90, 28352.9, 95, 19.8648
051091, 3, horizontal, calibration, NA, 999, 999, 1, 2, 64, 159, 147, 88, 96, 71, 13273.2, 65, 17203.4, 74, 7853.98, 50, 15.8301
051091, 3, horizontal, calibration, NA, 999, 999, 1, 3, 187, 131, 116, 56, 191, 75, 23235.2, 86, 11689.9, 61, 16741.5, 73, 14.8129
051091, 3, horizontal, attraction, a-b-da, 9, 2, 1, 1, 157, 86, 90, 165, 165, 90, 15393.8, 70, 15836.8, 71, 15836.8, 71, 14.9961
051091, 3, horizontal, filler, NA, 999, 999, 1, 2, 84, 88, 64, 135, 129, 192, 10207, 57, 11689.9, 61, 21642.4, 83, 18.1473
051091, 3, horizontal, filler, NA, 999, 999, 1, 3, 180, 71, 167, 132, 139, 187, 15836.8, 71, 24328.5, 88, 28352.9, 95, 20.1978
051091, 3, horizontal, filler, NA, 999, 999, 1, 4, 150, 153, 159, 185, 190, 83, 26015.5, 91, 23235.2, 86, 15836.8, 71, 14.4295
051091, 3, horizontal, attraction, a-b-da, 9, 3, 1, 5, 195, 120, 120, 195, 186, 114, 28352.9, 95, 25446.9, 90, 23778.7, 87, 17.9307
051091, 3, horizontal, attraction, a-b-db, 14, 2, 1, 6, 83, 153, 90, 165, 165, 90, 14957.1, 69, 14957.1, 69, 17671.5, 75, 18.931
051091, 3, horizontal, filler, NA, 999, 999, 1, 7, 65, 138, 140, 59, 70, 115, 13273.2, 65, 14526.7, 68, 10207, 57, 15.0796
051091, 3, horizontal, attraction, a-b-db, 9, 3, 1, 8, 195, 120, 114, 186, 120, 195, 17203.4, 74, 22698, 85, 22698, 85, 15.3635
051091, 3, horizontal, attraction, a-b-db, 9, 1, 1, 9, 57, 129, 60, 135, 135, 60, 11689.9, 61, 10207, 57, 7238.23, 48, 16.9803
051091, 3, horizontal, attraction, a-b-da, 9, 1, 1, 10, 129, 57, 60, 135, 135, 60, 9160.88, 54, 10207, 57, 10568.3, 58, 15.113
