sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
182, 4, triangle, practice, NA, 999, 999, 0, 1, 149, 141, 145, 177, 174, 81, 30171.9, 98, 21642.4, 83, 24884.6, 89, 28.525
182, 4, triangle, practice, NA, 999, 999, 0, 2, 96, 116, 156, 138, 176, 127, 11309.7, 60, 23778.7, 87, 27759.1, 94, 10.2253
182, 4, triangle, practice, NA, 999, 999, 0, 3, 71, 73, 126, 110, 102, 151, 10568.3, 58, 26590.4, 92, 22698, 85, 7.29195
182, 4, triangle, calibration, NA, 999, 999, 1, 1, 140, 97, 145, 107, 170, 91, 32685.1, 102, 19606.7, 79, 14102.6, 67, 18.4586
182, 4, triangle, calibration, NA, 999, 999, 1, 2, 167, 137, 64, 175, 113, 118, 29559.2, 97, 22698, 85, 26015.5, 91, 8.75852
182, 4, triangle, calibration, NA, 999, 999, 1, 3, 123, 154, 59, 86, 84, 57, 32047.4, 101, 12469, 63, 11689.9, 61, 12.6585
182, 4, triangle, catch, NA, 999, 999, 1, 1, 115, 80, 152, 163, 123, 72, 16286, 72, 38707.6, 111, 17671.5, 75, 9.62522
182, 4, triangle, filler, NA, 999, 999, 1, 2, 135, 167, 58, 75, 172, 155, 39408.1, 112, 12076.3, 62, 39408.1, 112, 7.6585
182, 4, triangle, filler, NA, 999, 999, 1, 3, 177, 105, 91, 123, 151, 154, 23778.7, 87, 20106.2, 80, 49875.9, 126, 6.05849
182, 4, triangle, attraction, a-b-db, 5, 2, 1, 4, 88, 161, 90, 165, 165, 90, 26015.5, 91, 26015.5, 91, 28352.9, 95, 7.49191
182, 4, triangle, attraction, a-b-da, 14, 2, 1, 5, 90, 165, 165, 90, 153, 83, 29559.2, 97, 17671.5, 75, 26015.5, 91, 10.9251
182, 4, triangle, filler, NA, 999, 999, 1, 6, 112, 102, 137, 182, 152, 146, 22698, 85, 26590.4, 92, 31415.9, 100, 6.45852
182, 4, triangle, attraction, a-b-db, 2, 1, 1, 7, 60, 135, 135, 60, 59, 134, 21124.1, 82, 26590.4, 92, 22698, 85, 6.92524
182, 4, triangle, attraction, a-b-da, 2, 1, 1, 8, 135, 60, 134, 59, 60, 135, 15393.8, 70, 15836.8, 71, 14957.1, 69, 10.2254
182, 4, triangle, attraction, a-b-db, 5, 3, 1, 9, 120, 195, 117, 190, 195, 120, 28352.9, 95, 33979.5, 104, 32685.1, 102, 9.15854
182, 4, triangle, attraction, a-b-da, 2, 2, 1, 10, 90, 165, 163, 89, 165, 90, 28952.9, 96, 27759.1, 94, 24884.6, 89, 11.6584
182, 4, triangle, attraction, a-b-db, 14, 2, 1, 11, 83, 153, 90, 165, 165, 90, 21124.1, 82, 31415.9, 100, 24884.6, 89, 12.4586
182, 4, triangle, catch, NA, 999, 999, 1, 12, 95, 100, 123, 72, 121, 194, 19606.7, 79, 20106.2, 80, 45238.9, 120, 8.62514
182, 4, triangle, filler, NA, 999, 999, 1, 13, 136, 145, 159, 184, 88, 118, 23235.2, 86, 37325.3, 109, 19606.7, 79, 8.6585
182, 4, triangle, filler, NA, 999, 999, 1, 14, 102, 132, 177, 124, 65, 105, 20612, 81, 26015.5, 91, 17671.5, 75, 11.6584
