sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
98, 1, triangle, practice, NA, 999, 999, 0, 1, 155, 116, 162, 65, 105, 159, 23235.2, 86, 16286, 72, 21642.4, 83, 24.9493
98, 1, triangle, practice, NA, 999, 999, 0, 2, 79, 81, 118, 129, 105, 118, 5541.77, 42, 20106.2, 80, 13684.8, 66, 12.9792
98, 1, triangle, practice, NA, 999, 999, 0, 3, 102, 101, 163, 182, 160, 176, 5541.77, 42, 21124.1, 82, 22167.1, 84, 10.7452
98, 1, triangle, calibration, NA, 999, 999, 1, 1, 155, 173, 119, 87, 75, 194, 25446.9, 90, 10935.9, 59, 15836.8, 71, 12.4624
98, 1, triangle, calibration, NA, 999, 999, 1, 2, 56, 96, 131, 96, 61, 143, 6647.61, 46, 14526.7, 68, 12868, 64, 10.8283
98, 1, triangle, calibration, NA, 999, 999, 1, 3, 94, 74, 158, 176, 147, 128, 6361.73, 45, 18626.5, 77, 13684.8, 66, 14.2459
98, 1, triangle, filler, NA, 999, 999, 1, 1, 82, 148, 156, 96, 109, 133, 14957.1, 69, 24884.6, 89, 15836.8, 71, 10.5782
98, 1, triangle, attraction, a-b-da, 5, 2, 1, 2, 165, 90, 161, 88, 90, 165, 19113.4, 78, 19606.7, 79, 20612, 81, 12.9792
98, 1, triangle, filler, NA, 999, 999, 1, 3, 168, 133, 83, 170, 122, 65, 39408.1, 112, 31415.9, 100, 10935.9, 59, 14.513
98, 1, triangle, attraction, a-b-db, 2, 2, 1, 4, 165, 90, 89, 163, 90, 165, 26015.5, 91, 28352.9, 95, 18626.5, 77, 11.1452
98, 1, triangle, filler, NA, 999, 999, 1, 5, 168, 180, 77, 162, 135, 139, 40828.1, 114, 16286, 72, 27759.1, 94, 8.96159
98, 1, triangle, filler, NA, 999, 999, 1, 6, 178, 68, 126, 95, 147, 103, 22167.1, 84, 23235.2, 86, 27171.6, 93, 10.2114
98, 1, triangle, filler, NA, 999, 999, 1, 7, 135, 160, 190, 115, 136, 176, 18626.5, 77, 30790.7, 99, 33979.5, 104, 17.2972
98, 1, triangle, attraction, a-b-db, 9, 1, 1, 8, 135, 60, 60, 135, 57, 129, 20106.2, 80, 17671.5, 75, 20612, 81, 7.34393
98, 1, triangle, attraction, a-b-da, 2, 2, 1, 9, 163, 89, 90, 165, 165, 90, 30171.9, 98, 21124.1, 82, 22167.1, 84, 9.16126
98, 1, triangle, attraction, a-b-db, 14, 3, 1, 10, 120, 195, 195, 120, 111, 181, 28952.9, 96, 25446.9, 90, 23778.7, 87, 9.36132
98, 1, triangle, attraction, a-b-db, 5, 1, 1, 11, 58, 132, 135, 60, 60, 135, 12469, 63, 14526.7, 68, 13684.8, 66, 10.3949
98, 1, triangle, attraction, a-b-db, 14, 2, 1, 12, 165, 90, 83, 153, 90, 165, 37325.3, 109, 22698, 85, 24884.6, 89, 17.2302
98, 1, triangle, filler, NA, 999, 999, 1, 13, 156, 86, 128, 127, 128, 184, 24884.6, 89, 16286, 72, 33979.5, 104, 10.5781
98, 1, triangle, attraction, a-b-da, 2, 3, 1, 14, 195, 120, 193, 119, 120, 195, 22698, 85, 21124.1, 82, 32047.4, 101, 11.5621
98, 1, triangle, attraction, a-b-db, 5, 3, 1, 15, 195, 120, 117, 190, 120, 195, 26015.5, 91, 27759.1, 94, 34636.1, 105, 12.3457
98, 1, triangle, attraction, a-b-da, 14, 3, 1, 16, 195, 120, 120, 195, 181, 111, 23778.7, 87, 30790.7, 99, 20612, 81, 9.02782
98, 1, triangle, attraction, a-b-db, 9, 3, 1, 17, 120, 195, 195, 120, 114, 186, 26015.5, 91, 32047.4, 101, 40115, 113, 7.87739
98, 1, triangle, filler, NA, 999, 999, 1, 18, 147, 194, 69, 147, 100, 83, 53092.9, 130, 14102.6, 67, 16741.5, 73, 8.81146
98, 1, triangle, filler, NA, 999, 999, 1, 19, 182, 192, 76, 162, 72, 145, 44488.1, 119, 19113.4, 78, 15393.8, 70, 6.81064
98, 1, triangle, attraction, a-b-da, 5, 1, 1, 20, 135, 60, 60, 135, 132, 58, 20106.2, 80, 20106.2, 80, 21124.1, 82, 10.6282
98, 1, triangle, attraction, a-b-da, 9, 3, 1, 21, 120, 195, 186, 114, 195, 120, 33329.2, 103, 45238.9, 120, 38013.3, 110, 16.6632
98, 1, triangle, attraction, a-b-da, 9, 1, 1, 22, 135, 60, 60, 135, 129, 57, 26015.5, 91, 22698, 85, 29559.2, 97, 9.66117
98, 1, triangle, attraction, a-b-da, 5, 3, 1, 23, 190, 117, 120, 195, 195, 120, 36643.5, 108, 40115, 113, 33979.5, 104, 8.34426
98, 1, triangle, attraction, a-b-da, 2, 1, 1, 24, 135, 60, 134, 59, 60, 135, 20106.2, 80, 20612, 81, 16286, 72, 8.36123
98, 1, triangle, attraction, a-b-db, 2, 1, 1, 25, 60, 135, 135, 60, 59, 134, 22167.1, 84, 23778.7, 87, 24884.6, 89, 11.5954
98, 1, triangle, catch, NA, 999, 999, 1, 26, 117, 78, 71, 124, 157, 158, 16286, 72, 13273.2, 65, 33329.2, 103, 6.41022
98, 1, triangle, attraction, a-b-db, 2, 3, 1, 27, 119, 193, 195, 120, 120, 195, 38707.6, 111, 50670.7, 127, 47529.2, 123, 17.1473
98, 1, triangle, catch, NA, 999, 999, 1, 28, 76, 119, 116, 79, 147, 168, 14526.7, 68, 16741.5, 73, 33329.2, 103, 8.21108
98, 1, triangle, filler, NA, 999, 999, 1, 29, 99, 90, 128, 56, 191, 123, 9852.03, 56, 19113.4, 78, 42273.3, 116, 10.1445
98, 1, triangle, attraction, a-b-db, 5, 2, 1, 30, 90, 165, 165, 90, 88, 161, 22167.1, 84, 27759.1, 94, 18626.5, 77, 10.3115
98, 1, triangle, filler, NA, 999, 999, 1, 31, 139, 127, 164, 102, 152, 113, 24884.6, 89, 35968.1, 107, 22167.1, 84, 12.0456
98, 1, triangle, attraction, a-b-da, 9, 2, 1, 32, 165, 90, 90, 165, 157, 86, 34636.1, 105, 35968.1, 107, 32685.1, 102, 8.76091
98, 1, triangle, attraction, a-b-db, 9, 2, 1, 33, 165, 90, 86, 157, 90, 165, 25446.9, 90, 32685.1, 102, 32685.1, 102, 7.52745
98, 1, triangle, attraction, a-b-da, 14, 2, 1, 34, 153, 83, 90, 165, 165, 90, 26015.5, 91, 30790.7, 99, 24328.5, 88, 5.24377
98, 1, triangle, filler, NA, 999, 999, 1, 35, 127, 185, 138, 138, 87, 195, 32047.4, 101, 26015.5, 91, 30171.9, 98, 7.0272
98, 1, triangle, filler, NA, 999, 999, 1, 36, 177, 65, 127, 139, 107, 154, 16286, 72, 21642.4, 83, 28352.9, 95, 7.64398
98, 1, triangle, filler, NA, 999, 999, 1, 37, 115, 91, 78, 90, 162, 57, 17203.4, 74, 13684.8, 66, 17671.5, 75, 7.41069
98, 1, triangle, filler, NA, 999, 999, 1, 38, 125, 103, 167, 133, 93, 98, 22698, 85, 36643.5, 108, 14102.6, 67, 8.87761
98, 1, triangle, attraction, a-b-db, 14, 1, 1, 39, 56, 125, 135, 60, 60, 135, 17203.4, 74, 25446.9, 90, 14102.6, 67, 7.87765
98, 1, triangle, attraction, a-b-da, 14, 1, 1, 40, 135, 60, 125, 56, 60, 135, 16286, 72, 20612, 81, 19113.4, 78, 6.84408
98, 1, triangle, calibration, NA, 999, 999, 2, 1, 73, 159, 150, 163, 189, 72, 22698, 85, 29559.2, 97, 16741.5, 73, 8.36092
98, 1, triangle, calibration, NA, 999, 999, 2, 2, 101, 125, 115, 179, 192, 63, 11689.9, 61, 18626.5, 77, 11689.9, 61, 8.5111
98, 1, triangle, calibration, NA, 999, 999, 2, 3, 185, 155, 128, 58, 59, 73, 40828.1, 114, 6082.12, 44, 6082.12, 44, 6.79372
98, 1, triangle, filler, NA, 999, 999, 2, 1, 191, 185, 134, 170, 189, 85, 31415.9, 100, 16741.5, 73, 12076.3, 62, 8.7107
98, 1, triangle, attraction, a-b-db, 9, 3, 2, 2, 120, 195, 114, 186, 195, 120, 14957.1, 69, 18145.8, 76, 17203.4, 74, 7.01034
98, 1, triangle, attraction, a-b-da, 5, 1, 2, 3, 132, 58, 60, 135, 135, 60, 8494.87, 52, 5541.77, 42, 7853.98, 50, 5.6266
98, 1, triangle, attraction, a-b-db, 5, 1, 2, 4, 60, 135, 135, 60, 58, 132, 7853.98, 50, 10568.3, 58, 6939.78, 47, 8.01088
98, 1, triangle, filler, NA, 999, 999, 2, 5, 99, 85, 111, 77, 167, 78, 6939.78, 47, 12868, 64, 14102.6, 67, 7.74465
98, 1, triangle, attraction, a-b-db, 2, 1, 2, 6, 60, 135, 59, 134, 135, 60, 10207, 57, 13684.8, 66, 9160.88, 54, 5.66
98, 1, triangle, attraction, a-b-db, 14, 2, 2, 7, 90, 165, 83, 153, 165, 90, 15836.8, 71, 14957.1, 69, 12868, 64, 5.15997
98, 1, triangle, filler, NA, 999, 999, 2, 8, 117, 80, 79, 89, 110, 82, 9160.88, 54, 8494.87, 52, 7853.98, 50, 6.44385
98, 1, triangle, attraction, a-b-db, 2, 2, 2, 9, 90, 165, 165, 90, 89, 163, 14526.7, 68, 10935.9, 59, 19113.4, 78, 10.9617
98, 1, triangle, attraction, a-b-da, 2, 3, 2, 10, 195, 120, 193, 119, 120, 195, 23235.2, 86, 20106.2, 80, 24328.5, 88, 6.51015
98, 1, triangle, filler, NA, 999, 999, 2, 11, 75, 122, 176, 81, 93, 83, 10568.3, 58, 12076.3, 62, 13684.8, 66, 8.41139
98, 1, triangle, filler, NA, 999, 999, 2, 12, 141, 188, 186, 180, 167, 155, 36643.5, 108, 32685.1, 102, 25446.9, 90, 6.97723
98, 1, triangle, filler, NA, 999, 999, 2, 13, 185, 130, 65, 136, 74, 194, 23235.2, 86, 6647.61, 46, 15393.8, 70, 6.39377
98, 1, triangle, attraction, a-b-db, 14, 1, 2, 14, 56, 125, 60, 135, 135, 60, 8171.28, 51, 12868, 64, 11309.7, 60, 5.86052
98, 1, triangle, attraction, a-b-da, 14, 2, 2, 15, 165, 90, 90, 165, 153, 83, 25446.9, 90, 15836.8, 71, 19606.7, 79, 9.2445
98, 1, triangle, attraction, a-b-db, 9, 2, 2, 16, 86, 157, 90, 165, 165, 90, 14102.6, 67, 19113.4, 78, 21124.1, 82, 7.52752
98, 1, triangle, filler, NA, 999, 999, 2, 17, 105, 161, 56, 152, 184, 144, 21124.1, 82, 15393.8, 70, 32685.1, 102, 9.69466
98, 1, triangle, attraction, a-b-da, 2, 2, 2, 18, 90, 165, 165, 90, 163, 89, 20612, 81, 18145.8, 76, 15836.8, 71, 8.9946
98, 1, triangle, attraction, a-b-db, 5, 2, 2, 19, 90, 165, 165, 90, 88, 161, 20106.2, 80, 22698, 85, 32047.4, 101, 7.29392
98, 1, triangle, filler, NA, 999, 999, 2, 20, 124, 134, 102, 86, 88, 186, 15393.8, 70, 11309.7, 60, 19113.4, 78, 5.77659
98, 1, triangle, catch, NA, 999, 999, 2, 21, 70, 125, 163, 152, 115, 80, 12868, 64, 26590.4, 92, 11309.7, 60, 6.02678
98, 1, triangle, attraction, a-b-da, 14, 1, 2, 22, 135, 60, 60, 135, 125, 56, 13273.2, 65, 14957.1, 69, 8824.73, 53, 8.09424
98, 1, triangle, attraction, a-b-db, 14, 3, 2, 23, 120, 195, 195, 120, 111, 181, 14957.1, 69, 20612, 81, 9852.03, 56, 6.11027
98, 1, triangle, attraction, a-b-da, 9, 2, 2, 24, 157, 86, 165, 90, 90, 165, 16741.5, 73, 17203.4, 74, 18145.8, 76, 7.64403
98, 1, triangle, catch, NA, 999, 999, 2, 25, 105, 90, 127, 188, 99, 96, 9160.88, 54, 34636.1, 105, 11309.7, 60, 4.55964
98, 1, triangle, filler, NA, 999, 999, 2, 26, 162, 195, 158, 93, 165, 97, 38013.3, 110, 20106.2, 80, 16286, 72, 6.1608
98, 1, triangle, attraction, a-b-da, 9, 3, 2, 27, 186, 114, 120, 195, 195, 120, 31415.9, 100, 26590.4, 92, 28352.9, 95, 8.16072
