sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
465, 2, horizontal, practice, NA, 999, 999, 0, 1, 152, 105, 62, 160, 102, 127, 20106.2, 80, 6939.78, 47, 16286, 72, 14.3961
465, 2, horizontal, practice, NA, 999, 999, 0, 2, 70, 110, 123, 89, 102, 96, 12469, 63, 20612, 81, 11689.9, 61, 8.64414
465, 2, horizontal, practice, NA, 999, 999, 0, 3, 78, 90, 149, 154, 114, 67, 11689.9, 61, 48305.1, 124, 5026.55, 40, 10.4784
465, 2, horizontal, calibration, NA, 999, 999, 1, 1, 183, 148, 168, 67, 74, 186, 24884.6, 89, 15836.8, 71, 23778.7, 87, 10.2948
465, 2, horizontal, calibration, NA, 999, 999, 1, 2, 127, 171, 127, 120, 76, 154, 12868, 64, 18626.5, 77, 8824.73, 53, 6.86045
465, 2, horizontal, calibration, NA, 999, 999, 1, 3, 103, 155, 174, 114, 119, 127, 11309.7, 60, 16286, 72, 13273.2, 65, 6.64369
465, 2, horizontal, attraction, a-b-db, 9, 1, 1, 1, 60, 135, 135, 60, 57, 129, 10568.3, 58, 24884.6, 89, 11689.9, 61, 7.66077
465, 2, horizontal, attraction, a-b-db, 14, 1, 1, 2, 135, 60, 60, 135, 56, 125, 19113.4, 78, 12469, 63, 12868, 64, 7.61077
465, 2, horizontal, attraction, a-b-da, 2, 1, 1, 3, 135, 60, 60, 135, 134, 59, 24884.6, 89, 17671.5, 75, 27759.1, 94, 7.6774
465, 2, horizontal, filler, NA, 999, 999, 1, 4, 157, 124, 110, 63, 133, 119, 23778.7, 87, 9503.32, 55, 14526.7, 68, 6.89439
465, 2, horizontal, filler, NA, 999, 999, 1, 5, 135, 176, 59, 130, 141, 108, 21124.1, 82, 9160.88, 54, 13273.2, 65, 7.89433
465, 2, horizontal, attraction, a-b-db, 2, 3, 1, 6, 195, 120, 119, 193, 120, 195, 24884.6, 89, 30790.7, 99, 36643.5, 108, 7.94414
465, 2, horizontal, filler, NA, 999, 999, 1, 7, 130, 80, 69, 143, 113, 167, 16286, 72, 10935.9, 59, 22167.1, 84, 7.561
465, 2, horizontal, attraction, a-b-db, 14, 3, 1, 8, 111, 181, 120, 195, 195, 120, 19113.4, 78, 10935.9, 59, 29559.2, 97, 5.46054
465, 2, horizontal, attraction, a-b-db, 9, 3, 1, 9, 120, 195, 195, 120, 114, 186, 20106.2, 80, 20612, 81, 21642.4, 83, 7.11074
465, 2, horizontal, attraction, a-b-da, 9, 3, 1, 10, 186, 114, 120, 195, 195, 120, 20106.2, 80, 16741.5, 73, 17671.5, 75, 5.91021
465, 2, horizontal, attraction, a-b-da, 14, 2, 1, 11, 90, 165, 153, 83, 165, 90, 18626.5, 77, 29559.2, 97, 29559.2, 97, 5.46024
465, 2, horizontal, attraction, a-b-da, 9, 1, 1, 12, 129, 57, 60, 135, 135, 60, 7542.96, 49, 9852.03, 56, 7542.96, 49, 6.3773
465, 2, horizontal, attraction, a-b-db, 2, 2, 1, 13, 89, 163, 165, 90, 90, 165, 7238.23, 48, 9160.88, 54, 8824.73, 53, 6.72722
465, 2, horizontal, filler, NA, 999, 999, 1, 14, 145, 79, 138, 173, 78, 67, 5808.8, 43, 17671.5, 75, 3216.99, 32, 6.36077
465, 2, horizontal, attraction, a-b-db, 5, 2, 1, 15, 165, 90, 88, 161, 90, 165, 10568.3, 58, 16741.5, 73, 9852.03, 56, 5.86018
465, 2, horizontal, attraction, a-b-da, 2, 3, 1, 16, 193, 119, 195, 120, 120, 195, 16286, 72, 14526.7, 68, 19606.7, 79, 7.46072
465, 2, horizontal, attraction, a-b-da, 5, 3, 1, 17, 190, 117, 120, 195, 195, 120, 13684.8, 66, 12469, 63, 17671.5, 75, 5.64349
465, 2, horizontal, attraction, a-b-db, 5, 3, 1, 18, 120, 195, 195, 120, 117, 190, 12868, 64, 24884.6, 89, 13684.8, 66, 6.49431
465, 2, horizontal, filler, NA, 999, 999, 1, 19, 193, 57, 99, 140, 157, 142, 7853.98, 50, 11689.9, 61, 21642.4, 83, 5.82713
465, 2, horizontal, filler, NA, 999, 999, 1, 20, 70, 172, 151, 121, 176, 164, 6939.78, 47, 18626.5, 77, 30790.7, 99, 5.71008
465, 2, horizontal, filler, NA, 999, 999, 1, 21, 165, 172, 194, 108, 102, 149, 29559.2, 97, 15393.8, 70, 10568.3, 58, 5.25971
465, 2, horizontal, attraction, a-b-da, 2, 2, 1, 22, 90, 165, 163, 89, 165, 90, 11689.9, 61, 14102.6, 67, 11689.9, 61, 5.57675
465, 2, horizontal, attraction, a-b-da, 9, 2, 1, 23, 165, 90, 157, 86, 90, 165, 14526.7, 68, 18626.5, 77, 19606.7, 79, 5.21002
465, 2, horizontal, attraction, a-b-db, 2, 1, 1, 24, 60, 135, 59, 134, 135, 60, 15393.8, 70, 12469, 63, 9503.32, 55, 6.44384
465, 2, horizontal, attraction, a-b-db, 14, 2, 1, 25, 83, 153, 165, 90, 90, 165, 16286, 72, 22698, 85, 15393.8, 70, 4.4932
465, 2, horizontal, filler, NA, 999, 999, 1, 26, 61, 165, 178, 112, 106, 91, 21642.4, 83, 30790.7, 99, 10568.3, 58, 5.20986
465, 2, horizontal, filler, NA, 999, 999, 1, 27, 176, 110, 161, 189, 167, 194, 32047.4, 101, 49087.4, 125, 47529.2, 123, 6.67711
465, 2, horizontal, catch, NA, 999, 999, 1, 28, 62, 133, 114, 81, 183, 132, 5808.8, 43, 12469, 63, 19606.7, 79, 6.21033
465, 2, horizontal, filler, NA, 999, 999, 1, 29, 91, 119, 75, 68, 123, 135, 10207, 57, 4778.36, 39, 17671.5, 75, 5.82691
465, 2, horizontal, attraction, a-b-da, 5, 1, 1, 30, 132, 58, 60, 135, 135, 60, 7853.98, 50, 10935.9, 59, 15836.8, 71, 5.26037
465, 2, horizontal, attraction, a-b-db, 5, 1, 1, 31, 60, 135, 135, 60, 58, 132, 8494.87, 52, 13684.8, 66, 10568.3, 58, 5.51046
465, 2, horizontal, attraction, a-b-da, 5, 2, 1, 32, 165, 90, 90, 165, 161, 88, 16741.5, 73, 9503.32, 55, 6939.78, 47, 5.51019
465, 2, horizontal, filler, NA, 999, 999, 1, 33, 185, 163, 143, 195, 139, 115, 19113.4, 78, 10935.9, 59, 8171.28, 51, 6.44382
465, 2, horizontal, attraction, a-b-db, 9, 2, 1, 34, 90, 165, 86, 157, 165, 90, 17671.5, 75, 14957.1, 69, 18145.8, 76, 6.82707
465, 2, horizontal, attraction, a-b-da, 14, 1, 1, 35, 135, 60, 125, 56, 60, 135, 1809.56, 24, 3421.19, 33, 2123.72, 26, 5.74365
465, 2, horizontal, filler, NA, 999, 999, 1, 36, 146, 93, 146, 120, 176, 170, 10207, 57, 7238.23, 48, 20612, 81, 5.67699
465, 2, horizontal, filler, NA, 999, 999, 1, 37, 141, 64, 68, 57, 92, 62, 3019.07, 31, 1134.11, 19, 4536.46, 38, 5.227
465, 2, horizontal, attraction, a-b-da, 14, 3, 1, 38, 181, 111, 195, 120, 120, 195, 11309.7, 60, 14957.1, 69, 10935.9, 59, 4.75995
465, 2, horizontal, filler, NA, 999, 999, 1, 39, 82, 61, 173, 107, 185, 153, 3848.45, 35, 7542.96, 49, 17203.4, 74, 5.29336
465, 2, horizontal, catch, NA, 999, 999, 1, 40, 63, 132, 73, 122, 123, 192, 1661.9, 23, 5281.02, 41, 8824.73, 53, 4.47677
465, 2, horizontal, calibration, NA, 999, 999, 2, 1, 109, 61, 139, 136, 118, 137, 9160.88, 54, 17671.5, 75, 8824.73, 53, 4.96008
465, 2, horizontal, calibration, NA, 999, 999, 2, 2, 189, 112, 79, 193, 109, 177, 22698, 85, 13273.2, 65, 17203.4, 74, 5.49362
465, 2, horizontal, calibration, NA, 999, 999, 2, 3, 157, 155, 145, 144, 109, 101, 31415.9, 100, 32685.1, 102, 14957.1, 69, 5.72691
465, 2, horizontal, filler, NA, 999, 999, 2, 1, 168, 170, 112, 118, 164, 115, 28352.9, 95, 12469, 63, 18145.8, 76, 6.09355
465, 2, horizontal, attraction, a-b-db, 2, 3, 2, 2, 119, 193, 195, 120, 120, 195, 22167.1, 84, 30171.9, 98, 16286, 72, 5.31007
465, 2, horizontal, filler, NA, 999, 999, 2, 3, 90, 125, 108, 69, 158, 125, 17203.4, 74, 11689.9, 61, 22167.1, 84, 5.67698
465, 2, horizontal, attraction, a-b-db, 5, 3, 2, 4, 195, 120, 117, 190, 120, 195, 20106.2, 80, 22167.1, 84, 19113.4, 78, 4.64342
465, 2, horizontal, catch, NA, 999, 999, 2, 5, 124, 191, 115, 80, 111, 84, 35298.9, 106, 12076.3, 62, 16741.5, 73, 5.72678
465, 2, horizontal, filler, NA, 999, 999, 2, 6, 71, 158, 128, 170, 165, 190, 10568.3, 58, 14957.1, 69, 41547.6, 115, 5.29365
465, 2, horizontal, filler, NA, 999, 999, 2, 7, 142, 154, 89, 158, 146, 129, 27171.6, 93, 14957.1, 69, 18145.8, 76, 5.17689
465, 2, horizontal, attraction, a-b-db, 2, 1, 2, 8, 60, 135, 59, 134, 135, 60, 8824.73, 53, 11309.7, 60, 10568.3, 58, 4.79357
465, 2, horizontal, attraction, a-b-da, 14, 2, 2, 9, 165, 90, 90, 165, 153, 83, 15393.8, 70, 13273.2, 65, 11689.9, 61, 8.77814
465, 2, horizontal, attraction, a-b-db, 2, 2, 2, 10, 89, 163, 165, 90, 90, 165, 18145.8, 76, 13273.2, 65, 10935.9, 59, 5.62689
465, 2, horizontal, filler, NA, 999, 999, 2, 11, 61, 120, 188, 116, 59, 64, 18145.8, 76, 33979.5, 104, 12469, 63, 4.52631
465, 2, horizontal, attraction, a-b-da, 2, 2, 2, 12, 165, 90, 163, 89, 90, 165, 21642.4, 83, 27171.6, 93, 18626.5, 77, 4.42613
465, 2, horizontal, attraction, a-b-da, 5, 2, 2, 13, 161, 88, 165, 90, 90, 165, 20106.2, 80, 27759.1, 94, 20106.2, 80, 4.14293
465, 2, horizontal, catch, NA, 999, 999, 2, 14, 88, 107, 74, 121, 194, 121, 15836.8, 71, 6361.73, 45, 31415.9, 100, 5.39345
465, 2, horizontal, attraction, a-b-da, 9, 3, 2, 15, 186, 114, 120, 195, 195, 120, 36643.5, 108, 13684.8, 66, 31415.9, 100, 4.82685
465, 2, horizontal, attraction, a-b-da, 5, 3, 2, 16, 120, 195, 195, 120, 190, 117, 27759.1, 94, 38013.3, 110, 35968.1, 107, 4.40967
465, 2, horizontal, filler, NA, 999, 999, 2, 17, 138, 147, 72, 77, 61, 119, 32685.1, 102, 10935.9, 59, 13684.8, 66, 4.74331
465, 2, horizontal, attraction, a-b-da, 2, 1, 2, 18, 135, 60, 134, 59, 60, 135, 28352.9, 95, 22167.1, 84, 12469, 63, 5.54363
465, 2, horizontal, attraction, a-b-db, 9, 1, 2, 19, 135, 60, 57, 129, 60, 135, 22167.1, 84, 16741.5, 73, 9160.88, 54, 3.72623
