sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
361, 6, horizontal, practice, NA, 999, 999, 0, 1, 138, 181, 74, 147, 72, 66, 24884.6, 89, 11309.7, 60, 4536.46, 38, 20.1817
361, 6, horizontal, practice, NA, 999, 999, 0, 2, 90, 140, 185, 182, 177, 93, 15836.8, 71, 49087.4, 125, 19113.4, 78, 30.5182
361, 6, horizontal, practice, NA, 999, 999, 0, 3, 160, 122, 122, 185, 122, 80, 22167.1, 84, 21642.4, 83, 10568.3, 58, 38.1868
361, 6, horizontal, calibration, NA, 999, 999, 1, 1, 188, 128, 101, 109, 80, 89, 27171.6, 93, 12868, 64, 7853.98, 50, 11.7123
361, 6, horizontal, calibration, NA, 999, 999, 1, 2, 194, 63, 157, 113, 66, 125, 13273.2, 65, 22698, 85, 14526.7, 68, 12.6123
361, 6, horizontal, calibration, NA, 999, 999, 1, 3, 164, 67, 122, 78, 70, 167, 8171.28, 51, 9160.88, 54, 8494.87, 52, 10.1282
361, 6, horizontal, attraction, a-b-da, 14, 2, 1, 1, 90, 165, 165, 90, 153, 83, 15393.8, 70, 15393.8, 70, 12076.3, 62, 13.4627
361, 6, horizontal, attraction, a-b-db, 5, 3, 1, 2, 195, 120, 120, 195, 117, 190, 22698, 85, 19606.7, 79, 21642.4, 83, 39.904
361, 6, horizontal, attraction, a-b-db, 9, 3, 1, 3, 195, 120, 120, 195, 114, 186, 22698, 85, 27759.1, 94, 21642.4, 83, 22.4829
361, 6, horizontal, filler, NA, 999, 999, 1, 4, 77, 155, 190, 71, 166, 97, 14957.1, 69, 12469, 63, 15836.8, 71, 26.0332
361, 6, horizontal, attraction, a-b-da, 9, 1, 1, 5, 129, 57, 60, 135, 135, 60, 9160.88, 54, 8171.28, 51, 10568.3, 58, 19.7313
361, 6, horizontal, attraction, a-b-da, 5, 1, 1, 6, 132, 58, 135, 60, 60, 135, 9160.88, 54, 8171.28, 51, 7542.96, 49, 11.0119
361, 6, horizontal, attraction, a-b-db, 14, 1, 1, 7, 56, 125, 60, 135, 135, 60, 7853.98, 50, 9503.32, 55, 9503.32, 55, 16.2472
361, 6, horizontal, filler, NA, 999, 999, 1, 8, 75, 176, 114, 90, 91, 96, 13273.2, 65, 11309.7, 60, 7542.96, 49, 34.7692
361, 6, horizontal, filler, NA, 999, 999, 1, 9, 167, 79, 93, 131, 184, 80, 14102.6, 67, 10207, 57, 18145.8, 76, 31.9688
361, 6, horizontal, attraction, a-b-da, 14, 1, 1, 10, 60, 135, 135, 60, 125, 56, 10568.3, 58, 10935.9, 59, 8171.28, 51, 21.4816
361, 6, horizontal, attraction, a-b-da, 2, 1, 1, 11, 60, 135, 134, 59, 135, 60, 11309.7, 60, 11309.7, 60, 10207, 57, 28.6674
361, 6, horizontal, attraction, a-b-db, 9, 2, 1, 12, 86, 157, 165, 90, 90, 165, 13273.2, 65, 14957.1, 69, 15393.8, 70, 29.2341
361, 6, horizontal, filler, NA, 999, 999, 1, 13, 154, 84, 88, 106, 92, 70, 15393.8, 70, 8494.87, 52, 6647.61, 46, 27.0502
361, 6, horizontal, attraction, a-b-db, 9, 1, 1, 14, 135, 60, 57, 129, 60, 135, 7853.98, 50, 7542.96, 49, 11689.9, 61, 21.9821
361, 6, horizontal, filler, NA, 999, 999, 1, 15, 70, 109, 189, 78, 170, 73, 7853.98, 50, 14526.7, 68, 12076.3, 62, 26.3166
361, 6, horizontal, filler, NA, 999, 999, 1, 16, 122, 139, 194, 126, 72, 58, 14526.7, 68, 18626.5, 77, 3631.68, 34, 30.3346
361, 6, horizontal, filler, NA, 999, 999, 1, 17, 178, 130, 88, 189, 144, 117, 22698, 85, 18145.8, 76, 16741.5, 73, 43.3061
361, 6, horizontal, attraction, a-b-db, 2, 3, 1, 18, 119, 193, 120, 195, 195, 120, 17671.5, 75, 18626.5, 77, 19606.7, 79, 24.1831
361, 6, horizontal, filler, NA, 999, 999, 1, 19, 108, 107, 97, 109, 108, 180, 11689.9, 61, 10935.9, 59, 14102.6, 67, 26.1667
361, 6, horizontal, filler, NA, 999, 999, 1, 20, 69, 129, 150, 154, 116, 71, 7853.98, 50, 16286, 72, 7853.98, 50, 25.5333
361, 6, horizontal, attraction, a-b-db, 5, 1, 1, 21, 58, 132, 60, 135, 135, 60, 10935.9, 59, 9852.03, 56, 10935.9, 59, 13.3793
361, 6, horizontal, filler, NA, 999, 999, 1, 22, 68, 149, 147, 88, 182, 62, 10568.3, 58, 15393.8, 70, 12076.3, 62, 19.3641
361, 6, horizontal, attraction, a-b-da, 2, 2, 1, 23, 90, 165, 165, 90, 163, 89, 12868, 64, 13684.8, 66, 12076.3, 62, 13.096
