sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
183, 1, horizontal, practice, NA, 999, 999, 0, 1, 184, 115, 135, 128, 144, 90, 21124.1, 82, 14102.6, 67, 17203.4, 74, 31.2347
183, 1, horizontal, practice, NA, 999, 999, 0, 2, 158, 190, 124, 188, 115, 90, 28952.9, 96, 18145.8, 76, 6082.12, 44, 16.1967
183, 1, horizontal, practice, NA, 999, 999, 0, 3, 173, 99, 143, 125, 157, 102, 6361.73, 45, 12868, 64, 4536.46, 38, 16.3805
183, 1, horizontal, calibration, NA, 999, 999, 1, 1, 142, 67, 103, 187, 73, 158, 3019.07, 31, 6647.61, 46, 6082.12, 44, 19.6147
183, 1, horizontal, calibration, NA, 999, 999, 1, 2, 71, 103, 123, 67, 106, 103, 6939.78, 47, 4536.46, 38, 11309.7, 60, 14.9462
183, 1, horizontal, calibration, NA, 999, 999, 1, 3, 160, 195, 130, 176, 187, 171, 17203.4, 74, 9852.03, 56, 30171.9, 98, 19.9144
183, 1, horizontal, attraction, a-b-db, 9, 3, 1, 1, 114, 186, 120, 195, 195, 120, 10935.9, 59, 16286, 72, 12868, 64, 11.7787
183, 1, horizontal, attraction, a-b-db, 5, 2, 1, 2, 90, 165, 88, 161, 165, 90, 6361.73, 45, 11689.9, 61, 5026.55, 40, 8.41113
183, 1, horizontal, filler, NA, 999, 999, 1, 3, 68, 156, 153, 163, 83, 163, 3421.19, 33, 19606.7, 79, 7542.96, 49, 14.0297
183, 1, horizontal, attraction, a-b-da, 14, 3, 1, 4, 195, 120, 181, 111, 120, 195, 6361.73, 45, 8824.73, 53, 16741.5, 73, 10.6284
183, 1, horizontal, filler, NA, 999, 999, 1, 5, 133, 73, 85, 58, 155, 176, 3848.45, 35, 1963.5, 25, 17203.4, 74, 10.7955
183, 1, horizontal, attraction, a-b-da, 14, 2, 1, 6, 153, 83, 165, 90, 90, 165, 4536.46, 38, 9503.32, 55, 6647.61, 46, 10.1617
183, 1, horizontal, attraction, a-b-da, 9, 3, 1, 7, 186, 114, 120, 195, 195, 120, 11689.9, 61, 7853.98, 50, 17203.4, 74, 7.0271
183, 1, horizontal, filler, NA, 999, 999, 1, 8, 130, 105, 179, 102, 69, 130, 6939.78, 47, 12469, 63, 7853.98, 50, 8.27752
183, 1, horizontal, filler, NA, 999, 999, 1, 9, 130, 165, 79, 163, 180, 69, 8171.28, 51, 2463.01, 28, 6082.12, 44, 10.5115
183, 1, horizontal, attraction, a-b-db, 14, 2, 1, 10, 83, 153, 165, 90, 90, 165, 4536.46, 38, 7542.96, 49, 7238.23, 48, 11.3119
183, 1, horizontal, attraction, a-b-da, 5, 2, 1, 11, 165, 90, 161, 88, 90, 165, 6082.12, 44, 9160.88, 54, 9503.32, 55, 7.02735
183, 1, horizontal, filler, NA, 999, 999, 1, 12, 151, 170, 163, 105, 179, 152, 14102.6, 67, 4536.46, 38, 14957.1, 69, 9.04426
183, 1, horizontal, attraction, a-b-db, 2, 3, 1, 13, 195, 120, 120, 195, 119, 193, 9852.03, 56, 8494.87, 52, 9852.03, 56, 8.97732
183, 1, horizontal, filler, NA, 999, 999, 1, 14, 148, 171, 112, 195, 156, 105, 10207, 57, 4778.36, 39, 7853.98, 50, 18.2973
183, 1, horizontal, filler, NA, 999, 999, 1, 15, 82, 175, 88, 116, 152, 72, 2827.43, 30, 6647.61, 46, 1809.56, 24, 13.2957
183, 1, horizontal, attraction, a-b-db, 5, 1, 1, 16, 135, 60, 58, 132, 60, 135, 1017.88, 18, 1017.88, 18, 1385.44, 21, 18.6807
183, 1, horizontal, filler, NA, 999, 999, 1, 17, 165, 171, 190, 143, 83, 166, 14526.7, 68, 9160.88, 54, 6939.78, 47, 9.92824
183, 1, horizontal, attraction, a-b-da, 5, 3, 1, 18, 190, 117, 195, 120, 120, 195, 9503.32, 55, 7853.98, 50, 6647.61, 46, 9.91134
183, 1, horizontal, attraction, a-b-db, 9, 1, 1, 19, 135, 60, 57, 129, 60, 135, 804.248, 16, 1809.56, 24, 2463.01, 28, 15.8966
183, 1, horizontal, attraction, a-b-da, 9, 1, 1, 20, 129, 57, 135, 60, 60, 135, 615.752, 14, 615.752, 14, 615.752, 14, 9.49464
183, 1, horizontal, filler, NA, 999, 999, 1, 21, 162, 185, 70, 66, 134, 136, 15836.8, 71, 2827.43, 30, 9160.88, 54, 10.5457
183, 1, horizontal, attraction, a-b-da, 14, 1, 1, 22, 125, 56, 135, 60, 60, 135, 1520.53, 22, 1134.11, 19, 1520.53, 22, 8.0775
183, 1, horizontal, filler, NA, 999, 999, 1, 23, 193, 84, 82, 83, 72, 101, 2290.22, 27, 3421.19, 33, 3421.19, 33, 11.2784
183, 1, horizontal, filler, NA, 999, 999, 1, 24, 176, 80, 58, 162, 114, 188, 3421.19, 33, 1256.64, 20, 8494.87, 52, 10.7616
183, 1, horizontal, attraction, a-b-da, 9, 2, 1, 25, 90, 165, 157, 86, 165, 90, 5281.02, 41, 5808.8, 43, 5541.77, 42, 7.44392
183, 1, horizontal, filler, NA, 999, 999, 1, 26, 126, 119, 113, 81, 129, 130, 7542.96, 49, 7853.98, 50, 14957.1, 69, 8.26111
183, 1, horizontal, filler, NA, 999, 999, 1, 27, 72, 93, 140, 166, 126, 106, 3421.19, 33, 5541.77, 42, 4300.84, 37, 8.49449
183, 1, horizontal, attraction, a-b-da, 2, 1, 1, 28, 60, 135, 134, 59, 135, 60, 2290.22, 27, 2290.22, 27, 2290.22, 27, 13.4793
183, 1, horizontal, attraction, a-b-db, 9, 2, 1, 29, 86, 157, 165, 90, 90, 165, 3216.99, 32, 3631.68, 34, 3631.68, 34, 18.581
183, 1, horizontal, attraction, a-b-db, 14, 1, 1, 30, 56, 125, 135, 60, 60, 135, 1017.88, 18, 1520.53, 22, 2123.72, 26, 13.3958
183, 1, horizontal, catch, NA, 999, 999, 1, 31, 106, 89, 144, 171, 71, 124, 5026.55, 40, 19113.4, 78, 4778.36, 39, 10.3448
183, 1, horizontal, filler, NA, 999, 999, 1, 32, 181, 186, 176, 136, 126, 189, 18626.5, 77, 4536.46, 38, 17671.5, 75, 7.34385
183, 1, horizontal, attraction, a-b-db, 5, 3, 1, 33, 117, 190, 120, 195, 195, 120, 15836.8, 71, 12868, 64, 15393.8, 70, 8.37765
183, 1, horizontal, attraction, a-b-db, 14, 3, 1, 34, 195, 120, 111, 181, 120, 195, 15393.8, 70, 14526.7, 68, 14957.1, 69, 8.54429
183, 1, horizontal, attraction, a-b-da, 2, 2, 1, 35, 165, 90, 90, 165, 163, 89, 3848.45, 35, 4536.46, 38, 4536.46, 38, 9.94466
183, 1, horizontal, attraction, a-b-db, 2, 1, 1, 36, 60, 135, 59, 134, 135, 60, 2123.72, 26, 2463.01, 28, 2642.08, 29, 15.1801
183, 1, horizontal, catch, NA, 999, 999, 1, 37, 68, 127, 127, 188, 73, 122, 4778.36, 39, 12469, 63, 4300.84, 37, 12.229
183, 1, horizontal, attraction, a-b-da, 5, 1, 1, 38, 135, 60, 60, 135, 132, 58, 2290.22, 27, 2463.01, 28, 2290.22, 27, 16.297
183, 1, horizontal, attraction, a-b-da, 2, 3, 1, 39, 195, 120, 120, 195, 193, 119, 18626.5, 77, 18626.5, 77, 15836.8, 71, 9.56137
183, 1, horizontal, attraction, a-b-db, 2, 2, 1, 40, 90, 165, 165, 90, 89, 163, 12076.3, 62, 7542.96, 49, 10207, 57, 13.7294
183, 1, horizontal, calibration, NA, 999, 999, 2, 1, 81, 151, 193, 185, 167, 59, 3421.19, 33, 15836.8, 71, 5808.8, 43, 13.9125
183, 1, horizontal, calibration, NA, 999, 999, 2, 2, 67, 191, 65, 148, 158, 169, 11309.7, 60, 8494.87, 52, 26015.5, 91, 8.8612
183, 1, horizontal, calibration, NA, 999, 999, 2, 3, 110, 88, 195, 194, 127, 91, 9852.03, 56, 48305.1, 124, 14526.7, 68, 9.31108
183, 1, horizontal, filler, NA, 999, 999, 2, 1, 118, 158, 145, 107, 188, 98, 17203.4, 74, 8171.28, 51, 8171.28, 51, 10.8283
183, 1, horizontal, attraction, a-b-da, 9, 2, 2, 2, 157, 86, 90, 165, 165, 90, 10568.3, 58, 11309.7, 60, 12868, 64, 7.01026
183, 1, horizontal, filler, NA, 999, 999, 2, 3, 190, 176, 118, 62, 71, 157, 22167.1, 84, 8824.73, 53, 6647.61, 46, 8.02772
183, 1, horizontal, attraction, a-b-da, 2, 1, 2, 4, 134, 59, 60, 135, 135, 60, 5541.77, 42, 4778.36, 39, 5281.02, 41, 11.4452
183, 1, horizontal, attraction, a-b-db, 2, 2, 2, 5, 90, 165, 165, 90, 89, 163, 8171.28, 51, 6939.78, 47, 8824.73, 53, 8.861
