sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
452, 5, triangle, practice, NA, 999, 999, 0, 1, 103, 139, 179, 184, 181, 92, 10207, 57, 25446.9, 90, 10207, 57, 32.825
452, 5, triangle, practice, NA, 999, 999, 0, 2, 137, 114, 81, 68, 77, 77, 13684.8, 66, 5281.02, 41, 7542.96, 49, 21.4251
452, 5, triangle, practice, NA, 999, 999, 0, 3, 82, 163, 151, 79, 128, 156, 9503.32, 55, 7853.98, 50, 19113.4, 78, 25.8919
452, 5, triangle, calibration, NA, 999, 999, 1, 1, 153, 131, 95, 155, 108, 135, 13273.2, 65, 8171.28, 51, 11689.9, 61, 24.6584
452, 5, triangle, calibration, NA, 999, 999, 1, 2, 102, 95, 188, 58, 86, 152, 10207, 57, 7542.96, 49, 9503.32, 55, 19.1918
452, 5, triangle, calibration, NA, 999, 999, 1, 3, 127, 124, 120, 194, 87, 146, 10207, 57, 15836.8, 71, 9852.03, 56, 21.3585
452, 5, triangle, attraction, a-b-db, 2, 1, 1, 1, 59, 134, 135, 60, 60, 135, 8824.73, 53, 9852.03, 56, 9160.88, 54, 22.0585
452, 5, triangle, attraction, a-b-da, 5, 2, 1, 2, 90, 165, 161, 88, 165, 90, 11309.7, 60, 10568.3, 58, 9503.32, 55, 10.3591
452, 5, triangle, attraction, a-b-da, 5, 1, 1, 3, 60, 135, 135, 60, 132, 58, 5026.55, 40, 4071.5, 36, 5541.77, 42, 11.9252
452, 5, triangle, attraction, a-b-db, 5, 1, 1, 4, 58, 132, 135, 60, 60, 135, 5281.02, 41, 6082.12, 44, 4536.46, 38, 14.3585
452, 5, triangle, filler, NA, 999, 999, 1, 5, 136, 175, 84, 171, 189, 166, 12868, 64, 8494.87, 52, 26590.4, 92, 18.7252
452, 5, triangle, filler, NA, 999, 999, 1, 6, 183, 150, 105, 183, 183, 145, 22167.1, 84, 13684.8, 66, 22167.1, 84, 18.3916
452, 5, triangle, attraction, a-b-da, 2, 2, 1, 7, 165, 90, 90, 165, 163, 89, 9503.32, 55, 9852.03, 56, 9160.88, 54, 12.8254
452, 5, triangle, filler, NA, 999, 999, 1, 8, 96, 149, 122, 155, 182, 75, 9852.03, 56, 12469, 63, 7542.96, 49, 17.9917
452, 5, triangle, attraction, a-b-db, 9, 1, 1, 9, 60, 135, 135, 60, 57, 129, 4778.36, 39, 5281.02, 41, 4536.46, 38, 15.1584
452, 5, triangle, filler, NA, 999, 999, 1, 10, 159, 116, 121, 114, 158, 126, 6647.61, 46, 6082.12, 44, 12076.3, 62, 14.9251
452, 5, triangle, filler, NA, 999, 999, 1, 11, 96, 104, 138, 190, 177, 102, 5026.55, 40, 19113.4, 78, 8494.87, 52, 12.3279
452, 5, triangle, attraction, a-b-da, 14, 3, 1, 12, 181, 111, 195, 120, 120, 195, 14102.6, 67, 11689.9, 61, 10935.9, 59, 15.7251
452, 5, triangle, filler, NA, 999, 999, 1, 13, 67, 162, 118, 107, 139, 139, 5026.55, 40, 13273.2, 65, 14957.1, 69, 11.9255
452, 5, triangle, catch, NA, 999, 999, 1, 14, 70, 125, 82, 113, 153, 162, 7238.23, 48, 10568.3, 58, 21124.1, 82, 12.5918
452, 5, triangle, attraction, a-b-db, 9, 2, 1, 15, 86, 157, 90, 165, 165, 90, 11689.9, 61, 12469, 63, 14102.6, 67, 11.7251
452, 5, triangle, catch, NA, 999, 999, 1, 16, 169, 146, 111, 84, 115, 80, 20106.2, 80, 7238.23, 48, 6082.12, 44, 21.9918
452, 5, triangle, attraction, a-b-da, 9, 3, 1, 17, 186, 114, 195, 120, 120, 195, 10935.9, 59, 13273.2, 65, 13273.2, 65, 24.3919
452, 5, triangle, attraction, a-b-db, 5, 2, 1, 18, 165, 90, 88, 161, 90, 165, 10935.9, 59, 10568.3, 58, 10207, 57, 24.2917
452, 5, triangle, attraction, a-b-db, 14, 3, 1, 19, 195, 120, 120, 195, 111, 181, 14102.6, 67, 15836.8, 71, 11689.9, 61, 18.4584
452, 5, triangle, attraction, a-b-db, 14, 1, 1, 20, 135, 60, 56, 125, 60, 135, 4778.36, 39, 6939.78, 47, 8171.28, 51, 10.5919
452, 5, triangle, filler, NA, 999, 999, 1, 21, 91, 121, 98, 131, 61, 76, 6082.12, 44, 8171.28, 51, 1661.9, 23, 11.8923
452, 5, triangle, filler, NA, 999, 999, 1, 22, 175, 142, 105, 70, 82, 94, 14102.6, 67, 2642.08, 29, 4071.5, 36, 12.5585
452, 5, triangle, attraction, a-b-da, 14, 2, 1, 23, 90, 165, 153, 83, 165, 90, 7542.96, 49, 6647.61, 46, 6361.73, 45, 17.4584
452, 5, triangle, filler, NA, 999, 999, 1, 24, 62, 192, 97, 165, 167, 131, 4300.84, 37, 10207, 57, 12076.3, 62, 15.3584
452, 5, triangle, filler, NA, 999, 999, 1, 25, 89, 121, 175, 188, 72, 91, 9160.88, 54, 26015.5, 91, 5808.8, 43, 18.0918
452, 5, triangle, attraction, a-b-db, 14, 2, 1, 26, 90, 165, 83, 153, 165, 90, 6939.78, 47, 5808.8, 43, 7853.98, 50, 12.7585
452, 5, triangle, filler, NA, 999, 999, 1, 27, 90, 149, 68, 192, 164, 76, 6082.12, 44, 4536.46, 38, 3631.68, 34, 12.1919
452, 5, triangle, attraction, a-b-da, 2, 3, 1, 28, 193, 119, 195, 120, 120, 195, 9852.03, 56, 8824.73, 53, 17203.4, 74, 15.3918
452, 5, triangle, attraction, a-b-db, 5, 3, 1, 29, 117, 190, 195, 120, 120, 195, 10207, 57, 10568.3, 58, 10568.3, 58, 10.7918
452, 5, triangle, attraction, a-b-da, 14, 1, 1, 30, 135, 60, 125, 56, 60, 135, 2642.08, 29, 2642.08, 29, 1963.5, 25, 12.5918
452, 5, triangle, attraction, a-b-da, 5, 3, 1, 31, 120, 195, 190, 117, 195, 120, 10207, 57, 8494.87, 52, 10935.9, 59, 17.8584
452, 5, triangle, attraction, a-b-db, 9, 3, 1, 32, 120, 195, 114, 186, 195, 120, 8494.87, 52, 9852.03, 56, 6939.78, 47, 17.7584
452, 5, triangle, filler, NA, 999, 999, 1, 33, 116, 128, 165, 131, 144, 170, 5281.02, 41, 10568.3, 58, 10207, 57, 11.4918
452, 5, triangle, attraction, a-b-db, 2, 3, 1, 34, 119, 193, 195, 120, 120, 195, 8494.87, 52, 7853.98, 50, 8494.87, 52, 17.3917
452, 5, triangle, attraction, a-b-da, 9, 1, 1, 35, 129, 57, 60, 135, 135, 60, 5281.02, 41, 4778.36, 39, 3848.45, 35, 16.3584
452, 5, triangle, filler, NA, 999, 999, 1, 36, 83, 106, 74, 66, 140, 122, 5026.55, 40, 3631.68, 34, 9503.32, 55, 10.4252
452, 5, triangle, attraction, a-b-da, 9, 2, 1, 37, 165, 90, 157, 86, 90, 165, 6082.12, 44, 5808.8, 43, 6647.61, 46, 10.4917
452, 5, triangle, filler, NA, 999, 999, 1, 38, 172, 136, 106, 129, 59, 173, 9503.32, 55, 6082.12, 44, 4071.5, 36, 16.7584
452, 5, triangle, attraction, a-b-da, 2, 1, 1, 39, 134, 59, 60, 135, 135, 60, 3421.19, 33, 3848.45, 35, 3216.99, 32, 11.025
452, 5, triangle, attraction, a-b-db, 2, 2, 1, 40, 165, 90, 90, 165, 89, 163, 7238.23, 48, 6361.73, 45, 5541.77, 42, 14.3949
452, 5, triangle, calibration, NA, 999, 999, 2, 1, 67, 73, 163, 69, 175, 108, 5026.55, 40, 8171.28, 51, 12868, 64, 16.1251
452, 5, triangle, calibration, NA, 999, 999, 2, 2, 89, 133, 105, 186, 82, 102, 9160.88, 54, 15836.8, 71, 10568.3, 58, 9.15869
452, 5, triangle, calibration, NA, 999, 999, 2, 3, 183, 189, 148, 193, 140, 112, 38013.3, 110, 26015.5, 91, 14957.1, 69, 11.5252
452, 5, triangle, attraction, a-b-db, 9, 2, 2, 1, 165, 90, 86, 157, 90, 165, 12076.3, 62, 14526.7, 68, 14957.1, 69, 9.29203
452, 5, triangle, attraction, a-b-db, 2, 3, 2, 2, 119, 193, 120, 195, 195, 120, 25446.9, 90, 26590.4, 92, 29559.2, 97, 18.3918
452, 5, triangle, filler, NA, 999, 999, 2, 3, 105, 144, 80, 141, 133, 104, 13273.2, 65, 13273.2, 65, 14957.1, 69, 10.1251
452, 5, triangle, attraction, a-b-db, 9, 1, 2, 4, 57, 129, 60, 135, 135, 60, 10568.3, 58, 13684.8, 66, 12868, 64, 11.1585
452, 5, triangle, attraction, a-b-db, 5, 1, 2, 5, 135, 60, 58, 132, 60, 135, 9852.03, 56, 8824.73, 53, 9852.03, 56, 10.7252
452, 5, triangle, attraction, a-b-da, 14, 3, 2, 6, 120, 195, 195, 120, 181, 111, 21124.1, 82, 23235.2, 86, 22698, 85, 13.6252
452, 5, triangle, catch, NA, 999, 999, 2, 7, 170, 145, 81, 114, 75, 120, 29559.2, 97, 13684.8, 66, 10935.9, 59, 8.79187
