sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, circle1_area, circle1_rad, circle2_area, circle2_rad, circle3_area, circle3_rad, rt 
164, 4, triangle, practice, NA, 999, 999, 0, 1, 190, 168, 127, 142, 89, 97, 24884.6, 89, 17203.4, 74, 6361.73, 45, 52.1922
164, 4, triangle, practice, NA, 999, 999, 0, 2, 72, 144, 76, 104, 114, 121, 8171.28, 51, 6361.73, 45, 11689.9, 61, 24.1251
164, 4, triangle, practice, NA, 999, 999, 0, 3, 173, 187, 63, 135, 116, 115, 27171.6, 93, 5026.55, 40, 12868, 64, 23.6251
164, 4, triangle, calibration, NA, 999, 999, 1, 1, 93, 92, 104, 174, 79, 99, 10568.3, 58, 24328.5, 88, 8494.87, 52, 15.0585
164, 4, triangle, calibration, NA, 999, 999, 1, 2, 183, 68, 187, 186, 190, 156, 19113.4, 78, 38013.3, 110, 24884.6, 89, 36.5249
164, 4, triangle, calibration, NA, 999, 999, 1, 3, 115, 152, 63, 123, 123, 185, 19113.4, 78, 7542.96, 49, 23778.7, 87, 15.8251
164, 4, triangle, catch, NA, 999, 999, 1, 1, 118, 77, 165, 150, 69, 126, 12469, 63, 31415.9, 100, 9852.03, 56, 20.1918
164, 4, triangle, attraction, a-b-db, 2, 1, 1, 2, 135, 60, 60, 135, 59, 134, 14102.6, 67, 15393.8, 70, 14526.7, 68, 19.3251
164, 4, triangle, attraction, a-b-db, 2, 2, 1, 3, 90, 165, 89, 163, 165, 90, 18626.5, 77, 19606.7, 79, 21642.4, 83, 23.8251
164, 4, triangle, attraction, a-b-db, 9, 1, 1, 4, 60, 135, 57, 129, 135, 60, 14526.7, 68, 12868, 64, 13273.2, 65, 24.9251
164, 4, triangle, attraction, a-b-db, 14, 1, 1, 5, 60, 135, 135, 60, 56, 125, 10935.9, 59, 11309.7, 60, 12076.3, 62, 18.5251
164, 4, triangle, filler, NA, 999, 999, 1, 6, 124, 174, 64, 99, 67, 63, 23235.2, 86, 8494.87, 52, 3631.68, 34, 36.9916
