sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
425, 1, horizontal, practice, NA, 999, 999, 0, 1, 161, 60, 86, 89, 155, 75, 3, 4.00663
425, 1, horizontal, practice, NA, 999, 999, 0, 2, 178, 134, 79, 151, 195, 139, 3, 1.91975
425, 1, horizontal, practice, NA, 999, 999, 0, 3, 57, 109, 134, 103, 86, 112, 2, 1.57399
425, 1, horizontal, filler, NA, 999, 999, 1, 1, 99, 126, 174, 172, 61, 129, 2, 1.17612
425, 1, horizontal, attraction, a-b-db, 2, 2, 1, 2, 165, 90, 90, 165, 89, 163, 2, 2.15542
425, 1, horizontal, attraction, a-b-da, 14, 3, 1, 3, 120, 195, 195, 120, 181, 111, 1, 1.47036
425, 1, horizontal, filler, NA, 999, 999, 1, 4, 130, 155, 90, 168, 74, 139, 1, 1.4374
425, 1, horizontal, attraction, a-b-da, 2, 1, 1, 5, 135, 60, 134, 59, 60, 135, 2, 1.8646
425, 1, horizontal, filler, NA, 999, 999, 1, 6, 151, 77, 78, 164, 172, 180, 3, 1.51038
425, 1, horizontal, attraction, a-b-da, 2, 3, 1, 7, 120, 195, 193, 119, 195, 120, 1, 1.66139
425, 1, horizontal, attraction, a-b-da, 9, 1, 1, 8, 135, 60, 129, 57, 60, 135, 1, 2.58928
425, 1, horizontal, attraction, a-b-da, 5, 1, 1, 9, 60, 135, 135, 60, 132, 58, 1, 1.59164
425, 1, horizontal, filler, NA, 999, 999, 1, 10, 93, 116, 79, 180, 175, 125, 3, 1.18619
425, 1, horizontal, attraction, a-b-db, 9, 2, 1, 11, 165, 90, 90, 165, 86, 157, 2, 1.65205
425, 1, horizontal, attraction, a-b-da, 5, 2, 1, 12, 90, 165, 165, 90, 161, 88, 2, 4.34146
425, 1, horizontal, attraction, a-b-db, 9, 1, 1, 13, 60, 135, 135, 60, 57, 129, 2, 1.61698
425, 1, horizontal, attraction, a-b-db, 5, 3, 1, 14, 195, 120, 117, 190, 120, 195, 2, 1.5382
425, 1, horizontal, attraction, a-b-db, 14, 2, 1, 15, 83, 153, 90, 165, 165, 90, 2, 1.3047
425, 1, horizontal, attraction, a-b-da, 14, 1, 1, 16, 135, 60, 60, 135, 125, 56, 2, 1.2229
425, 1, horizontal, attraction, a-b-db, 2, 1, 1, 17, 59, 134, 60, 135, 135, 60, 2, 1.82306
425, 1, horizontal, attraction, a-b-da, 2, 2, 1, 18, 90, 165, 165, 90, 163, 89, 1, 1.92139
425, 1, horizontal, attraction, a-b-db, 5, 2, 1, 19, 165, 90, 88, 161, 90, 165, 1, 1.65452
425, 1, horizontal, attraction, a-b-db, 5, 1, 1, 20, 58, 132, 135, 60, 60, 135, 2, 1.10257
425, 1, horizontal, attraction, a-b-da, 9, 2, 1, 21, 157, 86, 165, 90, 90, 165, 3, 1.2785
425, 1, horizontal, filler, NA, 999, 999, 1, 22, 67, 168, 183, 96, 140, 123, 3, 2.48389
425, 1, horizontal, filler, NA, 999, 999, 1, 23, 171, 149, 109, 73, 135, 84, 1, 1.36336
425, 1, horizontal, attraction, a-b-da, 14, 2, 1, 24, 90, 165, 165, 90, 153, 83, 1, 2.1975
425, 1, horizontal, filler, NA, 999, 999, 1, 25, 168, 174, 147, 56, 81, 65, 1, 2.13028
425, 1, horizontal, filler, NA, 999, 999, 1, 26, 73, 140, 118, 142, 100, 161, 2, 3.79103
425, 1, horizontal, attraction, a-b-db, 2, 3, 1, 27, 195, 120, 120, 195, 119, 193, 3, 1.39443
425, 1, horizontal, filler, NA, 999, 999, 1, 28, 192, 102, 76, 154, 175, 134, 3, 1.30626
