sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
406, 3, triangle, practice, NA, 999, 999, 0, 1, 154, 166, 95, 57, 76, 85, 1, 2.04402
406, 3, triangle, practice, NA, 999, 999, 0, 2, 183, 154, 125, 133, 192, 109, 1, 3.50156
406, 3, triangle, practice, NA, 999, 999, 0, 3, 56, 73, 191, 157, 173, 150, 2, 2.58739
406, 3, triangle, attraction, a-b-db, 14, 3, 1, 1, 120, 195, 111, 181, 195, 120, 1, 3.57885
406, 3, triangle, attraction, a-b-db, 9, 2, 1, 2, 90, 165, 165, 90, 86, 157, 2, 3.38387
406, 3, triangle, filler, NA, 999, 999, 1, 3, 185, 169, 162, 93, 71, 183, 1, 1.68726
406, 3, triangle, attraction, a-b-da, 14, 1, 1, 4, 125, 56, 60, 135, 135, 60, 3, 2.99271
406, 3, triangle, attraction, a-b-da, 5, 2, 1, 5, 90, 165, 165, 90, 161, 88, 3, 4.20279
406, 3, triangle, attraction, a-b-db, 5, 2, 1, 6, 165, 90, 88, 161, 90, 165, 1, 3.91583
406, 3, triangle, attraction, a-b-db, 5, 3, 1, 7, 195, 120, 117, 190, 120, 195, 1, 5.13565
406, 3, triangle, attraction, a-b-db, 2, 3, 1, 8, 120, 195, 195, 120, 119, 193, 2, 6.4519
406, 3, triangle, attraction, a-b-db, 5, 1, 1, 9, 60, 135, 135, 60, 58, 132, 2, 9.51522
406, 3, triangle, filler, NA, 999, 999, 1, 10, 109, 135, 83, 84, 124, 140, 3, 1.73262
406, 3, triangle, filler, NA, 999, 999, 1, 11, 186, 59, 136, 66, 102, 150, 3, 6.97189
406, 3, triangle, attraction, a-b-da, 2, 3, 1, 12, 120, 195, 193, 119, 195, 120, 2, 4.70961
406, 3, triangle, attraction, a-b-db, 9, 3, 1, 13, 195, 120, 114, 186, 120, 195, 1, 2.89149
406, 3, triangle, filler, NA, 999, 999, 1, 14, 82, 157, 163, 140, 171, 107, 2, 1.8573
406, 3, triangle, attraction, a-b-da, 2, 1, 1, 15, 135, 60, 60, 135, 134, 59, 1, 5.90398
406, 3, triangle, filler, NA, 999, 999, 1, 16, 146, 149, 73, 175, 98, 65, 1, 1.48404
406, 3, triangle, attraction, a-b-db, 9, 1, 1, 17, 57, 129, 135, 60, 60, 135, 3, 2.7883
406, 3, triangle, filler, NA, 999, 999, 1, 18, 168, 74, 185, 108, 143, 93, 2, 2.55869
406, 3, triangle, attraction, a-b-db, 14, 1, 1, 19, 56, 125, 60, 135, 135, 60, 3, 4.16869
406, 3, triangle, attraction, a-b-da, 9, 2, 1, 20, 165, 90, 157, 86, 90, 165, 1, 2.36626
406, 3, triangle, attraction, a-b-da, 14, 2, 1, 21, 165, 90, 153, 83, 90, 165, 1, 2.94491
406, 3, triangle, filler, NA, 999, 999, 1, 22, 168, 185, 66, 194, 127, 167, 1, 1.5399
406, 3, triangle, filler, NA, 999, 999, 1, 23, 114, 127, 59, 140, 166, 134, 3, 1.73727
406, 3, triangle, attraction, a-b-db, 2, 2, 1, 24, 89, 163, 165, 90, 90, 165, 2, 5.08641
406, 3, triangle, attraction, a-b-da, 5, 3, 1, 25, 190, 117, 195, 120, 120, 195, 2, 4.70007
406, 3, triangle, attraction, a-b-db, 2, 1, 1, 26, 60, 135, 59, 134, 135, 60, 3, 6.78423
406, 3, triangle, attraction, a-b-da, 5, 1, 1, 27, 135, 60, 60, 135, 132, 58, 1, 4.59458
406, 3, triangle, attraction, a-b-da, 14, 3, 1, 28, 181, 111, 120, 195, 195, 120, 2, 8.57145
406, 3, triangle, filler, NA, 999, 999, 1, 29, 70, 105, 76, 67, 75, 71, 1, 1.81111
406, 3, triangle, filler, NA, 999, 999, 1, 30, 91, 127, 182, 142, 178, 161, 3, 1.5923
406, 3, triangle, attraction, a-b-da, 9, 3, 1, 31, 195, 120, 186, 114, 120, 195, 1, 3.45961
406, 3, triangle, attraction, a-b-db, 14, 2, 1, 32, 90, 165, 83, 153, 165, 90, 3, 2.51292
406, 3, triangle, attraction, a-b-da, 2, 2, 1, 33, 163, 89, 90, 165, 165, 90, 3, 4.19193
406, 3, triangle, attraction, a-b-da, 9, 1, 1, 34, 129, 57, 60, 135, 135, 60, 3, 2.9853
406, 3, triangle, filler, NA, 999, 999, 2, 1, 57, 81, 188, 72, 64, 165, 2, 2.08486
406, 3, triangle, attraction, a-b-da, 9, 1, 2, 2, 60, 135, 135, 60, 129, 57, 3, 3.22564
406, 3, triangle, attraction, a-b-db, 14, 2, 2, 3, 165, 90, 90, 165, 83, 153, 1, 1.90632
406, 3, triangle, filler, NA, 999, 999, 2, 4, 191, 189, 186, 77, 174, 90, 1, 1.66353
406, 3, triangle, attraction, a-b-da, 9, 2, 2, 5, 90, 165, 157, 86, 165, 90, 3, 2.12168
406, 3, triangle, attraction, a-b-db, 5, 1, 2, 6, 58, 132, 135, 60, 60, 135, 3, 5.14202
406, 3, triangle, attraction, a-b-db, 9, 2, 2, 7, 86, 157, 165, 90, 90, 165, 3, 3.63266
406, 3, triangle, filler, NA, 999, 999, 2, 8, 91, 134, 113, 71, 161, 117, 3, 1.76171
406, 3, triangle, attraction, a-b-da, 2, 3, 2, 9, 120, 195, 193, 119, 195, 120, 3, 1.61488
406, 3, triangle, filler, NA, 999, 999, 2, 10, 167, 178, 170, 105, 92, 165, 1, 1.28018
406, 3, triangle, attraction, a-b-db, 9, 3, 2, 11, 195, 120, 114, 186, 120, 195, 3, 2.83096
406, 3, triangle, filler, NA, 999, 999, 2, 12, 86, 171, 186, 129, 102, 128, 2, 1.6002
406, 3, triangle, attraction, a-b-da, 9, 3, 2, 13, 186, 114, 120, 195, 195, 120, 3, 4.16436
406, 3, triangle, filler, NA, 999, 999, 2, 14, 77, 151, 180, 116, 193, 189, 3, 2.42905
406, 3, triangle, filler, NA, 999, 999, 2, 15, 68, 82, 140, 135, 79, 128, 2, 1.71833
406, 3, triangle, attraction, a-b-db, 2, 1, 2, 16, 60, 135, 59, 134, 135, 60, 3, 1.83034
406, 3, triangle, attraction, a-b-da, 5, 2, 2, 17, 165, 90, 161, 88, 90, 165, 1, 3.32454
406, 3, triangle, filler, NA, 999, 999, 2, 18, 164, 160, 104, 155, 162, 136, 1, 1.62865
406, 3, triangle, attraction, a-b-da, 5, 3, 2, 19, 120, 195, 190, 117, 195, 120, 3, 2.11807
406, 3, triangle, attraction, a-b-da, 2, 2, 2, 20, 90, 165, 165, 90, 163, 89, 2, 3.37051
406, 3, triangle, attraction, a-b-da, 14, 2, 2, 21, 90, 165, 165, 90, 153, 83, 1, 6.1331
406, 3, triangle, attraction, a-b-db, 5, 3, 2, 22, 117, 190, 195, 120, 120, 195, 3, 2.11927
406, 3, triangle, filler, NA, 999, 999, 2, 23, 101, 87, 129, 95, 56, 164, 2, 5.76461
406, 3, triangle, attraction, a-b-da, 14, 1, 2, 24, 60, 135, 125, 56, 135, 60, 3, 2.57464
406, 3, triangle, attraction, a-b-da, 5, 1, 2, 25, 60, 135, 132, 58, 135, 60, 3, 1.89095
406, 3, triangle, attraction, a-b-db, 2, 2, 2, 26, 165, 90, 90, 165, 89, 163, 1, 2.07404
406, 3, triangle, attraction, a-b-db, 5, 2, 2, 27, 90, 165, 88, 161, 165, 90, 1, 3.76779
406, 3, triangle, filler, NA, 999, 999, 2, 28, 113, 95, 133, 134, 69, 152, 2, 1.54757
406, 3, triangle, attraction, a-b-db, 14, 3, 2, 29, 120, 195, 111, 181, 195, 120, 3, 1.88105
406, 3, triangle, attraction, a-b-db, 9, 1, 2, 30, 57, 129, 60, 135, 135, 60, 3, 2.86325
406, 3, triangle, attraction, a-b-db, 2, 3, 2, 31, 195, 120, 120, 195, 119, 193, 1, 3.36041
406, 3, triangle, attraction, a-b-db, 14, 1, 2, 32, 56, 125, 60, 135, 135, 60, 3, 2.71579
406, 3, triangle, attraction, a-b-da, 2, 1, 2, 33, 60, 135, 135, 60, 134, 59, 3, 3.93728
406, 3, triangle, attraction, a-b-da, 14, 3, 2, 34, 195, 120, 120, 195, 181, 111, 1, 1.86998
406, 3, triangle, filler, NA, 999, 999, 3, 1, 64, 135, 90, 104, 91, 174, 3, 1.68379
406, 3, triangle, attraction, a-b-db, 2, 1, 3, 2, 59, 134, 135, 60, 60, 135, 2, 2.65851
406, 3, triangle, attraction, a-b-da, 5, 3, 3, 3, 195, 120, 190, 117, 120, 195, 1, 3.41821
406, 3, triangle, attraction, a-b-da, 9, 2, 3, 4, 165, 90, 90, 165, 157, 86, 1, 5.3959
406, 3, triangle, attraction, a-b-da, 5, 1, 3, 5, 132, 58, 135, 60, 60, 135, 3, 1.94834
406, 3, triangle, attraction, a-b-db, 14, 3, 3, 6, 120, 195, 195, 120, 111, 181, 2, 2.20266
406, 3, triangle, filler, NA, 999, 999, 3, 7, 125, 152, 108, 147, 134, 109, 1, 1.65144
406, 3, triangle, filler, NA, 999, 999, 3, 8, 187, 86, 104, 98, 64, 134, 1, 2.88168
406, 3, triangle, attraction, a-b-db, 14, 2, 3, 9, 165, 90, 83, 153, 90, 165, 3, 2.59371
406, 3, triangle, filler, NA, 999, 999, 3, 10, 96, 181, 81, 131, 165, 114, 3, 2.25845
406, 3, triangle, attraction, a-b-db, 2, 2, 3, 11, 90, 165, 89, 163, 165, 90, 3, 3.2905
406, 3, triangle, attraction, a-b-da, 14, 2, 3, 12, 153, 83, 165, 90, 90, 165, 3, 3.76308
406, 3, triangle, attraction, a-b-db, 5, 2, 3, 13, 165, 90, 88, 161, 90, 165, 1, 2.14819
406, 3, triangle, filler, NA, 999, 999, 3, 14, 85, 92, 159, 108, 190, 186, 3, 1.24074
406, 3, triangle, attraction, a-b-db, 14, 1, 3, 15, 135, 60, 60, 135, 56, 125, 1, 1.54772
406, 3, triangle, attraction, a-b-da, 9, 3, 3, 16, 120, 195, 186, 114, 195, 120, 1, 2.03099
406, 3, triangle, attraction, a-b-da, 14, 3, 3, 17, 181, 111, 195, 120, 120, 195, 2, 2.2635
406, 3, triangle, attraction, a-b-db, 5, 1, 3, 18, 60, 135, 58, 132, 135, 60, 3, 2.74369
406, 3, triangle, attraction, a-b-da, 2, 2, 3, 19, 90, 165, 163, 89, 165, 90, 3, 1.9238
406, 3, triangle, filler, NA, 999, 999, 3, 20, 91, 117, 143, 116, 145, 57, 2, 1.38615
406, 3, triangle, attraction, a-b-da, 14, 1, 3, 21, 125, 56, 135, 60, 60, 135, 3, 1.83675
406, 3, triangle, attraction, a-b-db, 9, 3, 3, 22, 114, 186, 120, 195, 195, 120, 3, 1.90008
406, 3, triangle, attraction, a-b-da, 5, 2, 3, 23, 90, 165, 165, 90, 161, 88, 1, 2.0353
406, 3, triangle, attraction, a-b-da, 2, 3, 3, 24, 195, 120, 120, 195, 193, 119, 1, 2.85168
406, 3, triangle, filler, NA, 999, 999, 3, 25, 89, 60, 102, 165, 172, 158, 3, 1.32473
406, 3, triangle, filler, NA, 999, 999, 3, 26, 139, 174, 56, 128, 108, 104, 1, 1.52973
406, 3, triangle, attraction, a-b-db, 5, 3, 3, 27, 120, 195, 117, 190, 195, 120, 3, 3.81513
406, 3, triangle, attraction, a-b-da, 9, 1, 3, 28, 129, 57, 60, 135, 135, 60, 3, 2.73579
406, 3, triangle, attraction, a-b-db, 2, 3, 3, 29, 195, 120, 119, 193, 120, 195, 3, 2.89181
406, 3, triangle, attraction, a-b-db, 9, 1, 3, 30, 60, 135, 135, 60, 57, 129, 3, 2.82745
406, 3, triangle, attraction, a-b-db, 9, 2, 3, 31, 86, 157, 165, 90, 90, 165, 3, 1.91506
406, 3, triangle, filler, NA, 999, 999, 3, 32, 155, 116, 143, 154, 119, 188, 3, 3.31211
406, 3, triangle, attraction, a-b-da, 2, 1, 3, 33, 134, 59, 135, 60, 60, 135, 2, 3.63941
406, 3, triangle, filler, NA, 999, 999, 3, 34, 145, 154, 129, 140, 114, 131, 1, 1.78329
406, 3, triangle, attraction, a-b-da, 2, 2, 4, 1, 163, 89, 90, 165, 165, 90, 3, 3.25837
406, 3, triangle, attraction, a-b-da, 9, 1, 4, 2, 129, 57, 60, 135, 135, 60, 3, 3.94487
406, 3, triangle, attraction, a-b-db, 5, 3, 4, 3, 117, 190, 195, 120, 120, 195, 2, 3.59769
406, 3, triangle, filler, NA, 999, 999, 4, 4, 159, 119, 112, 179, 195, 159, 3, 1.42313
406, 3, triangle, filler, NA, 999, 999, 4, 5, 137, 194, 63, 169, 109, 102, 1, 1.36164
406, 3, triangle, filler, NA, 999, 999, 4, 6, 192, 85, 75, 62, 102, 194, 3, 1.55097
406, 3, triangle, attraction, a-b-db, 5, 1, 4, 7, 60, 135, 135, 60, 58, 132, 2, 4.60317
406, 3, triangle, filler, NA, 999, 999, 4, 8, 139, 117, 71, 95, 100, 184, 3, 3.29108
406, 3, triangle, attraction, a-b-db, 14, 2, 4, 9, 165, 90, 90, 165, 83, 153, 2, 1.93876
406, 3, triangle, attraction, a-b-db, 9, 2, 4, 10, 90, 165, 86, 157, 165, 90, 3, 1.55883
406, 3, triangle, attraction, a-b-da, 5, 1, 4, 11, 132, 58, 60, 135, 135, 60, 2, 2.26085
406, 3, triangle, filler, NA, 999, 999, 4, 12, 144, 137, 90, 164, 187, 181, 3, 1.29792
406, 3, triangle, attraction, a-b-db, 5, 2, 4, 13, 88, 161, 90, 165, 165, 90, 2, 1.92797
406, 3, triangle, filler, NA, 999, 999, 4, 14, 108, 129, 67, 151, 112, 161, 3, 3.06211
406, 3, triangle, attraction, a-b-da, 2, 3, 4, 15, 195, 120, 120, 195, 193, 119, 2, 2.04431
406, 3, triangle, filler, NA, 999, 999, 4, 16, 107, 123, 98, 114, 94, 133, 1, 3.23783
406, 3, triangle, attraction, a-b-db, 9, 3, 4, 17, 120, 195, 195, 120, 114, 186, 3, 2.37496
406, 3, triangle, attraction, a-b-da, 14, 1, 4, 18, 60, 135, 135, 60, 125, 56, 2, 2.45804
406, 3, triangle, attraction, a-b-da, 5, 2, 4, 19, 165, 90, 161, 88, 90, 165, 3, 2.92887
406, 3, triangle, attraction, a-b-da, 14, 3, 4, 20, 181, 111, 120, 195, 195, 120, 2, 3.52693
406, 3, triangle, attraction, a-b-db, 2, 1, 4, 21, 135, 60, 60, 135, 59, 134, 1, 2.19528
406, 3, triangle, filler, NA, 999, 999, 4, 22, 186, 111, 61, 116, 103, 69, 1, 1.50414
406, 3, triangle, attraction, a-b-db, 14, 1, 4, 23, 56, 125, 135, 60, 60, 135, 3, 1.55504
406, 3, triangle, attraction, a-b-db, 2, 3, 4, 24, 195, 120, 119, 193, 120, 195, 1, 1.99231
406, 3, triangle, attraction, a-b-da, 9, 3, 4, 25, 186, 114, 120, 195, 195, 120, 2, 1.68964
406, 3, triangle, filler, NA, 999, 999, 4, 26, 173, 144, 155, 60, 141, 94, 1, 1.23464
406, 3, triangle, attraction, a-b-da, 5, 3, 4, 27, 120, 195, 190, 117, 195, 120, 1, 1.93859
406, 3, triangle, filler, NA, 999, 999, 4, 28, 174, 112, 152, 136, 60, 63, 2, 1.33394
406, 3, triangle, attraction, a-b-da, 2, 1, 4, 29, 60, 135, 135, 60, 134, 59, 1, 1.81198
406, 3, triangle, attraction, a-b-db, 14, 3, 4, 30, 195, 120, 111, 181, 120, 195, 3, 2.10096
406, 3, triangle, attraction, a-b-da, 14, 2, 4, 31, 165, 90, 90, 165, 153, 83, 1, 2.50788
406, 3, triangle, attraction, a-b-db, 2, 2, 4, 32, 165, 90, 89, 163, 90, 165, 3, 3.10581
406, 3, triangle, attraction, a-b-da, 9, 2, 4, 33, 165, 90, 157, 86, 90, 165, 3, 1.58232
406, 3, triangle, attraction, a-b-db, 9, 1, 4, 34, 135, 60, 60, 135, 57, 129, 2, 2.6403
