sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
149, 4, horizontal, practice, NA, 999, 999, 0, 1, 60, 146, 180, 99, 62, 144, 2, 3.39458
149, 4, horizontal, practice, NA, 999, 999, 0, 2, 86, 142, 133, 111, 96, 106, 2, 8.53306
149, 4, horizontal, practice, NA, 999, 999, 0, 3, 100, 60, 167, 141, 187, 152, 3, 1.99562
149, 4, horizontal, attraction, a-b-db, 14, 3, 1, 1, 120, 195, 195, 120, 111, 181, 1, 1.80777
149, 4, horizontal, attraction, a-b-db, 14, 2, 1, 2, 165, 90, 90, 165, 83, 153, 2, 2.4899
149, 4, horizontal, filler, NA, 999, 999, 1, 3, 72, 98, 166, 76, 77, 128, 2, 2.65057
149, 4, horizontal, attraction, a-b-da, 2, 2, 1, 4, 163, 89, 90, 165, 165, 90, 3, 2.90819
149, 4, horizontal, attraction, a-b-da, 9, 2, 1, 5, 157, 86, 165, 90, 90, 165, 3, 3.19494
149, 4, horizontal, attraction, a-b-db, 9, 2, 1, 6, 86, 157, 90, 165, 165, 90, 2, 2.84363
149, 4, horizontal, attraction, a-b-da, 2, 1, 1, 7, 60, 135, 135, 60, 134, 59, 1, 2.47822
149, 4, horizontal, attraction, a-b-da, 2, 3, 1, 8, 193, 119, 120, 195, 195, 120, 3, 3.88462
149, 4, horizontal, attraction, a-b-da, 5, 3, 1, 9, 190, 117, 195, 120, 120, 195, 3, 1.70176
149, 4, horizontal, attraction, a-b-db, 5, 3, 1, 10, 195, 120, 120, 195, 117, 190, 2, 2.01096
149, 4, horizontal, filler, NA, 999, 999, 1, 11, 111, 195, 168, 136, 188, 172, 3, 2.16871
149, 4, horizontal, attraction, a-b-db, 2, 3, 1, 12, 195, 120, 119, 193, 120, 195, 1, 2.05965
149, 4, horizontal, attraction, a-b-db, 2, 1, 1, 13, 135, 60, 60, 135, 59, 134, 2, 4.39521
149, 4, horizontal, attraction, a-b-da, 14, 3, 1, 14, 181, 111, 120, 195, 195, 120, 3, 2.90323
149, 4, horizontal, filler, NA, 999, 999, 1, 15, 168, 64, 61, 139, 85, 149, 3, 2.77419
149, 4, horizontal, filler, NA, 999, 999, 1, 16, 139, 148, 75, 79, 79, 69, 1, 1.50655
149, 4, horizontal, attraction, a-b-da, 14, 2, 1, 17, 90, 165, 153, 83, 165, 90, 1, 1.56884
149, 4, horizontal, filler, NA, 999, 999, 1, 18, 132, 92, 64, 123, 193, 143, 3, 1.25961
149, 4, horizontal, attraction, a-b-da, 5, 2, 1, 19, 90, 165, 161, 88, 165, 90, 3, 3.01404
149, 4, horizontal, attraction, a-b-db, 5, 2, 1, 20, 165, 90, 90, 165, 88, 161, 2, 2.10163
