sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
1, 1, horizontal, practice, NA, 999, 999, 0, 1, 102, 195, 85, 82, 161, 148, 3, 4.19678
1, 1, horizontal, practice, NA, 999, 999, 0, 2, 92, 100, 158, 77, 122, 64, 2, 3.29778
1, 1, horizontal, practice, NA, 999, 999, 0, 3, 75, 134, 141, 67, 132, 67, 1, 4.85765
1, 1, horizontal, attraction, a-b-db, 2, 2, 1, 1, 90, 165, 165, 90, 89, 163, 2, 2.83538
1, 1, horizontal, attraction, a-b-db, 14, 3, 1, 2, 120, 195, 195, 120, 111, 181, 1, 5.37193
1, 1, horizontal, attraction, a-b-db, 14, 2, 1, 3, 165, 90, 83, 153, 90, 165, 1, 2.6282
1, 1, horizontal, attraction, a-b-da, 2, 2, 1, 4, 90, 165, 165, 90, 163, 89, 2, 3.389
1, 1, horizontal, filler, NA, 999, 999, 1, 5, 102, 58, 73, 70, 122, 95, 3, 1.72695
1, 1, horizontal, attraction, a-b-da, 9, 3, 1, 6, 120, 195, 195, 120, 186, 114, 2, 2.13506
1, 1, horizontal, filler, NA, 999, 999, 1, 7, 127, 96, 173, 173, 138, 95, 2, 1.92243
1, 1, horizontal, filler, NA, 999, 999, 1, 8, 56, 167, 178, 78, 158, 59, 2, 2.21762
1, 1, horizontal, filler, NA, 999, 999, 1, 9, 124, 193, 194, 73, 95, 193, 1, 1.68027
1, 1, horizontal, attraction, a-b-da, 5, 3, 1, 10, 190, 117, 195, 120, 120, 195, 3, 2.00079
1, 1, horizontal, attraction, a-b-db, 9, 3, 1, 11, 195, 120, 114, 186, 120, 195, 1, 3.17166
1, 1, horizontal, attraction, a-b-db, 2, 1, 1, 12, 59, 134, 60, 135, 135, 60, 3, 4.62321
1, 1, horizontal, attraction, a-b-da, 5, 1, 1, 13, 60, 135, 135, 60, 132, 58, 1, 1.50182
1, 1, horizontal, attraction, a-b-db, 14, 1, 1, 14, 135, 60, 56, 125, 60, 135, 3, 4.43532
1, 1, horizontal, attraction, a-b-da, 14, 1, 1, 15, 125, 56, 60, 135, 135, 60, 2, 3.66633
1, 1, horizontal, filler, NA, 999, 999, 1, 16, 162, 166, 168, 103, 112, 69, 1, 1.82463
1, 1, horizontal, attraction, a-b-da, 14, 3, 1, 17, 181, 111, 120, 195, 195, 120, 3, 1.76572
1, 1, horizontal, filler, NA, 999, 999, 1, 18, 105, 167, 79, 104, 56, 118, 1, 2.37598
1, 1, horizontal, attraction, a-b-da, 9, 2, 1, 19, 157, 86, 90, 165, 165, 90, 2, 1.59511
1, 1, horizontal, filler, NA, 999, 999, 1, 20, 194, 130, 158, 160, 115, 143, 2, 1.71011
1, 1, horizontal, attraction, a-b-db, 9, 2, 1, 21, 165, 90, 86, 157, 90, 165, 1, 1.93099
1, 1, horizontal, attraction, a-b-da, 14, 2, 1, 22, 90, 165, 165, 90, 153, 83, 2, 1.88176
1, 1, horizontal, attraction, a-b-db, 9, 1, 1, 23, 135, 60, 60, 135, 57, 129, 2, 3.12705
1, 1, horizontal, attraction, a-b-da, 2, 3, 1, 24, 120, 195, 193, 119, 195, 120, 1, 2.74834
1, 1, horizontal, filler, NA, 999, 999, 1, 25, 171, 150, 114, 115, 172, 159, 1, 1.68935
1, 1, horizontal, filler, NA, 999, 999, 1, 26, 115, 169, 73, 114, 144, 129, 1, 3.79091
1, 1, horizontal, attraction, a-b-db, 5, 3, 1, 27, 195, 120, 117, 190, 120, 195, 1, 1.77613
1, 1, horizontal, attraction, a-b-db, 5, 1, 1, 28, 60, 135, 135, 60, 58, 132, 3, 2.12422
1, 1, horizontal, attraction, a-b-db, 5, 2, 1, 29, 165, 90, 90, 165, 88, 161, 1, 2.68149
1, 1, horizontal, attraction, a-b-da, 2, 1, 1, 30, 60, 135, 135, 60, 134, 59, 2, 2.44637
1, 1, horizontal, filler, NA, 999, 999, 1, 31, 188, 76, 116, 136, 79, 74, 2, 1.37568
1, 1, horizontal, attraction, a-b-db, 2, 3, 1, 32, 195, 120, 119, 193, 120, 195, 1, 2.11486
1, 1, horizontal, attraction, a-b-da, 5, 2, 1, 33, 165, 90, 161, 88, 90, 165, 1, 2.41525
1, 1, horizontal, attraction, a-b-da, 9, 1, 1, 34, 135, 60, 129, 57, 60, 135, 3, 3.18477
1, 1, horizontal, attraction, a-b-db, 2, 2, 2, 1, 89, 163, 90, 165, 165, 90, 2, 2.0607
1, 1, horizontal, filler, NA, 999, 999, 2, 2, 105, 63, 168, 107, 175, 106, 2, 1.61138
1, 1, horizontal, filler, NA, 999, 999, 2, 3, 160, 133, 170, 171, 183, 129, 2, 2.03742
1, 1, horizontal, filler, NA, 999, 999, 2, 4, 127, 111, 136, 166, 160, 114, 2, 1.36873
1, 1, horizontal, filler, NA, 999, 999, 2, 5, 133, 164, 61, 140, 183, 138, 3, 1.34643
1, 1, horizontal, attraction, a-b-db, 5, 3, 2, 6, 195, 120, 117, 190, 120, 195, 2, 1.95817
1, 1, horizontal, attraction, a-b-db, 9, 3, 2, 7, 120, 195, 195, 120, 114, 186, 1, 2.84966
1, 1, horizontal, attraction, a-b-db, 9, 2, 2, 8, 90, 165, 86, 157, 165, 90, 3, 3.0093
1, 1, horizontal, filler, NA, 999, 999, 2, 9, 111, 186, 107, 93, 156, 69, 1, 2.91609
1, 1, horizontal, attraction, a-b-db, 5, 1, 2, 10, 58, 132, 135, 60, 60, 135, 3, 2.33743
1, 1, horizontal, attraction, a-b-da, 2, 3, 2, 11, 120, 195, 193, 119, 195, 120, 1, 2.08549
1, 1, horizontal, attraction, a-b-da, 14, 1, 2, 12, 60, 135, 125, 56, 135, 60, 2, 2.9895
1, 1, horizontal, attraction, a-b-da, 2, 2, 2, 13, 163, 89, 90, 165, 165, 90, 2, 4.19987
1, 1, horizontal, attraction, a-b-da, 5, 2, 2, 14, 161, 88, 90, 165, 165, 90, 3, 1.83969
1, 1, horizontal, filler, NA, 999, 999, 2, 15, 191, 101, 76, 107, 139, 104, 1, 1.61803
1, 1, horizontal, attraction, a-b-da, 5, 1, 2, 16, 132, 58, 60, 135, 135, 60, 2, 1.65791
1, 1, horizontal, filler, NA, 999, 999, 2, 17, 60, 124, 182, 154, 99, 165, 2, 2.32285
1, 1, horizontal, attraction, a-b-da, 14, 3, 2, 18, 181, 111, 195, 120, 120, 195, 2, 6.59942
1, 1, horizontal, attraction, a-b-db, 9, 1, 2, 19, 135, 60, 60, 135, 57, 129, 1, 2.5035
1, 1, horizontal, attraction, a-b-da, 9, 1, 2, 20, 129, 57, 60, 135, 135, 60, 2, 1.60719
1, 1, horizontal, attraction, a-b-db, 14, 1, 2, 21, 60, 135, 56, 125, 135, 60, 3, 1.44025
1, 1, horizontal, filler, NA, 999, 999, 2, 22, 176, 122, 121, 118, 73, 191, 1, 1.69011
1, 1, horizontal, filler, NA, 999, 999, 2, 23, 148, 85, 77, 149, 161, 130, 3, 1.47423
1, 1, horizontal, attraction, a-b-da, 2, 1, 2, 24, 135, 60, 134, 59, 60, 135, 3, 1.86539
1, 1, horizontal, attraction, a-b-da, 5, 3, 2, 25, 190, 117, 120, 195, 195, 120, 2, 1.65454
1, 1, horizontal, attraction, a-b-db, 14, 3, 2, 26, 111, 181, 195, 120, 120, 195, 1, 1.81525
1, 1, horizontal, attraction, a-b-da, 9, 2, 2, 27, 90, 165, 157, 86, 165, 90, 1, 2.0643
1, 1, horizontal, attraction, a-b-da, 14, 2, 2, 28, 90, 165, 165, 90, 153, 83, 1, 1.40794
1, 1, horizontal, attraction, a-b-db, 14, 2, 2, 29, 165, 90, 83, 153, 90, 165, 3, 1.36941
1, 1, horizontal, attraction, a-b-db, 2, 1, 2, 30, 59, 134, 135, 60, 60, 135, 1, 1.28593
1, 1, horizontal, attraction, a-b-db, 5, 2, 2, 31, 90, 165, 165, 90, 88, 161, 1, 1.63808
1, 1, horizontal, filler, NA, 999, 999, 2, 32, 92, 101, 134, 189, 94, 123, 2, 1.61452
1, 1, horizontal, attraction, a-b-da, 9, 3, 2, 33, 120, 195, 186, 114, 195, 120, 1, 2.16826
1, 1, horizontal, attraction, a-b-db, 2, 3, 2, 34, 195, 120, 120, 195, 119, 193, 2, 1.55493
1, 1, horizontal, attraction, a-b-db, 14, 3, 3, 1, 195, 120, 120, 195, 111, 181, 2, 1.56522
1, 1, horizontal, attraction, a-b-da, 5, 1, 3, 2, 60, 135, 132, 58, 135, 60, 1, 1.84985
1, 1, horizontal, attraction, a-b-da, 14, 2, 3, 3, 153, 83, 90, 165, 165, 90, 2, 1.48389
1, 1, horizontal, attraction, a-b-da, 14, 1, 3, 4, 135, 60, 60, 135, 125, 56, 1, 5.56736
1, 1, horizontal, filler, NA, 999, 999, 3, 5, 82, 154, 107, 121, 123, 87, 1, 2.55377
1, 1, horizontal, attraction, a-b-da, 2, 3, 3, 6, 120, 195, 195, 120, 193, 119, 2, 2.2307
1, 1, horizontal, attraction, a-b-db, 2, 3, 3, 7, 119, 193, 195, 120, 120, 195, 1, 3.23427
1, 1, horizontal, attraction, a-b-db, 5, 1, 3, 8, 58, 132, 135, 60, 60, 135, 2, 1.51219
1, 1, horizontal, filler, NA, 999, 999, 3, 9, 105, 184, 101, 190, 193, 131, 3, 1.78958
1, 1, horizontal, attraction, a-b-db, 9, 2, 3, 10, 165, 90, 90, 165, 86, 157, 1, 9.4591
1, 1, horizontal, attraction, a-b-db, 14, 1, 3, 11, 60, 135, 135, 60, 56, 125, 2, 2.16098
1, 1, horizontal, filler, NA, 999, 999, 3, 12, 68, 60, 93, 176, 62, 186, 2, 1.61926
1, 1, horizontal, attraction, a-b-db, 5, 2, 3, 13, 88, 161, 90, 165, 165, 90, 1, 6.901
1, 1, horizontal, filler, NA, 999, 999, 3, 14, 192, 184, 178, 84, 105, 113, 1, 1.60173
1, 1, horizontal, attraction, a-b-db, 14, 2, 3, 15, 83, 153, 165, 90, 90, 165, 2, 4.0055
1, 1, horizontal, filler, NA, 999, 999, 3, 16, 192, 99, 97, 135, 80, 101, 1, 1.58791
1, 1, horizontal, attraction, a-b-db, 5, 3, 3, 17, 120, 195, 117, 190, 195, 120, 3, 1.93573
1, 1, horizontal, attraction, a-b-da, 2, 2, 3, 18, 90, 165, 163, 89, 165, 90, 2, 2.50062
1, 1, horizontal, attraction, a-b-da, 2, 1, 3, 19, 60, 135, 134, 59, 135, 60, 1, 2.82416
1, 1, horizontal, attraction, a-b-da, 14, 3, 3, 20, 181, 111, 120, 195, 195, 120, 3, 4.40184
1, 1, horizontal, filler, NA, 999, 999, 3, 21, 91, 131, 101, 142, 166, 171, 3, 1.48551
1, 1, horizontal, filler, NA, 999, 999, 3, 22, 74, 152, 158, 59, 126, 95, 3, 2.25848
1, 1, horizontal, attraction, a-b-da, 9, 3, 3, 23, 195, 120, 120, 195, 186, 114, 1, 2.29158
1, 1, horizontal, filler, NA, 999, 999, 3, 24, 177, 99, 191, 93, 87, 102, 2, 3.17772
1, 1, horizontal, attraction, a-b-da, 5, 3, 3, 25, 120, 195, 195, 120, 190, 117, 1, 2.70051
1, 1, horizontal, attraction, a-b-db, 9, 1, 3, 26, 60, 135, 57, 129, 135, 60, 3, 2.13201
1, 1, horizontal, attraction, a-b-da, 9, 1, 3, 27, 60, 135, 135, 60, 129, 57, 2, 6.62923
1, 1, horizontal, attraction, a-b-da, 5, 2, 3, 28, 161, 88, 90, 165, 165, 90, 1, 3.38429
1, 1, horizontal, attraction, a-b-db, 9, 3, 3, 29, 114, 186, 195, 120, 120, 195, 2, 2.16956
1, 1, horizontal, attraction, a-b-da, 9, 2, 3, 30, 157, 86, 165, 90, 90, 165, 3, 1.41187
1, 1, horizontal, filler, NA, 999, 999, 3, 31, 145, 91, 147, 56, 173, 58, 1, 1.26143
1, 1, horizontal, attraction, a-b-db, 2, 2, 3, 32, 89, 163, 165, 90, 90, 165, 1, 1.12659
1, 1, horizontal, attraction, a-b-db, 2, 1, 3, 33, 135, 60, 60, 135, 59, 134, 1, 1.28545
1, 1, horizontal, filler, NA, 999, 999, 3, 34, 167, 101, 91, 169, 112, 172, 1, 1.21217
1, 1, horizontal, filler, NA, 999, 999, 4, 1, 171, 128, 178, 178, 119, 189, 2, 0.967785
1, 1, horizontal, attraction, a-b-db, 5, 3, 4, 2, 195, 120, 120, 195, 117, 190, 1, 1.22674
1, 1, horizontal, attraction, a-b-db, 2, 3, 4, 3, 195, 120, 120, 195, 119, 193, 2, 1.04975
1, 1, horizontal, attraction, a-b-da, 5, 1, 4, 4, 60, 135, 135, 60, 132, 58, 1, 1.41866
1, 1, horizontal, attraction, a-b-db, 2, 1, 4, 5, 59, 134, 135, 60, 60, 135, 2, 1.46051
1, 1, horizontal, attraction, a-b-db, 9, 3, 4, 6, 120, 195, 195, 120, 114, 186, 2, 1.20468
1, 1, horizontal, attraction, a-b-da, 2, 3, 4, 7, 120, 195, 193, 119, 195, 120, 2, 1.82467
1, 1, horizontal, attraction, a-b-db, 14, 2, 4, 8, 165, 90, 83, 153, 90, 165, 3, 2.1997
1, 1, horizontal, attraction, a-b-da, 9, 3, 4, 9, 195, 120, 120, 195, 186, 114, 2, 1.68269
1, 1, horizontal, filler, NA, 999, 999, 4, 10, 83, 160, 146, 71, 193, 113, 3, 1.71233
1, 1, horizontal, attraction, a-b-da, 14, 2, 4, 11, 153, 83, 90, 165, 165, 90, 3, 1.70491
1, 1, horizontal, attraction, a-b-db, 5, 2, 4, 12, 88, 161, 165, 90, 90, 165, 3, 3.50295
1, 1, horizontal, attraction, a-b-db, 14, 1, 4, 13, 56, 125, 60, 135, 135, 60, 3, 1.49139
1, 1, horizontal, filler, NA, 999, 999, 4, 14, 127, 135, 174, 87, 69, 106, 2, 4.38617
1, 1, horizontal, filler, NA, 999, 999, 4, 15, 88, 170, 171, 100, 57, 173, 2, 1.82578
1, 1, horizontal, attraction, a-b-da, 5, 2, 4, 16, 161, 88, 165, 90, 90, 165, 3, 1.40349
1, 1, horizontal, attraction, a-b-db, 9, 2, 4, 17, 90, 165, 86, 157, 165, 90, 1, 2.93448
1, 1, horizontal, filler, NA, 999, 999, 4, 18, 102, 90, 165, 80, 173, 154, 3, 1.20317
1, 1, horizontal, attraction, a-b-db, 14, 3, 4, 19, 111, 181, 120, 195, 195, 120, 2, 1.78122
1, 1, horizontal, filler, NA, 999, 999, 4, 20, 172, 91, 176, 170, 163, 192, 2, 1.29745
1, 1, horizontal, attraction, a-b-da, 14, 3, 4, 21, 195, 120, 181, 111, 120, 195, 1, 1.75225
1, 1, horizontal, attraction, a-b-da, 14, 1, 4, 22, 135, 60, 60, 135, 125, 56, 2, 1.64434
1, 1, horizontal, filler, NA, 999, 999, 4, 23, 126, 142, 74, 188, 122, 192, 3, 1.49221
1, 1, horizontal, attraction, a-b-da, 9, 2, 4, 24, 157, 86, 90, 165, 165, 90, 2, 1.71625
1, 1, horizontal, attraction, a-b-db, 9, 1, 4, 25, 60, 135, 135, 60, 57, 129, 2, 2.16029
1, 1, horizontal, filler, NA, 999, 999, 4, 26, 73, 128, 151, 168, 156, 133, 2, 1.45449
