sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
453, 1, horizontal, practice, NA, 999, 999, 0, 1, 107, 121, 175, 156, 63, 132, 2, 3.26334
453, 1, horizontal, practice, NA, 999, 999, 0, 2, 131, 173, 183, 76, 167, 194, 3, 2.79897
453, 1, horizontal, practice, NA, 999, 999, 0, 3, 141, 59, 65, 173, 140, 182, 3, 2.64048
453, 1, horizontal, attraction, a-b-db, 5, 1, 1, 1, 58, 132, 60, 135, 135, 60, 2, 5.60568
453, 1, horizontal, attraction, a-b-da, 9, 1, 1, 2, 135, 60, 129, 57, 60, 135, 3, 3.77911
453, 1, horizontal, filler, NA, 999, 999, 1, 3, 80, 142, 114, 104, 119, 89, 1, 2.1601
453, 1, horizontal, filler, NA, 999, 999, 1, 4, 133, 108, 164, 57, 159, 194, 3, 1.65878
453, 1, horizontal, attraction, a-b-da, 2, 3, 1, 5, 193, 119, 120, 195, 195, 120, 2, 3.25915
453, 1, horizontal, filler, NA, 999, 999, 1, 6, 140, 105, 186, 130, 73, 75, 2, 2.06584
453, 1, horizontal, attraction, a-b-da, 2, 2, 1, 7, 165, 90, 163, 89, 90, 165, 3, 2.48241
453, 1, horizontal, filler, NA, 999, 999, 1, 8, 191, 194, 100, 145, 125, 169, 1, 1.81795
453, 1, horizontal, attraction, a-b-da, 14, 3, 1, 9, 181, 111, 195, 120, 120, 195, 3, 1.42883
453, 1, horizontal, attraction, a-b-db, 2, 1, 1, 10, 60, 135, 135, 60, 59, 134, 1, 3.07492
453, 1, horizontal, attraction, a-b-db, 14, 1, 1, 11, 60, 135, 56, 125, 135, 60, 1, 2.2288
453, 1, horizontal, filler, NA, 999, 999, 1, 12, 86, 97, 135, 195, 176, 189, 3, 2.62827
453, 1, horizontal, attraction, a-b-db, 9, 1, 1, 13, 57, 129, 135, 60, 60, 135, 1, 2.81309
453, 1, horizontal, attraction, a-b-da, 2, 1, 1, 14, 60, 135, 135, 60, 134, 59, 1, 2.09424
453, 1, horizontal, attraction, a-b-da, 14, 2, 1, 15, 153, 83, 165, 90, 90, 165, 3, 1.50885
453, 1, horizontal, attraction, a-b-db, 5, 3, 1, 16, 117, 190, 195, 120, 120, 195, 3, 2.90067
453, 1, horizontal, attraction, a-b-da, 5, 3, 1, 17, 120, 195, 190, 117, 195, 120, 1, 1.80109
453, 1, horizontal, attraction, a-b-da, 5, 1, 1, 18, 60, 135, 135, 60, 132, 58, 1, 1.73898
453, 1, horizontal, attraction, a-b-db, 14, 3, 1, 19, 195, 120, 120, 195, 111, 181, 2, 2.58514
453, 1, horizontal, filler, NA, 999, 999, 1, 20, 120, 74, 59, 97, 158, 114, 3, 2.26762
453, 1, horizontal, attraction, a-b-db, 9, 2, 1, 21, 86, 157, 90, 165, 165, 90, 1, 3.16188
453, 1, horizontal, filler, NA, 999, 999, 1, 22, 77, 155, 162, 98, 105, 129, 1, 2.59137
453, 1, horizontal, attraction, a-b-da, 14, 1, 1, 23, 135, 60, 60, 135, 125, 56, 2, 3.0634
453, 1, horizontal, attraction, a-b-db, 2, 3, 1, 24, 195, 120, 120, 195, 119, 193, 2, 4.62493
453, 1, horizontal, filler, NA, 999, 999, 1, 25, 77, 67, 111, 194, 65, 83, 2, 1.40101
453, 1, horizontal, attraction, a-b-db, 9, 3, 1, 26, 114, 186, 195, 120, 120, 195, 1, 4.01128
453, 1, horizontal, attraction, a-b-db, 5, 2, 1, 27, 88, 161, 165, 90, 90, 165, 1, 2.93066
453, 1, horizontal, filler, NA, 999, 999, 1, 28, 123, 152, 184, 178, 67, 173, 2, 1.96975
453, 1, horizontal, attraction, a-b-da, 9, 3, 1, 29, 195, 120, 120, 195, 186, 114, 2, 3.46828
453, 1, horizontal, attraction, a-b-da, 9, 2, 1, 30, 165, 90, 157, 86, 90, 165, 3, 2.28366
