sub_n, computer_n, disp_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
289, 1, horizontal, practice, NA, 999, 999, 0, 1, 155, 121, 94, 97, 191, 183, 3, 1.92272
289, 1, horizontal, practice, NA, 999, 999, 0, 2, 101, 147, 153, 104, 141, 105, 2, 4.62308
289, 1, horizontal, practice, NA, 999, 999, 0, 3, 148, 169, 138, 192, 188, 68, 1, 4.71344
289, 1, horizontal, attraction, a-b-da, 9, 2, 1, 1, 90, 165, 157, 86, 165, 90, 1, 9.01992
289, 1, horizontal, filler, NA, 999, 999, 1, 2, 167, 150, 138, 182, 134, 169, 2, 5.04299
289, 1, horizontal, attraction, a-b-da, 2, 1, 1, 3, 134, 59, 135, 60, 60, 135, 3, 6.25776
289, 1, horizontal, filler, NA, 999, 999, 1, 4, 65, 134, 141, 81, 178, 97, 1, 2.09
289, 1, horizontal, filler, NA, 999, 999, 1, 5, 93, 74, 137, 84, 153, 177, 3, 1.8231
289, 1, horizontal, attraction, a-b-db, 14, 1, 1, 6, 60, 135, 56, 125, 135, 60, 1, 1.8719
289, 1, horizontal, attraction, a-b-db, 9, 3, 1, 7, 114, 186, 120, 195, 195, 120, 2, 2.92881
289, 1, horizontal, attraction, a-b-da, 5, 1, 1, 8, 135, 60, 132, 58, 60, 135, 3, 2.06202
289, 1, horizontal, attraction, a-b-da, 9, 3, 1, 9, 120, 195, 186, 114, 195, 120, 1, 1.75784
289, 1, horizontal, attraction, a-b-db, 14, 3, 1, 10, 195, 120, 111, 181, 120, 195, 3, 1.50563
289, 1, horizontal, attraction, a-b-da, 5, 3, 1, 11, 120, 195, 195, 120, 190, 117, 1, 1.24022
289, 1, horizontal, filler, NA, 999, 999, 1, 12, 104, 182, 152, 181, 142, 100, 1, 2.24787
289, 1, horizontal, attraction, a-b-db, 5, 1, 1, 13, 60, 135, 58, 132, 135, 60, 1, 2.77719
289, 1, horizontal, attraction, a-b-da, 14, 2, 1, 14, 90, 165, 153, 83, 165, 90, 1, 2.24399
289, 1, horizontal, attraction, a-b-db, 14, 2, 1, 15, 90, 165, 165, 90, 83, 153, 3, 1.47927
289, 1, horizontal, filler, NA, 999, 999, 1, 16, 91, 128, 67, 108, 155, 82, 1, 1.55651
289, 1, horizontal, filler, NA, 999, 999, 1, 17, 122, 80, 123, 121, 186, 94, 2, 2.54562
289, 1, horizontal, attraction, a-b-da, 14, 3, 1, 18, 120, 195, 181, 111, 195, 120, 1, 2.24591
289, 1, horizontal, attraction, a-b-da, 2, 2, 1, 19, 165, 90, 90, 165, 163, 89, 2, 1.3478
289, 1, horizontal, filler, NA, 999, 999, 1, 20, 166, 159, 82, 64, 132, 108, 1, 1.22693
289, 1, horizontal, attraction, a-b-db, 9, 2, 1, 21, 165, 90, 90, 165, 86, 157, 2, 1.48511
289, 1, horizontal, attraction, a-b-da, 2, 3, 1, 22, 193, 119, 120, 195, 195, 120, 2, 1.20245
289, 1, horizontal, attraction, a-b-da, 5, 2, 1, 23, 161, 88, 90, 165, 165, 90, 2, 3.00378
289, 1, horizontal, attraction, a-b-db, 9, 1, 1, 24, 57, 129, 135, 60, 60, 135, 3, 1.68589
289, 1, horizontal, attraction, a-b-db, 5, 2, 1, 25, 88, 161, 90, 165, 165, 90, 2, 1.5649
289, 1, horizontal, filler, NA, 999, 999, 1, 26, 114, 150, 120, 183, 72, 62, 2, 1.45457
289, 1, horizontal, attraction, a-b-db, 2, 2, 1, 27, 165, 90, 89, 163, 90, 165, 2, 1.48913
289, 1, horizontal, attraction, a-b-db, 2, 3, 1, 28, 120, 195, 195, 120, 119, 193, 1, 1.41614
289, 1, horizontal, filler, NA, 999, 999, 1, 29, 148, 61, 100, 113, 80, 104, 2, 2.24984
289, 1, horizontal, attraction, a-b-db, 5, 3, 1, 30, 120, 195, 195, 120, 117, 190, 1, 1.31176
289, 1, horizontal, filler, NA, 999, 999, 1, 31, 81, 159, 136, 117, 72, 104, 1, 1.42217
289, 1, horizontal, attraction, a-b-da, 9, 1, 1, 32, 135, 60, 60, 135, 129, 57, 2, 1.30642
289, 1, horizontal, attraction, a-b-da, 14, 1, 1, 33, 60, 135, 135, 60, 125, 56, 1, 1.55044
289, 1, horizontal, attraction, a-b-db, 2, 1, 1, 34, 60, 135, 59, 134, 135, 60, 2, 1.48226
289, 1, horizontal, attraction, a-b-db, 2, 1, 2, 1, 60, 135, 135, 60, 59, 134, 1, 1.56998
289, 1, horizontal, filler, NA, 999, 999, 2, 2, 113, 129, 70, 60, 63, 111, 1, 1.28491
289, 1, horizontal, attraction, a-b-db, 5, 3, 2, 3, 117, 190, 120, 195, 195, 120, 2, 1.49936
289, 1, horizontal, filler, NA, 999, 999, 2, 4, 87, 133, 118, 151, 76, 75, 2, 1.36096
289, 1, horizontal, attraction, a-b-da, 9, 1, 2, 5, 135, 60, 60, 135, 129, 57, 2, 1.50432
289, 1, horizontal, attraction, a-b-db, 14, 3, 2, 6, 111, 181, 120, 195, 195, 120, 2, 1.19614
289, 1, horizontal, attraction, a-b-da, 2, 3, 2, 7, 120, 195, 195, 120, 193, 119, 1, 1.4389
289, 1, horizontal, attraction, a-b-da, 14, 1, 2, 8, 135, 60, 60, 135, 125, 56, 2, 1.27313
